plot_name,display_family_key,display_label,source_key,citation_key,plot_inclusion_status,audit_row_count,source_materials,canonical_source_labels,corpus_what_it_is,plot_rows_made_in,kept_for_figure,blocked_no_DZ,blocked_no_N,blocked_N_lt_10,blocked_replication_N_le_original_N,live_pair_rows,expected_candidate_rows,audit_statuses,normalization_issues,corpus_what_it_is_why_possible_candidate,why_in_out
Plot 1,retrieval_extinction_fear_conditioning_in_rats::luyten2017retrievalExtinction,Retrieval extinction fear conditioning in rats,retrieval_extinction_fear_conditioning_in_rats::luyten2017retrievalExtinction,luyten2017retrievalExtinction,integrated_not_plotted,1,Retrieval extinction fear conditioning in rats,Retrieval extinction fear conditioning in rats,Preclinical animal replication source for retrieval-extinction fear-conditioning effects in rats.,0,0,0,0,0,3,3,3,integrated_live,,"Preclinical animal replication source for retrieval-extinction fear-conditioning effects in rats. Candidate rationale: treated as a likely pair source because structured local pair rows exist, even though none pass this plot's current gates. Pair-count basis: 3 structured local original/replication row(s) are in the live build; 0 pass the current Figure 2 rule.","Confirmed present but not usable for this figure: 3 structured D/N pair row(s) exist, but zero pass the Figure 2 rule because some follow-up samples are not larger than the original."
Plot 1,manual_paper_grounded_pairs::douglass2026manualPairs,Manual paper-grounded pairs,manual_paper_grounded_pairs::douglass2026manualPairs,douglass2026manualPairs,support_only,1,Manual paper-grounded pairs,Manual paper-grounded pairs,"Manual recovery layer grounded in supplements, DOI targets, project records, and downloaded papers where automated tables missed appendix-aligned pairs.",0,0,0,0,0,0,0,0,catalog_integrated,artifact_label_retained_in_full_audit,"Manual recovery layer grounded in supplements, DOI targets, project records, and downloaded papers where automated tables missed appendix-aligned pairs. Candidate rationale: retained as a candidate support source because it can validate, alias, or backfill already represented pair families. Pair-count basis: the source catalog marks 26 usable pair row(s) out of 26 cataloged row(s).","Confirmed support-only rather than independent pair evidence: the material is useful as fallback, alias, or cross-check data, but overlaps with or supplements rows represented elsewhere. Local material: Manual paper-grounded pairs."
Plot 1,angrist_learning_curve_replication_corpus::angristLearningCurve2023Openicpsr,Angrist learning-curve replication corpus,angrist_learning_curve_replication_corpus::angristLearningCurve2023Openicpsr,angristLearningCurve2023Openicpsr,not_included,1,Angrist learning-curve replication corpus,Angrist learning-curve replication corpus,"Angrist and colleagues' education replication corpus follows targeted-instruction implementation across country trials. The OpenICPSR package is now local with three Stata monitoring datasets, code, figures, and one output table.",0,0,0,0,0,0,0,0,staged_only,lead_handle_normalized,"Angrist and colleagues' education replication corpus follows targeted-instruction implementation across country trials. The OpenICPSR package is now local with three Stata monitoring datasets, code, figures, and one output table. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: 1 catalog row(s) were checked, but none are marked usable pair rows.","Confirmed present but not usable on the current axis: the source is real, but its native metric does not sit cleanly on the shared D/Z scale and is better suited to a native-metric lane. Source-specific note: The downloaded OpenICPSR package is a real machine-readable payload, but it reproduces implementation-monitoring outputs rather than original-versus-replication treatment-effect D/N rows."
Plot 1,border_2019_candidate_gene_replication::border2019,Border 2019 candidate gene replication,border_2019_candidate_gene_replication::border2019,border2019,not_included,1,Border 2019 candidate gene replication,Border 2019 candidate gene replication,"Border et al. 2019 re-tests historical candidate-gene claims for major depression using large-scale GWAS-style genetic data. The local PDF is useful for native genetic summaries, but it is not a direct small-original larger-replication D/N table.",0,0,0,0,0,0,0,150,staged_only,lead_handle_normalized,"Border et al. 2019 re-tests historical candidate-gene claims for major depression using large-scale GWAS-style genetic data. The local PDF is useful for native genetic summaries, but it is not a direct small-original larger-replication D/N table. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: the staged lead manifest expected 150 possible pair row(s).","Confirmed present but not usable on the current axis: the source is real, but its native metric does not sit cleanly on the shared D/Z scale and is better suited to a native-metric lane. The staged candidate count was 150 possible row(s). Source-specific note: The primary PDF is local and the source is real, but the AJP supplemental endpoint returned 403 here. The visible results are native genetic association summaries, not direct original-versus-replication D/N rows."
Plot 1,eef_regrants_systematic_replication_candidates::eefProjectsIndex,EEF regrants systematic replication candidates,eef_regrants_systematic_replication_candidates::eefProjectsIndex,eefProjectsIndex,not_included,1,EEF regrants systematic replication candidates,EEF regrants systematic replication candidates,"EEF regrants systematic replication candidates is an education or learning-intervention replication source, cataloged as a potential pair family rather than a broad paper sample.",0,0,0,0,0,0,0,0,staged_only,lead_handle_normalized,"EEF regrants systematic replication candidates is an education or learning-intervention replication source, cataloged as a potential pair family rather than a broad paper sample. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: 1 catalog row(s) were checked, but none are marked usable pair rows.",Confirmed not pair-buildable for this plot: the checked files are not an original-versus-replication D/N pair table.
Plot 1,egap_metaketa_i::metaketaIRepo,EGAP Metaketa I,egap_metaketa_i::metaketaIRepo,metaketaIRepo,not_included,1,EGAP Metaketa I,EGAP Metaketa I,EGAP Metaketa I is an EGAP Metaketa political-science field-experiment source; it is cataloged for replication/generalizability evidence but is not currently on the shared D/N pair axis.,0,0,0,0,0,0,0,24,staged_only,lead_handle_normalized,"EGAP Metaketa I is an EGAP Metaketa political-science field-experiment source; it is cataloged for replication/generalizability evidence but is not currently on the shared D/N pair axis. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: the staged lead manifest expected 24 possible pair row(s).","Confirmed present but not usable on the current axis: the source is real, but its native metric does not sit cleanly on the shared D/Z scale and is better suited to a native-metric lane. The staged candidate count was 24 possible row(s)."
Plot 1,egap_metaketa_iii::metaketaIIIProject,EGAP Metaketa III,egap_metaketa_iii::metaketaIIIProject,metaketaIIIProject,not_included,1,EGAP Metaketa III,EGAP Metaketa III,"EGAP Metaketa III is a coordinated natural-resource-governance field-experiment project. The local harvest now includes the parent replication package and Uganda, Brazil, and Costa Rica component payloads with R/Stata outputs.",0,0,0,0,0,0,0,30,staged_only,lead_handle_normalized,"EGAP Metaketa III is a coordinated natural-resource-governance field-experiment project. The local harvest now includes the parent replication package and Uganda, Brazil, and Costa Rica component payloads with R/Stata outputs. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: the staged lead manifest expected 30 possible pair row(s).","Confirmed present but not usable on the current axis: the source is real, but its native metric does not sit cleanly on the shared D/Z scale and is better suited to a native-metric lane. The staged candidate count was 30 possible row(s). Source-specific note: The parent replication package and several component payloads are now local, including site-estimate and R/Stata files. They are useful native field-experiment evidence, but not an original-versus-replication D/N table for this figure."
Plot 1,egap_metaketa_iv::metaketaIVProject,EGAP Metaketa IV,egap_metaketa_iv::metaketaIVProject,metaketaIVProject,not_included,1,EGAP Metaketa IV,EGAP Metaketa IV,"EGAP Metaketa IV is the community-policing Metaketa. The local harvest now includes integrated OSF xqd3v RDS result outputs, article tables, and selected processed country files.",0,0,0,0,0,0,0,36,staged_only,lead_handle_normalized,"EGAP Metaketa IV is the community-policing Metaketa. The local harvest now includes integrated OSF xqd3v RDS result outputs, article tables, and selected processed country files. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: the staged lead manifest expected 36 possible pair row(s).","Confirmed present but not usable on the current axis: the source is real, but its native metric does not sit cleanly on the shared D/Z scale and is better suited to a native-metric lane. The staged candidate count was 36 possible row(s). Source-specific note: Integrated OSF xqd3v RDS outputs and article tables are now local. They are native community-policing field-experiment estimates and therefore belong in a native-metric or field-experiment lane, not the current original-versus-replication D/N plot."
Plot 1,ern_pe_rrr_openneuro::ernPeRrrOpenNeuro,ERN Pe RRR OpenNeuro,ern_pe_rrr_openneuro::ernPeRrrOpenNeuro,ernPeRrrOpenNeuro,not_included,1,ERN Pe RRR OpenNeuro,ERN Pe RRR OpenNeuro,"Registered Replication Report material for ERN/Pe psychometrics. OpenNeuro provides raw EEG and OSF 8cbua provides summary and analysis artifacts, but these are native ERP materials rather than a compact pair table.",0,0,0,0,0,0,0,0,staged_only,lead_handle_normalized,"Registered Replication Report material for ERN/Pe psychometrics. OpenNeuro provides raw EEG and OSF 8cbua provides summary and analysis artifacts, but these are native ERP materials rather than a compact pair table. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: 1 catalog row(s) were checked, but none are marked usable pair rows.","Confirmed present but not usable on the current axis: the source is real, but its native metric does not sit cleanly on the shared D/Z scale and is better suited to a native-metric lane. Source-specific note: Raw EEG and OSF summary artifacts are local, but they are replication-side ERP materials on native metrics. The original-side D/N anchor is still missing from the machine-readable payload."
Plot 1,i4r_public_workbook::i4rPublicWorkbook,I4R public workbook,i4r_public_workbook::i4rPublicWorkbook,i4rPublicWorkbook,not_included,1,I4R public workbook,I4R public workbook,"Institute for Replication public meta-database workbook covering computational reproducibility, coding errors, and robustness checks for economics and political-science papers. It is large and useful context, but its estimate-level sheet is coefficient/SE robustness material rather than new-sample original-versus-replication D/N pairs.",0,0,0,0,0,0,0,0,catalog_not_integrated,artifact_label_retained_in_full_audit,"Institute for Replication public meta-database workbook covering computational reproducibility, coding errors, and robustness checks for economics and political-science papers. It is large and useful context, but its estimate-level sheet is coefficient/SE robustness material rather than new-sample original-versus-replication D/N pairs. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: 6,719 catalog row(s) were checked, but none are marked usable pair rows.","Confirmed no usable pair rows in the checked catalog: 6,719 catalog row(s) were present, but none were marked as auditable original-versus-replication D/Z and N pairs for this figure."
Plot 1,ibl_reproducible_electrophysiology::iblReproEphysAws,IBL reproducible electrophysiology,ibl_reproducible_electrophysiology::iblReproEphysAws,iblReproEphysAws,not_included,1,IBL reproducible electrophysiology,IBL reproducible electrophysiology,"IBL reproducible electrophysiology is a neuroscience replication/generalizability source, cataloged for potential pair construction where a common effect-size and N policy is available.",0,0,0,0,0,0,0,0,staged_only,lead_handle_normalized,"IBL reproducible electrophysiology is a neuroscience replication/generalizability source, cataloged for potential pair construction where a common effect-size and N policy is available. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: 1 catalog row(s) were checked, but none are marked usable pair rows.","Confirmed present but not usable on the current axis: the source is real, but its native metric does not sit cleanly on the shared D/Z scale and is better suited to a native-metric lane."
Plot 1,ies_systematic_replication_awards::iesSystematicReplicationAwards,IES systematic replication awards,ies_systematic_replication_awards::iesSystematicReplicationAwards,iesSystematicReplicationAwards,not_included,1,IES systematic replication awards,IES systematic replication awards,"IES systematic replication awards is an education or learning-intervention replication source, cataloged as a potential pair family rather than a broad paper sample.",0,0,0,0,0,0,0,0,staged_only,lead_handle_normalized,"IES systematic replication awards is an education or learning-intervention replication source, cataloged as a potential pair family rather than a broad paper sample. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: 1 catalog row(s) were checked, but none are marked usable pair rows.",Confirmed not pair-buildable for this plot: the checked files are not an original-versus-replication D/N pair table.
Plot 1,jaljuli_kafkafi_multi_lab_rodent_replication::jaljuliKafkafi2023MousePhenome,Jaljuli Kafkafi multi lab rodent replication,jaljuli_kafkafi_multi_lab_rodent_replication::jaljuliKafkafi2023MousePhenome,jaljuliKafkafi2023MousePhenome,not_included,1,Jaljuli Kafkafi multi lab rodent replication,Jaljuli Kafkafi multi lab rodent replication,Preclinical multi-lab rodent replication source from the Jaljuli/Kafkafi mouse-phenome materials.,0,0,0,0,0,0,0,152,staged_only,lead_handle_normalized,"Preclinical multi-lab rodent replication source from the Jaljuli/Kafkafi mouse-phenome materials. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: the staged lead manifest expected 152 possible pair row(s).","Confirmed present but not usable on the current axis: the source looks relevant, but the effect-size conversion policy is not settled enough to put it on the shared D/Z scale. The staged candidate count was 152 possible row(s)."
Plot 1,kerschbaumer_2020_rheumatology_phase_ii_iii::internalKerschbaumerPhaseIiIiiRheumatology,Kerschbaumer 2020 rheumatology phase II/III,kerschbaumer_2020_rheumatology_phase_ii_iii::internalKerschbaumerPhaseIiIiiRheumatology,internalKerschbaumerPhaseIiIiiRheumatology,not_included,1,Kerschbaumer 2020 rheumatology phase II/III,Kerschbaumer 2020 rheumatology phase II/III,"Kerschbaumer 2020 rheumatology phase II/III is a cataloged replication or generalizability source. The local evidence has been staged but still needs parser, metric, or conversion work before promotion.",0,0,0,0,0,0,0,0,staged_only,,"Kerschbaumer 2020 rheumatology phase II/III is a cataloged replication or generalizability source. The local evidence has been staged but still needs parser, metric, or conversion work before promotion. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: 205 catalog row(s) were checked, but none are marked usable pair rows.","Confirmed no usable pair rows in the checked catalog: 205 catalog row(s) were present, but none were marked as auditable original-versus-replication D/Z and N pairs for this figure."
Plot 1,li_2024_pd_1_pd_l1_phase_ii_iii_oncology::internalLiPd1Pdl1PhaseIiIiiOncology,Li 2024 PD-1/PD-L1 phase II/III oncology,li_2024_pd_1_pd_l1_phase_ii_iii_oncology::internalLiPd1Pdl1PhaseIiIiiOncology,internalLiPd1Pdl1PhaseIiIiiOncology,not_included,1,Li 2024 PD-1/PD-L1 phase II/III oncology,Li 2024 PD-1/PD-L1 phase II/III oncology,"Li 2024 PD-1/PD-L1 phase II/III oncology is a cataloged replication or generalizability source. The local evidence has been staged but still needs parser, metric, or conversion work before promotion.",0,0,0,0,0,0,0,0,staged_only,,"Li 2024 PD-1/PD-L1 phase II/III oncology is a cataloged replication or generalizability source. The local evidence has been staged but still needs parser, metric, or conversion work before promotion. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: 51 catalog row(s) were checked, but none are marked usable pair rows.","Confirmed no usable pair rows in the checked catalog: 51 catalog row(s) were present, but none were marked as auditable original-versus-replication D/Z and N pairs for this figure."
Plot 1,manybabies_3::manyBabies3Osf,ManyBabies 3,manybabies_3::manyBabies3Osf,manyBabies3Osf,not_included,1,ManyBabies 3,ManyBabies 3,"ManyBabies 3 is a multi-lab developmental-psychology replication of Marcus-style infant rule learning. The local OSF pull contains registered-report PDFs, appendices, and a lab manual; the public mb3-rules GitHub archive adds stimuli, pilot materials, syllable ratings, and analysis notebooks. A 2026 manuscript/preprint trail appears to exist, but no public machine-readable final result repository is confirmed locally.",0,0,0,0,0,0,0,15,staged_only,,"ManyBabies 3 is a multi-lab developmental-psychology replication of Marcus-style infant rule learning. The local OSF pull contains registered-report PDFs, appendices, and a lab manual; the public mb3-rules GitHub archive adds stimuli, pilot materials, syllable ratings, and analysis notebooks. A 2026 manuscript/preprint trail appears to exist, but no public machine-readable final result repository is confirmed locally. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: the staged lead manifest expected 15 possible pair row(s).","Confirmed present but not usable: downloaded materials exist, but they do not contain a machine-readable original-versus-replication pair-results table for this plot. The staged candidate count was 15 possible row(s). Source-specific note: The public materials are useful for protocol and pilot auditing, but the final infant site-level result data are not public in the checked locations. The reported mb3-analysis repository returned 404; a final manuscript/preprint trail improves the lead but still does not provide a confirmed row-ready repository."
Plot 1,manyclasses_2::manyClasses2Osf,ManyClasses 2,manyclasses_2::manyClasses2Osf,manyClasses2Osf,not_included,1,ManyClasses 2,ManyClasses 2,"ManyClasses 2 is a multi-classroom education experiment that repeated the same classroom intervention across course sections. The local files contain Terracotta-style participant outcomes and Bayesian analysis scripts, but not an explicit original-versus-replication D/N pair table.",0,0,0,0,0,0,0,30,staged_only,lead_handle_normalized,"ManyClasses 2 is a multi-classroom education experiment that repeated the same classroom intervention across course sections. The local files contain Terracotta-style participant outcomes and Bayesian analysis scripts, but not an explicit original-versus-replication D/N pair table. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: the staged lead manifest expected 30 possible pair row(s).","Confirmed present but not usable on the current axis: the source is real, but its native metric does not sit cleanly on the shared D/Z scale and is better suited to a native-metric lane. The staged candidate count was 30 possible row(s)."
Plot 1,marcus_four_lab_replication_hcmv7::internalMarcusFourLabReplicationLead,Marcus Four Lab Replication Hcmv7,marcus_four_lab_replication_hcmv7::internalMarcusFourLabReplicationLead,internalMarcusFourLabReplicationLead,not_included,1,Marcus Four Lab Replication Hcmv7,Marcus Four Lab Replication Hcmv7,"Marcus Four Lab Replication Hcmv7 is a cataloged replication or generalizability source. The local evidence is currently raw source material, not a structured D/N pair table.",0,0,0,0,0,0,0,0,raw_artifact_only,lead_handle_normalized,"Marcus Four Lab Replication Hcmv7 is a cataloged replication or generalizability source. The local evidence is currently raw source material, not a structured D/N pair table. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: no concrete pair-row count was verified before checking the source.","Could not confirm usable pairs yet: downloaded materials exist, but they have not been staged into structured source rows, so row-level D/Z and N fit is still unverified."
Plot 1,media_priming_direct_replication::mediaPriming2017Dataverse,Media priming direct replication,media_priming_direct_replication::mediaPriming2017Dataverse,mediaPriming2017Dataverse,not_included,1,Media priming direct replication,Media priming direct replication,"Political-communication/media-psychology preregistered replication data for one media-priming target effect. Dataverse identifies the intended Excel file, but the file is restricted; the public Cambridge appendix is local as a paper fallback and appears to recover replication N, not the target effect estimate.",0,0,0,0,0,0,0,1,staged_only,lead_handle_normalized,"Political-communication/media-psychology preregistered replication data for one media-priming target effect. Dataverse identifies the intended Excel file, but the file is restricted; the public Cambridge appendix is local as a paper fallback and appears to recover replication N, not the target effect estimate. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: the staged lead manifest expected 1 possible pair row(s).","Could not confirm usable pairs: access or download resolution is still blocked for the actual data payload. The staged candidate count was 1 possible row(s). Source-specific note: The Dataverse metadata identifies media_priming.xls, but the file is restricted and the direct API returns a blocked payload. The public Cambridge DOCX appendix is local as a fallback and appears to recover N_rep=104, but not the effect estimate needed for a D/N row."
Plot 1,mullinix_leeper_druckman_freese_2015::mullinix2015Dataverse,Mullinix Leeper Druckman Freese 2015,mullinix_leeper_druckman_freese_2015::mullinix2015Dataverse,mullinix2015Dataverse,not_included,1,Mullinix Leeper Druckman Freese 2015,Mullinix Leeper Druckman Freese 2015,"Mullinix, Leeper, Druckman, and Freese's survey-experiment generalizability project compares treatment effects across convenience, student, staff, MTurk, and TESS/GfK samples. The public Dataverse bundle contains combined data, scripts, and result logs, but the effects remain native survey-scale contrasts.",0,0,0,0,0,0,0,20,staged_only,lead_handle_normalized,"Mullinix, Leeper, Druckman, and Freese's survey-experiment generalizability project compares treatment effects across convenience, student, staff, MTurk, and TESS/GfK samples. The public Dataverse bundle contains combined data, scripts, and result logs, but the effects remain native survey-scale contrasts. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: the staged lead manifest expected 20 possible pair row(s).","Confirmed present but not usable on the current axis: the source is real, but its native metric does not sit cleanly on the shared D/Z scale and is better suited to a native-metric lane. The staged candidate count was 20 possible row(s)."
Plot 1,musicianship_eeg_multi_site_replication::musicianshipEegDataverse,Musicianship EEG multi site replication,musicianship_eeg_multi_site_replication::musicianshipEegDataverse,musicianshipEegDataverse,not_included,1,Musicianship EEG multi site replication,Musicianship EEG multi site replication,Large-scale multi-site neuroscience study of whether musical training is associated with early auditory neural encoding. The local GitHub zip contains MATLAB analysis code and processed EEG summaries rather than a smaller-original/larger-replication pair table.,0,0,0,0,0,0,0,5,staged_only,lead_handle_normalized,"Large-scale multi-site neuroscience study of whether musical training is associated with early auditory neural encoding. The local GitHub zip contains MATLAB analysis code and processed EEG summaries rather than a smaller-original/larger-replication pair table. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: the staged lead manifest expected 5 possible pair row(s).","Confirmed present but not usable on the current axis: the source is real, but its native metric does not sit cleanly on the shared D/Z scale and is better suited to a native-metric lane. The staged candidate count was 5 possible row(s)."
Plot 1,news_discernment_replication::newsDiscernmentReplicationOsf,News discernment replication,news_discernment_replication::newsDiscernmentReplicationOsf,newsDiscernmentReplicationOsf,not_included,1,News discernment replication,News discernment replication,"OSF materials for a France/Germany news-discernment or misinformation intervention replication, with country-level clean survey workbooks and analysis scripts. The downloaded files are intervention datasets rather than a ready smaller-original/larger-replication D/N pair table.",0,0,0,0,0,0,0,0,staged_only,,"OSF materials for a France/Germany news-discernment or misinformation intervention replication, with country-level clean survey workbooks and analysis scripts. The downloaded files are intervention datasets rather than a ready smaller-original/larger-replication D/N pair table. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: 1 catalog row(s) were checked, but none are marked usable pair rows.",Confirmed not pair-buildable for this plot: the checked files are not an original-versus-replication D/N pair table.
Plot 1,nieuwland_2018_delong_replication::nieuwland2018delong,Nieuwland 2018 DeLong replication,nieuwland_2018_delong_replication::nieuwland2018delong,nieuwland2018delong,not_included,1,Nieuwland 2018 DeLong replication,Nieuwland 2018 DeLong replication,Psycholinguistics multi-lab replication source for the DeLong sentence-comprehension effect.,0,0,0,0,0,0,0,9,staged_only,lead_handle_normalized,"Psycholinguistics multi-lab replication source for the DeLong sentence-comprehension effect. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: the staged lead manifest expected 9 possible pair row(s).","Confirmed present but not usable on the current axis: the source looks relevant, but the effect-size conversion policy is not settled enough to put it on the shared D/Z scale. The staged candidate count was 9 possible row(s)."
Plot 1,pooledmarketr_pm_data_rdata::pooledMarketRPackageData,PooledMarketR PM_data.Rdata,pooledmarketr_pm_data_rdata::pooledMarketRPackageData,pooledMarketRPackageData,not_included,1,PooledMarketR PM_data.Rdata,PooledMarketR PM_data.Rdata,"PooledMarketR package data with outcome, prediction-market, and survey metadata across EERP, Many Labs 2, RPP, and SSRP-style replication projects. It supports market/forecast checks and overlap audits, but it is not a richer original-versus-replication effect-size pair table.",0,0,0,0,0,0,0,0,catalog_not_integrated,artifact_label_retained_in_full_audit,"PooledMarketR package data with outcome, prediction-market, and survey metadata across EERP, Many Labs 2, RPP, and SSRP-style replication projects. It supports market/forecast checks and overlap audits, but it is not a richer original-versus-replication effect-size pair table. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: 111 catalog row(s) were checked, but none are marked usable pair rows.","Confirmed no usable pair rows in the checked catalog: 111 catalog row(s) were present, but none were marked as auditable original-versus-replication D/Z and N pairs for this figure."
Plot 1,self_control_neuroimaging_replication::selfControlFmriOsf,Self control neuroimaging replication,self_control_neuroimaging_replication::selfControlFmriOsf,selfControlFmriOsf,not_included,1,Self control neuroimaging replication,Self control neuroimaging replication,"Self-control neuroimaging replication source for the Hare et al. dietary self-control fMRI paradigm. OSF materials, OpenNeuro raw-data leads, and an open paper mirror are local, but no final pair-results table is exposed.",0,0,0,0,0,0,0,4,staged_only,lead_handle_normalized,"Self-control neuroimaging replication source for the Hare et al. dietary self-control fMRI paradigm. OSF materials, OpenNeuro raw-data leads, and an open paper mirror are local, but no final pair-results table is exposed. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: the staged lead manifest expected 4 possible pair row(s).","Confirmed present but not usable: downloaded materials exist, but they do not contain a machine-readable original-versus-replication pair-results table for this plot. The staged candidate count was 4 possible row(s). Source-specific note: OSF materials, raw fMRI leads, and an open paper mirror are local, but no final machine-readable table pairs the Hare original result with the replication on the shared D/N axis."
Plot 1,strategy_situation_fit_replication::strategyFitOsf,Strategy situation fit replication,strategy_situation_fit_replication::strategyFitOsf,strategyFitOsf,not_included,1,Strategy situation fit replication,Strategy situation fit replication,Social/personality psychology replication source for strategy-situation fit effects.,0,0,0,0,0,0,0,3,staged_only,lead_handle_normalized,"Social/personality psychology replication source for strategy-situation fit effects. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: the staged lead manifest expected 3 possible pair row(s).","Confirmed present but not usable on the current axis: the source looks relevant, but the effect-size conversion policy is not settled enough to put it on the shared D/Z scale. The staged candidate count was 3 possible row(s)."
Plot 1,wils_2023_ibd_phase_ii_iii::internalWilsIbdPhaseIiIii,Wils 2023 IBD phase II/III,wils_2023_ibd_phase_ii_iii::internalWilsIbdPhaseIiIii,internalWilsIbdPhaseIiIii,not_included,1,Wils 2023 IBD phase II/III,Wils 2023 IBD phase II/III,"Wils 2023 IBD phase II/III is a cataloged replication or generalizability source. The local evidence has been staged but still needs parser, metric, or conversion work before promotion.",0,0,0,0,0,0,0,0,staged_only,,"Wils 2023 IBD phase II/III is a cataloged replication or generalizability source. The local evidence has been staged but still needs parser, metric, or conversion work before promotion. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: 37 catalog row(s) were checked, but none are marked usable pair rows.","Confirmed no usable pair rows in the checked catalog: 37 catalog row(s) were present, but none were marked as auditable original-versus-replication D/Z and N pairs for this figure."
Plot 1,wood_and_porter_elusive_backfire_effect::woodPorter2019Dataverse,Wood and Porter elusive backfire effect,wood_and_porter_elusive_backfire_effect::woodPorter2019Dataverse,woodPorter2019Dataverse,not_included,1,Wood and Porter elusive backfire effect,Wood and Porter elusive backfire effect,Political-communication replication source for Wood and Porter's elusive backfire-effect experiments. The Dataverse bundle is local with survey and correction files plus R scripts; the suggested OSF pes2y mirror was checked and is a different fake-news memory project.,0,0,0,0,0,0,0,52,staged_only,lead_handle_normalized,"Political-communication replication source for Wood and Porter's elusive backfire-effect experiments. The Dataverse bundle is local with survey and correction files plus R scripts; the suggested OSF pes2y mirror was checked and is a different fake-news memory project. Candidate rationale: tracked because the source was described in the audit trail as a replication, direct-replication, multi-lab, pilot/full-scale, or repeated-study source that might contain pairable evidence. Pair-count basis: the staged lead manifest expected 52 possible pair row(s).","Confirmed present but not usable on the current axis: the source is real, but its native metric does not sit cleanly on the shared D/Z scale and is better suited to a native-metric lane. The staged candidate count was 52 possible row(s). Source-specific note: The Dataverse bundle is local and rich, but the direct original-target pairing and shared-D conversion policy still need a native-metric or hand-extraction pass. The suggested OSF pes2y mirror was not this project."
