source_side_target_id	figure1_individual_study_id	study_dedupe_key	study_dedupe_method	dedupe_confidence	pair_chase_task_id	figure1_replication_pair_id	current_plot_rule_status	current_plot_rule_blockers	included_in_current_figure1	side	represented_title	represented_doi	represented_value_D	represented_value_N	strict_result_check_id	source_family_key	source_family_label	side_source_object_route	side_source_object_priority	target_source_object_seed_url	side_search_query	pair_relation_search_query	needed_verbatim_fields	pair_chase_priority	pair_chase_route	created_at
figure1_source_side_d67d425e10bd0fe8	figure1_individual_study_0f45a75cc1faf8f2	title:cleanliness primes less severe moral judgments	title	low	figure1_pair_chase_81cce2eb28f7a61f	fig1_pair_fc5a5c83a054f044	included_by_current_figure1_dn_rule		true	replication	Cleanliness primes less severe moral judgments		0.4727031582950012	60.0		fred_curatescience	FReD CurateScience	title_source_object_search	S2		"""Cleanliness primes less severe moral judgments"" effect size sample size"	"10.1111/j.1467-9280.2008.02227.x ""Cleanliness primes less severe moral judgments"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P3	acquire_known_doi_side_then_title_search_missing_side	2026-05-05T00:00:00
figure1_source_side_3ceb8849ba726321	figure1_individual_study_44b56934b8c3333a	title:cloningertextquotesingles psychobiological model of temperament and character and the five factor model of personality	title	low	figure1_pair_chase_23235d982e3e414b	fig1_pair_d9bfb7221b22d898	included_by_current_figure1_dn_rule		true	original	Cloningertextquotesingles Psychobiological Model of Temperament and Character and the Five-Factor Model of Personality		1.0361306468792117	128.0		many_labs_3	Many Labs 3	title_source_object_search	S2		"""Cloningertextquotesingles Psychobiological Model of Temperament and Character and the Five-Factor Model of Personality"" effect size sample size"	"""Cloningertextquotesingles Psychobiological Model of Temperament and Character and the Five-Factor Model of Personality"" ""Cloningertextquotesingles Psychobiological Model of Temperament and Character and the Five-Factor Model of Personality"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_ae6ef5d66c013763	figure1_individual_study_15b6d91e186ffc3e	title:cohen et al 2015 score y496dlgr	title	low	figure1_pair_chase_010fa9d920099936	fig1_pair_5992d657bcd75aa9	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Cohen et al. (2015) (SCORE y496dlGR)		1.1399387528987512	493.0		score	SCORE	title_source_object_search	S2		"""Cohen et al. (2015) (SCORE y496dlGR)"" effect size sample size"	"10.1257/aer.20130267 ""Cohen et al. (2015) (SCORE y496dlGR)"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_9f211afd394a8a19	figure1_individual_study_ef92d38335412ba7	title:cold hearted prosociality uhlmann	title	low	figure1_pair_chase_8b8eed960de6b0bd	fig1_pair_20d08273b40ebb70	included_by_current_figure1_dn_rule		true	original	Cold-hearted prosociality (Uhlmann)		1.2228591968761633	79.0		pipeline_project	Pipeline Project	title_source_object_search	S2		"""Cold-hearted prosociality (Uhlmann)"" effect size sample size"	"""Cold-hearted prosociality (Uhlmann)"" ""Pipeline Project 2016"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_98a6c332cb659584	figure1_individual_study_54c4d0b71e0b95b9	title:collective narcissism predicts the belief and dissemination of conspiracy theories during the covid 19 pandemic score m489k32y	title	low	figure1_pair_chase_a7be3316eaac5fb5	fig1_pair_21588a60db92d29b	included_by_current_figure1_dn_rule		true	replication	Collective Narcissism Predicts The Belief And Dissemination Of Conspiracy Theories During The Covid-19 Pandemic (SCORE m489k32y)		1.2146292146298219	1552.0		score	SCORE	title_source_object_search	S2		"""Collective Narcissism Predicts The Belief And Dissemination Of Conspiracy Theories During The Covid-19 Pandemic (SCORE m489k32y)"" effect size sample size"	"10.31234/osf.io/4c6av ""Collective Narcissism Predicts The Belief And Dissemination Of Conspiracy Theories During The Covid-19 Pandemic (SCORE m489k32y)"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P3	acquire_known_doi_side_then_title_search_missing_side	2026-05-05T00:00:00
figure1_source_side_5f6dda31e4421185	figure1_individual_study_5137fe0ff45610e6	title:conflict triggered goal shielding response conflicts attenuate background monitoring for prospective memory cues	title	low	figure1_pair_chase_506c9d108e360c9b	fig1_pair_7ea685989ab4b343	included_by_current_figure1_dn_rule		true	original	Conflict-triggered goal shielding: Response conflicts attenuate background monitoring for prospective memory cues.		0.8085073969228268	40.0		osc_2015	OSC 2015	title_source_object_search	S2		"""Conflict-triggered goal shielding: Response conflicts attenuate background monitoring for prospective memory cues."" effect size sample size"	"""Conflict-triggered goal shielding: Response conflicts attenuate background monitoring for prospective memory cues."" https://osf.io/bk53t/ replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_fec6d6868996a933	figure1_individual_study_c8adc951fcce0cc4	title:conspiracy beliefs chloroquine and the rejection of vaccination a conceptual replication extension in the covid 19 pandemic context score k1g7av	title	low	figure1_pair_chase_bdfe917c6906abbd	fig1_pair_a8a4484682018f3e	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Conspiracy Beliefs, Chloroquine, And The Rejection Of Vaccination: A Conceptual Replication-Extension In The Covid-19 Pandemic Context (SCORE k1g7Av)		1.1347034487605203	59.0		score	SCORE	title_source_object_search	S2		"""Conspiracy Beliefs, Chloroquine, And The Rejection Of Vaccination: A Conceptual Replication-Extension In The Covid-19 Pandemic Context (SCORE k1g7Av)"" effect size sample size"	"10.31234/osf.io/rz78k ""Conspiracy Beliefs, Chloroquine, And The Rejection Of Vaccination: A Conceptual Replication-Extension In The Covid-19 Pandemic Context (SCORE k1g7Av)"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_4bcbee09cdfee739	figure1_individual_study_4e13f3c426b7b82c	title:contextual effects on reading aloud evidence for pathway control	title	low	figure1_pair_chase_1e4b59ce490f5519	fig1_pair_0fab67299b14d39b	included_by_current_figure1_dn_rule		true	original	Contextual effects on reading aloud: Evidence for pathway control.		0.32616403653730447	16.0		osc_2015	OSC 2015	title_source_object_search	S2		"""Contextual effects on reading aloud: Evidence for pathway control."" effect size sample size"	"""Contextual effects on reading aloud: Evidence for pathway control."" https://osf.io/hasfu/ replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_40e6be2bca767b21	figure1_individual_study_5b684373b4ade520	title:cooney et al 2016	title	low	figure1_pair_chase_524c12ceca2abaf7	fig1_pair_45910769fb1bc7e2	included_by_current_figure1_dn_rule		true	original	Cooney et al. (2016)		0.6722	120.0		decision_market_replication_project	Decision-Market Replication Project	title_source_object_search	S2		"""Cooney et al. (2016)"" effect size sample size"	"""Cooney et al. (2016)"" ""Cooney et al. (2016) (Decision-Market)"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_ade74d1a755c4401	figure1_individual_study_cef3828f00912394	title:cooney et al 2016 decision market	title	low	figure1_pair_chase_524c12ceca2abaf7	fig1_pair_45910769fb1bc7e2	included_by_current_figure1_dn_rule		true	replication	Cooney et al. (2016) (Decision-Market)		0.2436	132.0		decision_market_replication_project	Decision-Market Replication Project	title_source_object_search	S2		"""Cooney et al. (2016) (Decision-Market)"" effect size sample size"	"""Cooney et al. (2016)"" ""Cooney et al. (2016) (Decision-Market)"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_ac0325f70fcf06ee	figure1_individual_study_30cac68eb1edc70f	title:coppock 2019 mturk replication of haider markel and joslyn 2001	title	low	figure1_pair_chase_c6457f862f4aeddb	fig1_pair_be4d404c56e75378	included_by_current_figure1_dn_rule		true	replication	Coppock (2019) MTurk replication of Haider-Markel and Joslyn (2001)		0.2137010913887654	1009.0		coppock_2019_generalizability_corpus	Coppock 2019 generalizability corpus	title_source_object_search	S2		"""Coppock (2019) MTurk replication of Haider-Markel and Joslyn (2001)"" effect size sample size"	"""Haider-Markel and Joslyn (2001) original survey experiment"" ""Coppock (2019) MTurk replication of Haider-Markel and Joslyn (2001)"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_65ae209cfb31d31a	figure1_individual_study_a13a9697b8db2c3b	title:coppock 2019 mturk replication of peffley and hurwitz 2007	title	low	figure1_pair_chase_4a05f26d1ff945f3	fig1_pair_cfe2b14a00512601	included_by_current_figure1_dn_rule		true	replication	Coppock (2019) MTurk replication of Peffley and Hurwitz (2007)		0.1048953169291825	1285.0		coppock_2019_generalizability_corpus	Coppock 2019 generalizability corpus	title_source_object_search	S2		"""Coppock (2019) MTurk replication of Peffley and Hurwitz (2007)"" effect size sample size"	"""Peffley and Hurwitz (2007) original survey experiment"" ""Coppock (2019) MTurk replication of Peffley and Hurwitz (2007)"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_14598a1a8ab4b60e	figure1_individual_study_d9a59f9a6bcf04a6	title:corgnet desantis and porter 2018 cognitive reflection and earnings	title	low	figure1_pair_chase_742f0364dfa7966a	fig1_pair_22d34bcad9b318eb	included_by_current_figure1_dn_rule		true	original	Corgnet, Desantis, and Porter (2018) cognitive reflection and earnings		0.297	167.0		experimental_asset_market_replications	Experimental asset-market replications	title_source_object_search	S2		"""Corgnet, Desantis, and Porter (2018) cognitive reflection and earnings"" effect size sample size"	"""Corgnet, Desantis, and Porter (2018) cognitive reflection and earnings"" 10.2139/ssrn.5048949 replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P3	acquire_known_doi_side_then_title_search_missing_side	2026-05-05T00:00:00
figure1_source_side_8dafb6c5a4a20b3a	figure1_individual_study_389c5fe960641e16	title:corgnet desantis and porter 2018 fluid intelligence and earnings	title	low	figure1_pair_chase_26009cf2b55e2acc	fig1_pair_f4ae5cfe2f14dda6	included_by_current_figure1_dn_rule		true	original	Corgnet, Desantis, and Porter (2018) fluid intelligence and earnings		0.404	167.0		experimental_asset_market_replications	Experimental asset-market replications	title_source_object_search	S2		"""Corgnet, Desantis, and Porter (2018) fluid intelligence and earnings"" effect size sample size"	"""Corgnet, Desantis, and Porter (2018) fluid intelligence and earnings"" 10.2139/ssrn.5048949 replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P3	acquire_known_doi_side_then_title_search_missing_side	2026-05-05T00:00:00
figure1_source_side_1efcab12c4bf50f4	figure1_individual_study_664f08efd3cdc1d3	title:corgnet desantis and porter 2018 heterogeneous skill by skill index interaction	title	low	figure1_pair_chase_de41c8300095c7f7	fig1_pair_14debdbe80005dde	included_by_current_figure1_dn_rule		true	original	Corgnet, Desantis, and Porter (2018) heterogeneous skill by skill index interaction		0.378	167.0		experimental_asset_market_replications	Experimental asset-market replications	title_source_object_search	S2		"""Corgnet, Desantis, and Porter (2018) heterogeneous skill by skill index interaction"" effect size sample size"	"""Corgnet, Desantis, and Porter (2018) heterogeneous skill by skill index interaction"" 10.2139/ssrn.5048949 replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P3	acquire_known_doi_side_then_title_search_missing_side	2026-05-05T00:00:00
figure1_source_side_876992ec3aeb5223	figure1_individual_study_1bf786b571e0a2a5	title:corgnet desantis and porter 2018 heterogeneous skill by theory of mind interaction	title	low	figure1_pair_chase_b2f96d01be6b69df	fig1_pair_11b1e9afe44bc15d	included_by_current_figure1_dn_rule		true	original	Corgnet, Desantis, and Porter (2018) heterogeneous skill by theory of mind interaction		0.319	167.0		experimental_asset_market_replications	Experimental asset-market replications	title_source_object_search	S2		"""Corgnet, Desantis, and Porter (2018) heterogeneous skill by theory of mind interaction"" effect size sample size"	"""Corgnet, Desantis, and Porter (2018) heterogeneous skill by theory of mind interaction"" 10.2139/ssrn.5048949 replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P3	acquire_known_doi_side_then_title_search_missing_side	2026-05-05T00:00:00
figure1_source_side_123793aadcc34d02	figure1_individual_study_dd22efda95c8194e	title:corgnet desantis and porter 2018 theory of mind and earnings	title	low	figure1_pair_chase_832166c033e2f383	fig1_pair_b3cec9504ba83163	included_by_current_figure1_dn_rule		true	original	Corgnet, Desantis, and Porter (2018) theory of mind and earnings		0.355	167.0		experimental_asset_market_replications	Experimental asset-market replications	title_source_object_search	S2		"""Corgnet, Desantis, and Porter (2018) theory of mind and earnings"" effect size sample size"	"""Corgnet, Desantis, and Porter (2018) theory of mind and earnings"" 10.2139/ssrn.5048949 replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P3	acquire_known_doi_side_then_title_search_missing_side	2026-05-05T00:00:00
figure1_source_side_7f5b30f7acbb0e94	figure1_individual_study_973a4cb4953afd8c	title:corgnet desantis and porter 2018 theory of mind by cognitive reflection interaction	title	low	figure1_pair_chase_69fc4f55b77b4df1	fig1_pair_5b6d4716eaf867ba	included_by_current_figure1_dn_rule		true	original	Corgnet, Desantis, and Porter (2018) theory of mind by cognitive reflection interaction		0.27	167.0		experimental_asset_market_replications	Experimental asset-market replications	title_source_object_search	S2		"""Corgnet, Desantis, and Porter (2018) theory of mind by cognitive reflection interaction"" effect size sample size"	"""Corgnet, Desantis, and Porter (2018) theory of mind by cognitive reflection interaction"" 10.2139/ssrn.5048949 replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P3	acquire_known_doi_side_then_title_search_missing_side	2026-05-05T00:00:00
figure1_source_side_467fee8ea30d0e17	figure1_individual_study_e184de843ea4208e	title:correlation between prevalence of tobacco smoking and risk and severity of covid 19 at the national level in the european union an ecological study score 307knno	title	low	figure1_pair_chase_d7ccbdc97f57f128	fig1_pair_8244f4679d1d5ad3	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Correlation Between Prevalence Of Tobacco Smoking And Risk And Severity Of Covid-19 At The National Level In The European Union: An Ecological Study. (SCORE 307kNnO)		1.1692413775178565	27.0		score	SCORE	title_source_object_search	S2		"""Correlation Between Prevalence Of Tobacco Smoking And Risk And Severity Of Covid-19 At The National Level In The European Union: An Ecological Study. (SCORE 307kNnO)"" effect size sample size"	"10.1101/2020.04.28.20083352 ""Correlation Between Prevalence Of Tobacco Smoking And Risk And Severity Of Covid-19 At The National Level In The European Union: An Ecological Study. (SCORE 307kNnO)"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_64fcd43a6a3fd510	figure1_individual_study_aed14875a8c79c6e	title:correspondence bias miyamoto kitayama 2002	title	low	figure1_pair_chase_741843dc139782df	fig1_pair_9b811c37841e5e6c	included_by_current_figure1_dn_rule		true	original	Correspondence Bias (Miyamoto & Kitayama, 2002)		2.47493	29.0	dn_result_a8610243e4f56026	many_labs_2	Many Labs 2	existing_value_text_promotion	S0		"""Correspondence Bias (Miyamoto & Kitayama, 2002)"" effect size sample size"	"""Correspondence Bias (Miyamoto & Kitayama, 2002)"" ""Many Labs 2 - Miyamoto.1"" replication original effect sample size"	Promote already-found value support; still mirror represented source object if absent.	P0	promote_existing_value_text_to_source_result	2026-05-05T00:00:00
figure1_source_side_f1a68848f72f2045	figure1_individual_study_8af7885e4390686d	title:cote et al 2015	title	low	figure1_pair_chase_8a43414f471d096c	fig1_pair_0c84945b140f35fc	included_by_current_figure1_dn_rule		true	original	Cote et al. (2015)		0.3241	704.0		decision_market_replication_project	Decision-Market Replication Project	title_source_object_search	S2		"""Cote et al. (2015)"" effect size sample size"	"""Cote et al. (2015)"" ""Cote et al. (2015) (Decision-Market)"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_f7fc4c92ab7eb762	figure1_individual_study_2e5063d8d025602b	title:cote et al 2015 decision market	title	low	figure1_pair_chase_8a43414f471d096c	fig1_pair_0c84945b140f35fc	included_by_current_figure1_dn_rule		true	replication	Cote et al. (2015) (Decision-Market)		0.0133	3653.0		decision_market_replication_project	Decision-Market Replication Project	title_source_object_search	S2		"""Cote et al. (2015) (Decision-Market)"" effect size sample size"	"""Cote et al. (2015)"" ""Cote et al. (2015) (Decision-Market)"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_5440039c62032043	figure1_individual_study_71d02a92e1c6300d	title:could attitudes toward covid 19 in spain render men more vulnerable than women score z171a7ra	title	low	figure1_pair_chase_54c1a85607faaf1c	fig1_pair_0c878daff5d2ade4	included_by_current_figure1_dn_rule		true	replication	Could Attitudes Toward Covid-19 In Spain Render Men More Vulnerable Than Women? (SCORE z171A7rA)		0.02830108598909101	691.0		score	SCORE	title_source_object_search	S2		"""Could Attitudes Toward Covid-19 In Spain Render Men More Vulnerable Than Women? (SCORE z171A7rA)"" effect size sample size"	"10.31234/osf.io/dyxqn ""Could Attitudes Toward Covid-19 In Spain Render Men More Vulnerable Than Women? (SCORE z171A7rA)"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P3	acquire_known_doi_side_then_title_search_missing_side	2026-05-05T00:00:00
figure1_source_side_fec093f6af2eb24a	figure1_individual_study_70d2d9d4462e0096	title:courneya k s hellsten l m 1998 personality correlates of exercise behavior motives barriers and preferences an application of the five factor model personality and individual differences 24 625 633	title	low	figure1_pair_chase_7d5c587e029c18cf	fig1_pair_31efe9b1e779ce96	included_by_current_figure1_dn_rule		true	original	Courneya, K. S., & Hellsten, L. M. (1998). Personality correlates of exercise behavior, motives, barriers and preferences: An application of the five-factor model. Personality and Individual Differences, 24, 625-633.		0.540237559886428	826.4666666666667		loopr	LOOPR	title_source_object_search	S2		"""Courneya, K. S., & Hellsten, L. M. (1998). Personality correlates of exercise behavior, motives, barriers and preferences: An application of the five-factor model. Personality and"" effect size sample size"	"""Courneya, K. S., & Hellsten, L. M. (1998). Personality correlates of exercise behavior, motives, barriers and preferences: An application of the five-factor model. Personality and"" ""Courneya, K. S., & Hellsten, L. M. (1998). Personality correlates of exercise behavior, motives, barriers and preferences: An application of the five-factor model. Personality and"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_bf94b4ea26b1945a	figure1_individual_study_5c392a1aebf9b9fd	title:cova 2018 xphi	title	low	figure1_pair_chase_cfd4e557a2aa7575	fig1_pair_0ad11ffbe90d1a01	included_by_current_figure1_dn_rule		true	replication	Cova 2018 xphi		1.27	131.0		eprp	EPRP	title_source_object_search	S2		"""Cova 2018 xphi"" effect size sample size"	"""Nichols 2004 Phil Psych"" ""Cova 2018 xphi"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_0f303e1963952fd8	figure1_individual_study_5c7366ebd5a927b9	title:covid 19 increases online emotional and health related searches score 41z01zrv	title	low	figure1_pair_chase_15a2f1326141a579	fig1_pair_a07d97d1c1ff02ff	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Covid-19 Increases Online Emotional And Health-Related Searches (SCORE 41z01zRv)		4.286674740153356	63.0		score	SCORE	title_source_object_search	S2		"""Covid-19 Increases Online Emotional And Health-Related Searches (SCORE 41z01zRv)"" effect size sample size"	"10.31234/osf.io/5gskw ""Covid-19 Increases Online Emotional And Health-Related Searches (SCORE 41z01zRv)"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_8f09c4dc4c960d9b	figure1_individual_study_f3e18a6439ff98f2	title:covid 19 is rapidly changing examining public perceptions and behaviors in response to this evolving pandemic score 4238mdzk	title	low	figure1_pair_chase_8d9e423019e20199	fig1_pair_a57a344f0cb3397e	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Covid-19 Is Rapidly Changing: Examining Public Perceptions And Behaviors In Response To This Evolving Pandemic (SCORE 4238MDzk)		0.022460869675431105	660.0		score	SCORE	title_source_object_search	S2		"""Covid-19 Is Rapidly Changing: Examining Public Perceptions And Behaviors In Response To This Evolving Pandemic (SCORE 4238MDzk)"" effect size sample size"	"10.1101/2020.05.04.20091298 ""Covid-19 Is Rapidly Changing: Examining Public Perceptions And Behaviors In Response To This Evolving Pandemic (SCORE 4238MDzk)"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_471851daf779bb24	figure1_individual_study_34a187d58629722b	title:covid 19 related social distancing measures and reduction in city mobility score 996g 7 1	title	low	figure1_pair_chase_bc18835e4afb8f24	fig1_pair_56ae1f25bac550ee	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Covid-19 Related Social Distancing Measures And Reduction In City Mobility (SCORE 996g_7_1)		1.4157641960380185	39.0		score	SCORE	title_source_object_search	S2		"""Covid-19 Related Social Distancing Measures And Reduction In City Mobility (SCORE 996g_7_1)"" effect size sample size"	"10.1101/2020.03.30.20048090 ""Covid-19 Related Social Distancing Measures And Reduction In City Mobility (SCORE 996g_7_1)"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P6	excluded_pair_identity_map_and_deferred_source_chase	2026-05-05T00:00:00
figure1_source_side_4634013402f497ee	figure1_individual_study_0662bbb253fbe779	title:covid 19 risk perception and coping strategies score 25gbxrn	title	low	figure1_pair_chase_b3345b6debaaaacc	fig1_pair_8d171fc91a2580ea	included_by_current_figure1_dn_rule		true	replication	Covid-19: Risk Perception And Coping Strategies. (SCORE 25gBXRn)		0.166649708592329	10767.0		score	SCORE	title_source_object_search	S2		"""Covid-19: Risk Perception And Coping Strategies. (SCORE 25gBXRn)"" effect size sample size"	"10.31234/osf.io/xmpk4 ""Covid-19: Risk Perception And Coping Strategies. (SCORE 25gBXRn)"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P3	acquire_known_doi_side_then_title_search_missing_side	2026-05-05T00:00:00
figure1_source_side_a4be392b23eb1490	figure1_individual_study_74185c4ef3bfda7a	title:craig richeson 2014 rep1	title	low	figure1_pair_chase_1ade8ab11a375991	fig1_pair_d7e5337d95c5e746	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	Craig & Richeson 2014 (rep1)		0.2704267498455881	76.0		251_rescue_projects	251 Rescue Projects	title_source_object_search	S2		"""Craig & Richeson 2014 (rep1)"" effect size sample size"	"""Craig & Richeson 2014"" ""Craig & Richeson 2014 (rep1)"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P7	excluded_pair_title_or_family_identity_backfill	2026-05-05T00:00:00
figure1_source_side_db7e0b8ffae45c04	figure1_individual_study_306b676bcb38cfde	title:craig richeson 2014 rescue	title	low	figure1_pair_chase_e1b4fb91a991b48b	fig1_pair_a795ef85ff3b4f1e	included_by_current_figure1_dn_rule		true	replication	Craig & Richeson 2014 (rescue)		0.2375322791350785	127.0		251_rescue_projects	251 Rescue Projects	title_source_object_search	S2		"""Craig & Richeson 2014 (rescue)"" effect size sample size"	"""Craig & Richeson 2014"" ""Craig & Richeson 2014 (rescue)"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_63e1bec96958819f	figure1_individual_study_a03d7e4c026eb1c6	title:creating social connection through inferential reproduction loneliness and perceived agency in gadgets gods and greyhounds	title	low	figure1_pair_chase_f802ae87ab2489f2	fig1_pair_11bcc781f4d464fe	included_by_current_figure1_dn_rule		true	original	Creating social connection through inferential reproduction: Loneliness and perceived agency in gadgets, gods, and greyhounds.		0.3512135803537692	57.0		osc_2015	OSC 2015	title_source_object_search	S2		"""Creating social connection through inferential reproduction: Loneliness and perceived agency in gadgets, gods, and greyhounds."" effect size sample size"	"""Creating social connection through inferential reproduction: Loneliness and perceived agency in gadgets, gods, and greyhounds."" https://osf.io/yuybh/ replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_26b803eed187524f	figure1_individual_study_f42fa7838ffca1a9	title:crosby et al ml5 rp p	title	low	figure1_pair_chase_3c66d593c35271a4	fig1_pair_79803d040082996b	included_by_current_figure1_dn_rule		true	replication	Crosby et al. (ML5 RP:P)		0.30343304245450414	140.0		many_labs_5	Many Labs 5	title_source_object_search	S2		"""Crosby et al. (ML5 RP:P)"" effect size sample size"	"""Crosby et al."" ""Crosby et al. (ML5 RP:P)"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_f9a558a41f8b97be	figure1_individual_study_e0c4b2387d56c17f	title:crosby et al ml5 revised	title	low	figure1_pair_chase_c3a6b397c791e922	fig1_pair_653ceae191676e7f	included_by_current_figure1_dn_rule		true	replication	Crosby et al. (ML5 Revised)		0.28278500713637195	136.0		many_labs_5	Many Labs 5	title_source_object_search	S2		"""Crosby et al. (ML5 Revised)"" effect size sample size"	"""Crosby et al."" ""Crosby et al. (ML5 Revised)"" replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_ee706b770972e5bf	figure1_individual_study_a34bae3816e833b5	title:croson and donohue 2006 bullwhip effect inventory information	title	low	figure1_pair_chase_441ba219da5b1f15	fig1_pair_35d99e69a9b46caf	included_by_current_figure1_dn_rule		true	original	Croson and Donohue (2006) bullwhip effect inventory information		0.3670110667330326	88.0		management_science_replication_project	Management Science Replication Project	title_source_object_search	S2		"""Croson and Donohue (2006) bullwhip effect inventory information"" effect size sample size"	"""Croson and Donohue (2006) bullwhip effect inventory information"" 10.1287/mnsc.2023.4866 replication original effect sample size"	Search by represented title, mirror value-bearing source object, and extract verbatim D/N text.	P3	acquire_known_doi_side_then_title_search_missing_side	2026-05-05T00:00:00
