source_dataset	project	pair_id	original_title	replication_title	original_doi	replication_doi	outcome	D_original	N_original	D_replication	N_replication	raw_file	n_source_file	verbatim_n_text_original	verbatim_n_text_replication	verbatim_effect_text_original	verbatim_effect_text_replication	d_n_transformation_note	match_author	candidate_name	decision	measure_type	source_locator	n_source_locator	n_match_method	native_original_effect	native_replication_effect	native_effect_metric
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_124_matched_0_composite_nonfatal_mi_stroke_death	REPEAT original healthcare database study 124	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Composite nonfatal MI stroke death (hazard ratio)	0.15860743923749232	98512.0	0.14409794671240012	77144.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=124;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=124;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=124; matched=0; original_percent_mean=98512.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=124; matched=0; reproduction_percent_mean=77144.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=124; matched=0; measure_type=hazard ratio; original_pt_est=0.75; original_lower_95=0.72; original_upper_95=0.79; original_p_value=<0.001	outcomes.csv studyid=124; matched=0; measure_type=hazard ratio; reproduction_pt_est=0.77; reproduction_lower_95=0.73; reproduction_upper_95=0.8; reproduction_p_value=<0.0001	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_124	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=124;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=124;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.75	0.77	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_125_matched_0_risk_of_chorioamnionitis_tdap_optimal_vs_tdap_none	REPEAT original healthcare database study 125	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Risk of chorioamnionitis - Tdap optimal vs Tdap none (relative risk)	0.05753669197491611	2158068.0	0.06738211245092653	6454840.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=125;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=125;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=125; matched=0; original_percent_mean=2158068.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=125; matched=0; reproduction_percent_mean=6454840.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=125; matched=0; measure_type=relative risk; original_pt_est=1.11; original_lower_95=1.07; original_upper_95=1.15; original_p_value=<0.001	outcomes.csv studyid=125; matched=0; measure_type=relative risk; reproduction_pt_est=1.13; reproduction_lower_95=1.08; reproduction_upper_95=1.18; reproduction_p_value=<0.0001	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_125	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	relative risk	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=125;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=125;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	1.11	1.13	relative risk
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_126_matched_0_rivaroxaban_vs_warfarin_stroke	REPEAT original healthcare database study 126	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Rivaroxaban vs Warfarin - Stroke (hazard ratio)	0.20457812959235122	11606.0	0.20457812959235122	12762.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=126;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=126;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=126; matched=0; original_percent_mean=11606.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=126; matched=0; reproduction_percent_mean=12762.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=126; matched=0; measure_type=hazard ratio; original_pt_est=0.69; original_lower_95=0.48; original_upper_95=0.99; original_p_value=0.048	outcomes.csv studyid=126; matched=0; measure_type=hazard ratio; reproduction_pt_est=0.69; reproduction_lower_95=0.48; reproduction_upper_95=0.99; reproduction_p_value=0.0004	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_126	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=126;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=126;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.69	0.69	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_127_matched_0_stroke_marketscan	REPEAT original healthcare database study 127	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Stroke - MarketScan (hazard ratio)	0.24605097533311845	31058.0	0.2725198451171974	46828.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=127;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=127;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=127; matched=0; original_percent_mean=31058.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=127; matched=0; reproduction_percent_mean=46828.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=127; matched=0; measure_type=hazard ratio; original_pt_est=0.64; original_lower_95=0.44; original_upper_95=0.95; original_p_value=0.0228	outcomes.csv studyid=127; matched=0; measure_type=hazard ratio; reproduction_pt_est=0.61; reproduction_lower_95=0.45; reproduction_upper_95=0.83; reproduction_p_value=0.0015	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_127	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=127;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=127;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.64	0.61	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_130_matched_0_denosumab_vs_za_hospitalized_infection	REPEAT original healthcare database study 130	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Denosumab vs ZA - hospitalized infection (hazard ratio)	0.06424846019567981	5814.0	0.06424846019567981	1357.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=130;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=130;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=130; matched=0; original_percent_mean=5814.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=130; matched=0; reproduction_percent_mean=1357.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=130; matched=0; measure_type=hazard ratio; original_pt_est=0.89; original_lower_95=0.69; original_upper_95=1.15; original_p_value=0.3776	outcomes.csv studyid=130; matched=0; measure_type=hazard ratio; reproduction_pt_est=0.89; reproduction_lower_95=0.4; reproduction_upper_95=1.99; reproduction_p_value=0.79	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_130	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=130;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=130;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.89	0.89	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_131_matched_0_dabigatran_vs_warfarin_stroke	REPEAT original healthcare database study 131	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Dabigatran vs Warfarin - stroke (hazard ratio)	0.2659754759854445	7320.0	0.09612606034757842	15042.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=131;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=131;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=131; matched=0; original_percent_mean=7320.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=131; matched=0; reproduction_percent_mean=15042.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=131; matched=0; measure_type=hazard ratio; original_pt_est=1.62; original_lower_95=0.72; original_upper_95=3.66; original_p_value=0.2474	outcomes.csv studyid=131; matched=0; measure_type=hazard ratio; reproduction_pt_est=0.84; reproduction_lower_95=0.54; reproduction_upper_95=1.31; reproduction_p_value=0.44	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_131	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=131;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=131;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	1.62	0.84	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_132_matched_0_amiodarone_vs_class_ic_af_hospitilzation	REPEAT original healthcare database study 132	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Amiodarone vs. Class Ic - AF hospitilzation (hazard ratio)	0.21262686955169954	14451.0	0.18111378438525907	27502.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=132;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=132;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=132; matched=0; original_percent_mean=14451.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=132; matched=0; reproduction_percent_mean=27502.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=132; matched=0; measure_type=hazard ratio; original_pt_est=0.68; original_lower_95=0.57; original_upper_95=0.8; original_p_value=<0.001	outcomes.csv studyid=132; matched=0; measure_type=hazard ratio; reproduction_pt_est=0.72; reproduction_lower_95=0.67; reproduction_upper_95=0.78; reproduction_p_value=<0.002	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_132	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=132;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=132;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.68	0.72	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_133_matched_0_metformin_vs_non_metformin_occurrence_of_viral_associated_cancer	REPEAT original healthcare database study 133	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Metformin vs non-metformin - occurrence of viral associated cancer (hazard ratio)	0.04001031992062394	275508.0	0.08656070340831294	451346.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=133;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=133;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=133; matched=0; original_percent_mean=275508.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=133; matched=0; reproduction_percent_mean=451346.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=133; matched=0; measure_type=hazard ratio; original_pt_est=0.93; original_lower_95=0.65; original_upper_95=1.32; original_p_value=0.7012	outcomes.csv studyid=133; matched=0; measure_type=hazard ratio; reproduction_pt_est=1.17; reproduction_lower_95=0.59; reproduction_upper_95=2.31; reproduction_p_value=0.665047542	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_133	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=133;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=133;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.93	1.17	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_134_matched_0_bariatric_surgery_vs_controls_occurrence_of_diabetes	REPEAT original healthcare database study 134	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Bariatric surgery vs controls - occurrence of diabetes (hazard ratio)	0.8873296265122473	2167.0	0.9454179232309472	2756.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=134;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=134;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=134; matched=0; original_percent_mean=2167.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=134; matched=0; reproduction_percent_mean=2756.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=134; matched=0; measure_type=hazard ratio; original_pt_est=0.2; original_lower_95=0.13; original_upper_95=0.3; original_p_value=<0.0001	outcomes.csv studyid=134; matched=0; measure_type=hazard ratio; reproduction_pt_est=0.18; reproduction_lower_95=0.14; reproduction_upper_95=0.24; reproduction_p_value=<0.001	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_134	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=134;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=134;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.2	0.18	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_135_matched_0_monotherapy_vs_combination_therapy_occurrence_of_ami	REPEAT original healthcare database study 135	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Monotherapy vs. combination therapy - occurrence of AMI (hazard ratio)	0.06248137888991398	62276.0	0.23084710641905182	44904.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=135;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=135;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=135; matched=0; original_percent_mean=62276.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=135; matched=0; reproduction_percent_mean=44904.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=135; matched=0; measure_type=hazard ratio; original_pt_est=1.12; original_lower_95=0.92; original_upper_95=1.37; original_p_value=0.2677	outcomes.csv studyid=135; matched=0; measure_type=hazard ratio; reproduction_pt_est=1.52; reproduction_lower_95=1.11; reproduction_upper_95=2.08; reproduction_p_value=0.009	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_135	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=135;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=135;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	1.12	1.52	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_136_matched_0_dpp_4i_vs_niads_fracture	REPEAT original healthcare database study 136	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	DPP-4i vs NIADs Ð fracture (hazard ratio)	0.005541040564728988	328254.0	0.06738211245092653	374466.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=136;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=136;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=136; matched=0; original_percent_mean=328254.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=136; matched=0; reproduction_percent_mean=374466.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=136; matched=0; measure_type=hazard ratio; original_pt_est=0.99; original_lower_95=0.93; original_upper_95=1.06; original_p_value=0.776	outcomes.csv studyid=136; matched=0; measure_type=hazard ratio; reproduction_pt_est=1.13; reproduction_lower_95=1.02; reproduction_upper_95=1.26; reproduction_p_value=0.0232	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_136	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=136;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=136;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.99	1.13	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_137_matched_0_ihd_at_52_weeks_follow_up	REPEAT original healthcare database study 137	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	IHD at 52 weeks follow-up (hazard ratio)	0.165456333466652	57920.0	0.2416226069834276	252107.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=137;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=137;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=137; matched=0; original_percent_mean=57920.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=137; matched=0; reproduction_percent_mean=252107.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=137; matched=0; measure_type=hazard ratio; original_pt_est=1.35; original_lower_95=1.03; original_upper_95=1.77; original_p_value=0.0295	outcomes.csv studyid=137; matched=0; measure_type=hazard ratio; reproduction_pt_est=1.55; reproduction_lower_95=1.36; reproduction_upper_95=1.76; reproduction_p_value=<0.001	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_137	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=137;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=137;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	1.35	1.55	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_143_matched_0_vka_vs_doac_occurrence_of_ami	REPEAT original healthcare database study 143	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	VKA vs DOAC Ð Occurrence of AMI (hazard ratio)	0.4116706413133104	14364.0	0.17757393983049286	19102.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=143;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=143;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=143; matched=0; original_percent_mean=14364.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=143; matched=0; reproduction_percent_mean=19102.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=143; matched=0; measure_type=hazard ratio; original_pt_est=2.11; original_lower_95=1.45; original_upper_95=2.51; original_p_value=<0.001	outcomes.csv studyid=143; matched=0; measure_type=hazard ratio; reproduction_pt_est=1.38; reproduction_lower_95=1.21; reproduction_upper_95=1.58; reproduction_p_value=<0.001	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_143	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=143;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=143;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	2.11	1.38	hazard ratio
