cluster_id	priority_band	priority_score	recommended_next_action	cluster_confidence	representative_name	preferred_family_hint	node_count	root_row_count	search_lead_count	open_review_count	receipt_count	cluster_review_decision	cluster_review_receipt_path	cluster_review_parent_key	max_source_object_score	max_pair_evidence_score	record_kind_counts	inventory_status_counts	review_decision_counts	strict_keys	review_keys	manifest_paths	example_node_names
cluster_linden_et_al_2024_focal_random_psychology_sample_1cddb67a6621	low	17	deprioritize_or_context_review	singleton	Linden et al. 2024 focal/random psychology sample		1	1	0	0	0				4	0	corpus_or_database=1	not_included=1				data/derived/effect_inflation_dataset/plot3_preregistered_source_catalog.csv	Linden et al. 2024 focal/random psychology sample
cluster_local_elites_state_capacity_tax_compliance_preregistered_field_experiment_677ebfe61d3f	low	17	deprioritize_or_context_review	singleton	Local Elites state-capacity tax-compliance preregistered field experiment		1	1	0	0	0				4	0	corpus_or_database=1	included=1				data/derived/effect_inflation_dataset/plot3_preregistered_source_catalog.csv	Local Elites state-capacity tax-compliance preregistered field experiment
cluster_many_labs_1_5_project_level_replication_rows_15c7080a6f44	low	17	deprioritize_or_context_review	singleton	Many Labs 1-5 project-level replication rows	many_labs	1	1	0	0	0				4	0	corpus_or_database=1	not_included=1				data/derived/effect_inflation_dataset/plot3_preregistered_source_catalog.csv	Many Labs 1-5 project-level replication rows
cluster_manybabies_3_rule_learning_registered_report_materials_f00d2e5e5e27	low	17	deprioritize_or_context_review	singleton	ManyBabies 3 rule-learning registered-report materials	many_babies	1	1	0	0	0				4	0	corpus_or_database=1	not_included=1				data/derived/effect_inflation_dataset/plot3_preregistered_source_catalog.csv	ManyBabies 3 rule-learning registered-report materials
cluster_open_science_my_insights_into_data_sharing_preregistration_and_replication_1a0152772af9	low	17	deprioritize_or_context_review	singleton	Open science: My insights into data sharing, preregistration, and replication.		1	0	1	1	0				4	1	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json	Open science: My insights into data sharing, preregistration, and replication.
cluster_psychological_science_accelerator_replication_pair_rows_83fa628334f3	low	17	deprioritize_or_context_review	singleton	Psychological Science Accelerator replication-pair rows	psa	1	1	0	0	0				4	0	corpus_or_database=1	not_included=1				data/derived/effect_inflation_dataset/plot3_preregistered_source_catalog.csv	Psychological Science Accelerator replication-pair rows
cluster_replication_code_the_role_of_education_and_attitudes_in_cooking_fuel_choice_evid_5584bdc9dd4f	low	17	deprioritize_or_context_review	singleton	Replication Code: The Role of Education and Attitudes in Cooking Fuel Choice: Evidence from two states in India		1	0	1	1	0				6	0	candidate_individual_paper_or_package=1	routed_to_individual_paper_search=1				steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json	Replication Code: The Role of Education and Attitudes in Cooking Fuel Choice: Evidence from two states in India
cluster_replication_data_for_automated_versus_human_agents_a_meta_analysis_of_customer_r_d8440aa6e16b	low	17	deprioritize_or_context_review	singleton	Replication Data for: Automated Versus Human Agents: A Meta-Analysis of Customer Responses to Robots, Chatbots, and Algorithms and Their Contingencies		1	0	1	1	0				6	0	candidate_individual_paper_or_package=1	routed_to_individual_paper_search=1				steps/searches/figure1/corporasearch-repository-expanded-replication-corpus-database-package.json	Replication Data for: Automated Versus Human Agents: A Meta-Analysis of Customer Responses to Robots, Chatbots, and Algorithms and Their Contingencies
cluster_reporting_to_improve_reproducibility_and_facilitate_validity_assessment_for_heal_f724fca2486b	low	17	deprioritize_or_context_review	singleton	Reporting to Improve Reproducibility and Facilitate Validity Assessment for Healthcare Database Studies V1.0		1	0	1	1	0				4	1	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Reporting to Improve Reproducibility and Facilitate Validity Assessment for Healthcare Database Studies V1.0
cluster_scha_fer_schwarz_2019_non_preregistered_psychology_articles_afbcc2bfd90d	low	17	deprioritize_or_context_review	singleton	Schäfer/Schwarz 2019 non-preregistered psychology articles		1	1	0	0	0				4	0	corpus_or_database=1	not_included=1				data/derived/effect_inflation_dataset/plot3_preregistered_source_catalog.csv	Schäfer/Schwarz 2019 non-preregistered psychology articles
cluster_scha_fer_schwarz_2019_preregistered_psychology_articles_73847287fe13	low	17	deprioritize_or_context_review	singleton	Schäfer/Schwarz 2019 preregistered psychology articles		1	1	0	0	0				4	0	corpus_or_database=1	included=1				data/derived/effect_inflation_dataset/plot3_preregistered_source_catalog.csv	Schäfer/Schwarz 2019 preregistered psychology articles
cluster_edgar_anderson_s_iris_data_0ef1fa282a18	low	16	deprioritize_or_context_review	singleton	Edgar Anderson's Iris Data		1	0	1	0	0				7	0	candidate_individual_paper_or_package=1	routed_to_individual_paper_search=1				steps/searches/figure1/corporasearch-repository-provider-expanded-zenodo-figshare-dryad-replication-corpus-database-package.json	Edgar Anderson's Iris Data
cluster_research_replication_prediction_using_weakly_supervised_learning_01aaccbeec5f	low	16	deprioritize_or_context_review	strict	Research Replication Prediction Using Weakly Supervised Learning	eerp	2	0	2	2	0				2	2	candidate_individual_paper_or_package=2	routed_to_individual_paper_search=2		doi:10.18653/v1/2020.findings-emnlp.132 | url:https://doi.org/10.18653/v1/2020.findings-emnlp.132 | title:research_replication_prediction_using_weakly_supervised_learning		steps/searches/figure1/corporasearch-alternate-vocab-expanded-reproduction-reanalysis-validation-followup.json | steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json	Research Replication Prediction Using Weakly Supervised Learning
cluster_a_word_of_caution_about_many_labs_4_if_you_fail_to_follow_your_preregistered_pla_cbe7c417e20f	low	15	deprioritize_or_context_review	strict	A Word of Caution about Many Labs 4: If You Fail to Follow Your Preregistered Plan, You May Fail to Find a Real Effect	many_labs	3	0	3	3	0				2	5	candidate_context_or_methods_paper=3	catalog_only_context_lead=3		doi:10.31234/osf.io/ejubn | url:https://doi.org/10.31234/osf.io/ejubn | osf:ejubn | title:a_word_of_caution_about_many_labs_4_if_you_fail_to_follow_your_preregistered_plan_you_may_fail_to_find_a_real_effect		steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json | steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json | steps/searches/figure1/corporasearch-sourcefamily-expanded-known-replication-project-aliases.json	A Word of Caution about Many Labs 4: If You Fail to Follow Your Preregistered Plan, You May Fail to Find a Real Effect
cluster_aczel_2018_2fcd1526f00c	low	15	deprioritize_or_context_review	strict	Aczel 2018		2	1	1	0	0				3	0	candidate_result_table=1 | raw_inventory_dir=1	needs_triage_search_lead=1 | raw_available=1		raw_corpus:aczel_2018		data/raw/corpus_candidates/aczel_2018 | steps/searches/figure1/corporasearch-code-local-original-replication-fields.json	Aczel 2018 | analysis
cluster_barnett_wren_biomedical_ci_scrape_through_bear_d4f2f5d00b7b	low	15	skip_reviewed_or_use_receipt	strict	Barnett/Wren biomedical CI scrape through BEAR		2	1	1	0	2				3	0	candidate_repository_package=2	needs_triage_search_lead=2	keep_as_context_source=2	title:barnett_wren_biomedical_ci_scrape_through_bear		steps/searches/figure1/corporasearch-manual-expert-suggestion-tracker.json	Barnett/Wren biomedical CI scrape through BEAR
cluster_clinton_data_5e1c172464dc	low	15	deprioritize_or_context_review	singleton	Clinton Data		1	0	1	1	0				3	2	candidate_individual_paper_or_package=1	routed_to_individual_paper_search=1				steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	Clinton Data
cluster_enron_data_23beb99680c5	low	15	deprioritize_or_context_review	singleton	Enron Data		1	0	1	1	0				3	2	candidate_individual_paper_or_package=1	routed_to_individual_paper_search=1				steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	Enron Data
cluster_psychopathy_and_boldness_replicating_gatner_et_al_2016_47194f16f8cb	low	15	deprioritize_or_context_review	singleton	Psychopathy and Boldness: Replicating Gatner et al. (2016)		1	0	1	1	0				3	2	candidate_individual_paper_or_package=1	routed_to_individual_paper_search=1				steps/searches/figure1/corporasearch-repository-expanded-replication-corpus-database-package.json	Psychopathy and Boldness: Replicating Gatner et al. (2016)
cluster_replication_code_382cdb5339f0	low	15	deprioritize_or_context_review	singleton	Replication Code		1	0	1	1	0				3	2	candidate_individual_paper_or_package=1	routed_to_individual_paper_search=1				steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	Replication Code
cluster_replication_data_and_code_for_upper_body_strength_and_political_egalitarianism_t_cf82290ede53	low	15	deprioritize_or_context_review	singleton	"Replication data and code for ""Upper-Body Strength and Political Egalitarianism: Twelve Conceptual Replications"""		1	0	1	0	0				6	0	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-gptcoverage-expanded-missing-source-family-targets.json	"Replication data and code for ""Upper-Body Strength and Political Egalitarianism: Twelve Conceptual Replications"""
cluster_replication_data_collection_highlights_value_in_diversity_of_replication_attempt_7d5e543b0187	low	15	deprioritize_or_context_review	strict	Replication data collection highlights value in diversity of replication attempts	many_babies	3	0	3	3	0				1	1	candidate_bibliographic_paper=3	needs_triage_search_lead=3		doi:10.1038/sdata.2017.28 | url:https://doi.org/10.1038/sdata.2017.28 | title:replication_data_collection_highlights_value_in_diversity_of_replication_attempts		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json | steps/searches/figure1/corporasearch-sourcefamily-expanded-known-replication-project-aliases.json	Replication data collection highlights value in diversity of replication attempts
cluster_staged_replication_harvest_artifacts_0f58c2e39c29	low	15	deprioritize_or_context_review	singleton	Staged replication harvest artifacts		1	1	0	0	0				3	0	candidate_result_table=1	included_sidecar=1				data/derived/effect_inflation_dataset/plot4_all_source_dump_catalog.csv	Staged replication harvest artifacts
cluster_the_reliability_of_replications_a_study_in_computational_reproductions_6a0395eee417	low	15	deprioritize_or_context_review	singleton	The reliability of replications: a study in computational reproductions.		1	0	1	0	0				1	4	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-gptcoverage-expanded-missing-source-family-targets.json	The reliability of replications: a study in computational reproductions.
cluster_a_fortran_77_program_for_sample_size_determination_in_replication_attempts_when__b679631319eb	low	14	deprioritize_or_context_review	strict	A FORTRAN 77 program for sample-size determination in replication attempts when effect size is uncertain		2	0	2	2	0				2	1	candidate_bibliographic_paper=2	needs_triage_search_lead=2		doi:10.3758/bf03203409 | url:https://doi.org/10.3758/bf03203409 | title:a_fortran_77_program_for_sample_size_determination_in_replication_attempts_when_effect_size_is_uncertain		steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	A FORTRAN 77 program for sample-size determination in replication attempts when effect size is uncertain
cluster_assessing_population_dynamics_in_a_rural_african_society_the_navrongo_demographi_7621b9f85f3c	low	14	deprioritize_or_context_review	strict	ASSESSING POPULATION DYNAMICS IN A RURAL AFRICAN SOCIETY: THE NAVRONGO DEMOGRAPHIC SURVEILLANCE SYSTEM		2	0	2	2	0				2	1	candidate_bibliographic_paper=2	needs_triage_search_lead=2		doi:10.1017/s0021932099003752 | url:https://doi.org/10.1017/s0021932099003752 | title:assessing_population_dynamics_in_a_rural_african_society_the_navrongo_demographic_surveillance_system		steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	ASSESSING POPULATION DYNAMICS IN A RURAL AFRICAN SOCIETY: THE NAVRONGO DEMOGRAPHIC SURVEILLANCE SYSTEM
cluster_data_mining_of_effect_sizes_from_pubmed_abstracts_a_cross_study_conceptual_repli_701a3be71c44	low	14	deprioritize_or_context_review	strict	Data mining of effect sizes from PubMed abstracts: a cross-study conceptual replication		2	0	2	2	0				2	1	candidate_bibliographic_paper=2	needs_triage_search_lead=2		doi:10.1093/bioinformatics/bty153 | url:https://doi.org/10.1093/bioinformatics/bty153 | title:data_mining_of_effect_sizes_from_pubmed_abstracts_a_cross_study_conceptual_replication		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json	Data mining of effect sizes from PubMed abstracts: a cross-study conceptual replication
cluster_direct_replication_of_staw_1976_e7f3e3dea28b	low	14	deprioritize_or_context_review	singleton	Direct replication of Staw (1976)		1	0	1	1	0				4	1	candidate_individual_paper_or_package=1	routed_to_individual_paper_search=1				steps/searches/figure1/corporasearch-repository-expanded-replication-corpus-database-package.json	Direct replication of Staw (1976)
cluster_erratum_to_a_fortran_77_program_for_sample_size_determination_in_replication_att_0b1ceadea017	low	14	deprioritize_or_context_review	strict	Erratum to: A FORTRAN 77 program for sample-size determination in replication attempts when effect size is uncertain		2	0	2	2	0				2	1	candidate_bibliographic_paper=2	needs_triage_search_lead=2		doi:10.3758/bf03209995 | url:https://doi.org/10.3758/bf03209995 | title:erratum_to_a_fortran_77_program_for_sample_size_determination_in_replication_attempts_when_effect_size_is_uncertain		steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	Erratum to: A FORTRAN 77 program for sample-size determination in replication attempts when effect size is uncertain
cluster_introducing_the_truth_effect_database_ted_an_open_trial_level_resource_promoting_eb91ee2e4a9c	low	14	deprioritize_or_context_review	strict	Introducing the Truth Effect Database (TED): An open trial-level resource promoting FAIR data in truth effect research.		2	0	2	2	0				2	1	candidate_bibliographic_paper=2	needs_triage_search_lead=2		doi:10.3758/s13428-026-03007-y | url:https://doi.org/10.3758/s13428-026-03007-y | title:introducing_the_truth_effect_database_ted_an_open_trial_level_resource_promoting_fair_data_in_truth_effect_research		steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	Introducing the Truth Effect Database (TED): An open trial-level resource promoting FAIR data in truth effect research.
cluster_replication_data_for_llm_survey_data_in_theory_testing_4a15342f6e55	low	14	deprioritize_or_context_review	singleton	"Replication Data for ""LLM Survey Data in Theory Testing"""		1	0	1	1	0				4	1	candidate_individual_paper_or_package=1	routed_to_individual_paper_search=1				steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	"Replication Data for ""LLM Survey Data in Theory Testing"""
cluster_replication_data_for_the_economic_impact_of_assisting_small_firms_lending_amidst_1a3a00286639	low	14	deprioritize_or_context_review	singleton	Replication Data for The Economic Impact of Assisting Small Firms - Lending Amidst the COVID-19 Pandemic		1	0	1	1	0				4	1	candidate_individual_paper_or_package=1	routed_to_individual_paper_search=1				steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json	Replication Data for The Economic Impact of Assisting Small Firms - Lending Amidst the COVID-19 Pandemic
cluster_statistical_significance_effect_size_and_replication_what_do_the_journals_say_6703b07200ea	low	14	deprioritize_or_context_review	strict	Statistical Significance, Effect Size, and Replication: What Do the Journals Say?	eerp	2	0	2	2	0				2	1	candidate_bibliographic_paper=2	needs_triage_search_lead=2		doi:10.1080/00220970109599490 | url:https://doi.org/10.1080/00220970109599490 | title:statistical_significance_effect_size_and_replication_what_do_the_journals_say		steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json | steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json	Statistical Significance, Effect Size, and Replication: What Do the Journals Say?
cluster_supplemental_material_for_the_replication_paradox_combining_studies_can_decrease_953479fa0775	low	14	deprioritize_or_context_review	strict	Supplemental Material for The Replication Paradox: Combining Studies can Decrease Accuracy of Effect Size Estimates		3	0	3	3	0				2	0	candidate_bibliographic_paper=3	needs_triage_search_lead=3		doi:10.1037/gpr0000034.supp | url:https://doi.org/10.1037/gpr0000034.supp | title:supplemental_material_for_the_replication_paradox_combining_studies_can_decrease_accuracy_of_effect_size_estimates		steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json | steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	Supplemental Material for The Replication Paradox: Combining Studies can Decrease Accuracy of Effect Size Estimates
cluster_the_probability_of_conceptual_replication_and_the_variability_of_effect_size_d5f95760c71d	low	14	deprioritize_or_context_review	strict	The probability of conceptual replication and the variability of effect size		3	0	3	3	0				2	0	candidate_bibliographic_paper=3	needs_triage_search_lead=3		doi:10.1016/j.metip.2019.100002 | url:https://doi.org/10.1016/j.metip.2019.100002 | title:the_probability_of_conceptual_replication_and_the_variability_of_effect_size		steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json | steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	The probability of conceptual replication and the variability of effect size
cluster_the_replication_paradox_combining_studies_can_decrease_accuracy_of_effect_size_e_3a0871a3bd66	low	14	deprioritize_or_context_review	strict	The Replication Paradox: Combining Studies can Decrease Accuracy of Effect Size Estimates	many_labs	2	0	2	2	0				2	1	candidate_bibliographic_paper=2	needs_triage_search_lead=2		doi:10.1037/gpr0000034 | url:https://doi.org/10.1037/gpr0000034 | title:the_replication_paradox_combining_studies_can_decrease_accuracy_of_effect_size_estimates		steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	The Replication Paradox: Combining Studies can Decrease Accuracy of Effect Size Estimates
cluster_visualizemi_visualization_effect_size_and_replication_of_measurement_invariance__44aaa38cce89	low	14	deprioritize_or_context_review	strict	Visualizemi: Visualization, Effect Size, and Replication of Measurement Invariance for Registered Reports		2	0	2	2	0				2	1	candidate_bibliographic_paper=2	needs_triage_search_lead=2		doi:10.1177/10731911241280763 | url:https://doi.org/10.1177/10731911241280763 | title:visualizemi_visualization_effect_size_and_replication_of_measurement_invariance_for_registered_reports		steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	Visualizemi: Visualization, Effect Size, and Replication of Measurement Invariance for Registered Reports
cluster_who_likes_extraverts_testing_the_interplay_between_perceiver_needs_and_target_ap_d8af24674486	low	14	deprioritize_or_context_review	strict	Who Likes Extraverts? Testing the Interplay Between Perceiver Needs and Target Appearance in Impression Formation.		2	0	2	2	0				2	1	candidate_bibliographic_paper=2	needs_triage_search_lead=2		doi:10.5334/irsp.996 | url:https://doi.org/10.5334/irsp.996 | title:who_likes_extraverts_testing_the_interplay_between_perceiver_needs_and_target_appearance_in_impression_formation		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	Who Likes Extraverts? Testing the Interplay Between Perceiver Needs and Target Appearance in Impression Formation.
cluster_a_replication_package_for_a_paper_entitled_the_baby_steps_of_the_european_union__65a6fe50a644	low	13	deprioritize_or_context_review	singleton	"A Replication Package for a Paper Entitled ""The Baby Steps of the European Union Vulnerability Database: An Empirical Inquiry"""		1	0	1	0	0				5	1	candidate_individual_paper_or_package=1	routed_to_individual_paper_search=1				steps/searches/figure1/corporasearch-repository-provider-expanded-zenodo-figshare-dryad-replication-corpus-database-package.json	"A Replication Package for a Paper Entitled ""The Baby Steps of the European Union Vulnerability Database: An Empirical Inquiry"""
cluster_a_study_of_semagacestat_for_alzheimer_s_patients_9f0439cc5473	low	13	deprioritize_or_context_review	singleton	A Study of Semagacestat for Alzheimer's Patients		1	0	1	1	0				0	4	candidate_individual_paper_or_package=1	routed_to_individual_paper_search=1				steps/searches/figure1/corporasearch-registry-pilot-fullscale-followup.json	A Study of Semagacestat for Alzheimer's Patients
cluster_asymmetry_during_functional_movement_screening_and_injury_risk_in_junior_footbal_ca2f2a5382e3	low	13	deprioritize_or_context_review	singleton	Asymmetry during Functional Movement Screening and injury risk in junior football players: A replication study		1	0	1	1	0				3	1	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Asymmetry during Functional Movement Screening and injury risk in junior football players: A replication study
cluster_automating_implicit_motive_coding_replication_data_and_descriptives_34811a5971fa	low	13	deprioritize_or_context_review	singleton	Automating Implicit Motive Coding: Replication Data and Descriptives		1	0	1	1	0				3	1	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json	Automating Implicit Motive Coding: Replication Data and Descriptives
cluster_dataset_on_spanish_medium_sized_family_firms_linking_socioemotional_wealth_hrm_p_553de12c7685	low	13	deprioritize_or_context_review	singleton	Dataset on Spanish medium-sized family firms: Linking socioemotional wealth, HRM practices, and financial indicators.		1	0	1	1	0				3	1	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json	Dataset on Spanish medium-sized family firms: Linking socioemotional wealth, HRM practices, and financial indicators.
cluster_discovering_database_replication_techniques_in_rdbms_40b90665ce48	low	13	deprioritize_or_context_review	strict	Discovering Database Replication Techniques in RDBMS	fred	2	0	2	2	0				3	0	candidate_bibliographic_paper=2	needs_triage_search_lead=2		doi:10.14257/ijdta.2014.7.1.09 | url:https://doi.org/10.14257/ijdta.2014.7.1.09 | title:discovering_database_replication_techniques_in_rdbms		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	Discovering Database Replication Techniques in RDBMS
cluster_evaluating_effect_size_in_psychological_research_sense_and_nonsense_ebe306561c91	low	13	deprioritize_or_context_review	singleton	Evaluating Effect Size in Psychological Research: Sense and Nonsense	ssrp	1	0	1	1	0				3	1	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json	Evaluating Effect Size in Psychological Research: Sense and Nonsense
cluster_fred_archived_workflow_workbook_osf_registries_queue_9396c043fb82	low	13	deprioritize_or_context_review	singleton	FReD archived workflow workbook / OSF Registries queue	fred	1	1	0	0	0				3	0	corpus_or_database=1	not_included=1				data/derived/effect_inflation_dataset/plot3_preregistered_source_catalog.csv	FReD archived workflow workbook / OSF Registries queue
cluster_from_maps_to_models_a_survey_on_the_reliability_of_small_studies_of_task_based_f_1412a5910fd9	low	13	deprioritize_or_context_review	singleton	From maps to models: A survey on the reliability of small studies of task-based fMRI.		1	0	1	1	0				3	1	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json	From maps to models: A survey on the reliability of small studies of task-based fMRI.
cluster_replication_data_and_code_prevalence_and_patterns_of_convergent_ecomorphological_f856f24d650b	low	13	deprioritize_or_context_review	singleton	Replication data and code: Prevalence and patterns of convergent ecomorphological evolution in rodents		1	0	1	1	0				3	1	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json	Replication data and code: Prevalence and patterns of convergent ecomorphological evolution in rodents
cluster_sample_size_replication_success_b56c03b74c89	low	13	deprioritize_or_context_review	strict	Sample Size Replication Success		2	0	2	2	0				3	0	candidate_bibliographic_paper=2	needs_triage_search_lead=2		url:https://osf.io/zfp8q | osf:zfp8q | title:sample_size_replication_success		steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	Sample Size Replication Success
cluster_the_optimal_distribution_of_practice_for_the_acquisition_of_l2_morphology_a_conc_0c0b15bbdbe6	low	13	deprioritize_or_context_review	singleton	The Optimal Distribution of Practice for the Acquisition of L2 Morphology: A Conceptual Replication and Extension		1	0	1	1	0				3	1	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json	The Optimal Distribution of Practice for the Acquisition of L2 Morphology: A Conceptual Replication and Extension
cluster_the_relation_between_statistical_power_and_inference_in_fmri_92ed932f3994	low	13	deprioritize_or_context_review	singleton	The relation between statistical power and inference in fMRI	rpp	1	0	1	1	0				3	1	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json	The relation between statistical power and inference in fMRI
cluster_corrections_not_found_post_publication_integrity_in_usable_security_and_privacy__7b014aebbf26	low	12	deprioritize_or_context_review	singleton	Corrections Not Found: Post-Publication Integrity in Usable Security and Privacy Research		1	0	1	1	0				4	0	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Corrections Not Found: Post-Publication Integrity in Usable Security and Privacy Research
cluster_data_availability_statements_of_publications_in_journals_indexed_in_the_dentistr_e1352f394a91	low	12	deprioritize_or_context_review	singleton	Data Availability Statements of Publications in Journals Indexed in the Dentistry, Oral Surgery and Medicine Category of Journal Citation Reports: A Meta-Research Study.		1	0	1	1	0				4	0	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-registry-pilot-fullscale-followup.json	Data Availability Statements of Publications in Journals Indexed in the Dentistry, Oral Surgery and Medicine Category of Journal Citation Reports: A Meta-Research Study.
cluster_munich_sentence_muse_database_completion_norms_and_audio_recordings_for_619_germ_ef4b59ac0413	low	12	deprioritize_or_context_review	singleton	Munich Sentence (MuSe) Database: Completion norms and audio recordings for 619 German sentences.		1	0	1	1	0				4	0	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-registry-pilot-fullscale-followup.json	Munich Sentence (MuSe) Database: Completion norms and audio recordings for 619 German sentences.
cluster_original_data_979d49648364	low	12	deprioritize_or_context_review	strict	Original data		2	0	2	0	0				4	1	candidate_bibliographic_paper=2	needs_triage_search_lead=2		url:https://osf.io/5wnu6 | osf:5wnu6		steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	Original data
cluster_the_renin_angiotensin_system_in_ptsd_a_replication_and_extension_a5706e4cb9b8	low	12	deprioritize_or_context_review	singleton	The renin-angiotensin system in PTSD: a replication and extension.		1	0	1	1	0				4	0	candidate_bibliographic_paper=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	The renin-angiotensin system in PTSD: a replication and extension.
cluster_networks_of_localized_weapon_production_international_arms_trade_and_the_diffusi_fc6de600a3ac	low	11	deprioritize_or_context_review	strict	Networks of Localized Weapon Production, International Arms Trade and the Diffusion of Military Technology — Replication Materials		2	0	2	0	0				5	0	candidate_bibliographic_paper=2	needs_triage_search_lead=2		title:networks_of_localized_weapon_production_international_arms_trade_and_the_diffusion_of_military_technology_replication_materials		steps/searches/figure1/corporasearch-alternate-vocab-expanded-reproduction-reanalysis-validation-followup.json	Networks of Localized Weapon Production, International Arms Trade and the Diffusion of Military Technology — Replication Materials
cluster_rpcb_cancer_biology_original_effects_fd41b927fb9a	low	11	deprioritize_or_context_review	singleton	RPCB cancer biology original effects	rpcb	1	1	0	0	0				0	2	corpus_or_database=1	included=1				data/derived/effect_inflation_dataset/plot2_published_source_catalog.csv	RPCB cancer biology original effects
cluster_synthetic_executable_companion_for_contactless_forensic_fingerprint_examination_ff4a5164ab0b	low	10	deprioritize_or_context_review	singleton	"""Synthetic Executable Companion for Contactless Forensic Fingerprint Examination"""		1	0	1	1	0				3	1	candidate_individual_paper_or_package=1	routed_to_individual_paper_search=1				steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	"""Synthetic Executable Companion for Contactless Forensic Fingerprint Examination"""
