source_id	source_type	source_role_in_sample	title	citation_key	citation_ref	citation_rendered	bibtex_file	doi	url	notes
work_title_genetic_variants_at_2q24_are_associated_with_susceptibility_to_typ	paper_like_work	represented_source	Genetic variants at 2q24 are associated with susceptibility to type 2 diabetes.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_complete_healing_of_the_persistent_epithelial_defect_ped_or_cornea	registry_trial_or_result	represented_source	Complete Healing of the Persistent Epithelial Defect (PED) or Corneal Ulcer Defined by Central Reviewer							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_genome_wide_association_and_pathway_analysis_of_left_ventricular_f	paper_like_work	represented_source	Genome-wide association and pathway analysis of left ventricular function after anthracycline exposure in adults.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_overall_survival	registry_trial_or_result	represented_source	Overall Survival							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_nct_nct02238483	registry_trial_or_result	represented_source	Time to First Moderate to Severe COPD Exacerbation or Early Drop-out Related to Worsening of COPD Symptoms							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_t_27_2_71	paper_like_work	represented_source	t(27)=2.71							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_yuan_301	paper_like_work	represented_source	Yuan_301							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_metabus_open_bosco_jap_85_2_237_3794	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_integration_of_genome_wide_snp_data_and_gene_expression_profiles_r	paper_like_work	represented_source	Integration of Genome-Wide SNP Data and Gene-Expression Profiles Reveals Six Novel Loci and Regulatory Mechanisms for Amino Acids and Acylcarnitines in Whole Blood.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_doi_10_1086_670394	paper	represented_source	Weijters et al. (2013)					10.1086/670394		Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
src_vandenakkerselectivehypothesis2023	source_family_or_collection	extraction_source	van den Akker matched preregistered-result paper medians	vanDenAkkerSelectiveHypothesis2023	@vanDenAkkerSelectiveHypothesis2023	van den Akker, Olmo R. and van Assen, Marcel A. L. M. and Enting, Manon and de Jonge, Myrthe and Ong, How Hwee and Rueffer, Franziska and Schoenmakers, Martijn and Stoevenbelt, Andrea H. and Wicherts, Jelte M. and Bakker, Marjan (2023). Selective Hypothesis Reporting in Psychology: Comparing Preregistrations and Corresponding Publications. Advances in Methods and Practices in Psychological Science. doi:10.1177/25152459231187988.	docs/references.bib			Parent/corpus/source-family record inferred from plot_dot_membership.tsv.
work_title_looking_on_the_bright_side_replicating_the_association_between_bri	paper_like_work	represented_source	Looking on the Bright Side: Replicating the Association between Brightness and Positivity - 2 matched prereg result(s)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_mohler_seitz_2012	paper_like_work	represented_source	Mohler & Seitz (2012)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_proportion_of_participants_with_clinical_remission_per_mayo_score	registry_trial_or_result	represented_source	Proportion of Participants With Clinical Remission Per Mayo Score at Week 8							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_count_of_participants_who_self_reported_adequate_relief	registry_trial_or_result	represented_source	"Count of Participants Who Self-reported ""Adequate Relief"""							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_gottfredson_g_d_jones_e_m_holland_j_l_1993_personality_and_vocatio	paper_like_work	represented_source	Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_doi_10_1111_1467_9280_00431	paper	represented_source	Positive Emotions Trigger Upward Spirals Toward Emotional Well-Being					10.1111/1467-9280.00431		Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_the_iraq_coalition_of_thewilling_and_politically_able_party_system	paper_like_work	represented_source	The Iraq Coalition of theWilling and (Politically) Able: Party Systems, the Press, and Public Influence on Foreign Policy							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_effect_of_hla_drb1_alleles_and_genetic_variants_on_the_development	paper_like_work	represented_source	Effect of HLA-DRB1 alleles and genetic variants on the development of neutralizing antibodies to interferon beta in the BEYOND and BENEFIT trials.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_2016_preregistered_key_question_effect_schaefer_2019_preg_50	paper_like_work	represented_source	2016 preregistered key-question effect (schaefer_2019_preg_50)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_progression_free_survival_pfs_following_treatment_with_tivantinib	registry_trial_or_result	represented_source	Progression-Free Survival (PFS) Following Treatment With Tivantinib (ARQ 197) in Combination With Irinotecan and Cetuximab in Participants With Metastatic Colorectal Cancer With Wild-Type K-ras Oncogene (KRAS) Who Have Received Front-Line Systemic Therapy							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_button_nord_neuroscience_shum_258_408	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_doi_10_17605_osf_io_39xuw	paper	represented_source	Schaffer and Knobe Replication					10.17605/osf.io/39xuw		Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
src_havranek2015	source_family_or_collection	extraction_source	Havránek substitution meta-analysis	havranek2015	@havranek2015	Havránek, Tomáš (2015). MEASURING INTERTEMPORAL SUBSTITUTION: THE IMPORTANCE OF METHOD CHOICES AND SELECTIVE REPORTING. Journal of the European Economic Association. doi:10.1111/jeea.12133.	docs/references.bib			Parent/corpus/source-family record inferred from plot_dot_membership.tsv.
work_title_miron_1986	paper_like_work	represented_source	Miron (1986)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_who_should_be_in_power_to_encourage_product_program_innovativeness	paper_like_work	represented_source	Who Should Be In Power To Encourage Product Program Innovativeness, R&D Or Marketing?							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_nct_nct00474851	registry_trial_or_result	represented_source	Bone Mineral Density							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_scarcity_induced_focus_ledas_to_neglect_of_other_details	paper_like_work	represented_source	Scarcity-induced focus ledas to neglect of other details							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_is_cleanliness_next_to_godliness_dispelling_old_wives_tales_failur	paper_like_work	represented_source	Is cleanliness next to godliness? Dispelling old wives' tales: Failure to replicate Zhong and Liljenquist (2006)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_nct_nct00784654	registry_trial_or_result	represented_source	Percent of Participants With Treatment Failures at End of The Randomized Withdrawal Period							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_effects_of_phonemic_similarity_on_total_number_of_correctly_recall	paper_like_work	represented_source	effects of phonemic similarity [...] on total number of [...] correctly recalled times							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_tumorigenicity_frequency_between_top_gfplow_vs_top_gfphigh_450_cul	paper_like_work	represented_source	Tumorigenicity frequency between TOP-GFPlow vs TOP-GFPhigh (450 culture)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_integration_of_transcriptome_and_exome_genotyping_identifies_signi	paper_like_work	represented_source	Integration of Transcriptome and Exome Genotyping Identifies Significant Variants with Autism Spectrum Disorder.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_proportion_of_patients_meeting_american_college_of_rheumatology_20	registry_trial_or_result	represented_source	Proportion of Patients Meeting American College of Rheumatology 20 Response Criteria (ACR20) at 12weeks							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_nrs_numerical_rating_scale	registry_trial_or_result	represented_source	NRS (Numerical Rating Scale)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_jap_93_4_864	paper_like_work	represented_source	JAP-93-4-864							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_metabus_open_bosco_jap_95_1_122_4496	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_change_in_positive_and_negative_syndrome_scale_panss_total_score_f	registry_trial_or_result	represented_source	Change in Positive and Negative Syndrome Scale (PANSS) Total Score From Baseline to Week 13 or the Last Post-baseline Assessment							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_mean_change_in_baseline_observation_carried_forward_bocf_average_d	registry_trial_or_result	represented_source	Mean Change in Baseline Observation Carried Forward (BOCF) Average Daily Pain Score							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_genome_wide_association_study_of_pancreatic_cancer_in_japanese_pop	paper_like_work	represented_source	Genome-wide association study of pancreatic cancer in Japanese population.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_change_in_clinical_activity_score_cas	registry_trial_or_result	represented_source	Change in Clinical Activity Score (CAS)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_jap_91_1_139	paper_like_work	represented_source	JAP-91-1-139							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_paper_41_experiment_2	paper_like_work	represented_source	paper_41_experiment_2							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_comparing_all_morning_bowel_prep_to_evening_bowel_prep_for_patient	registry_trial_or_result	represented_source	Comparing All Morning Bowel Prep to Evening Bowel Prep for Patients Undergoing Afternoon Colonoscopies. (Using Ottawa Scale Scores, Range 0-14) Lower Score Indicates a Better Outcome.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_ceo_career_horizon_and_tenure_future_performance_implications_unde	paper_like_work	represented_source	Ceo Career Horizon And Tenure: Future Performance Implications Under Different Contingencies							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_nct_nct01974206	registry_trial_or_result	represented_source	Percentage of Participants With CMV Viremia Through 1 Year Post First Study Drug Injection							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
src_goldengulzarsonnetdataverse	source_family_or_collection	extraction_source	Golden/Gulzar/Sonnet responsiveness	goldenGulzarSonnetDataverse	@goldenGulzarSonnetDataverse	Golden, Miriam and Gulzar, Saad and Sonnet, Luke (2025). Replication Data for Political Responsiveness, Information Provision, and Capacity Gaps. Harvard Dataverse. doi:10.7910/DVN/9PWQZT.	docs/references.bib			Parent/corpus/source-family record inferred from plot_dot_membership.tsv.
work_title_golden_gulzar_sonnet_responsiveness_paper_median_of_5_preregistere	paper_like_work	represented_source	Golden/Gulzar/Sonnet responsiveness - paper median of 5 preregistered result rows							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_children_and_careers_how_family_size_affects_parents_labor_market	claim	represented_source	Children And Careers: How Family Size Affects Parents’ Labor Market Outcomes In The Long Run							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_mobilizing_candidates_political_actors_strategically_shape_the_can	paper_like_work	represented_source	Mobilizing Candidates: Political Actors Strategically Shape The Candidate Pool With Personal Appeals							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_olsson_sundell_2023_social_interventions_olsson_sundell_2023_323_5	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_third_party_governance_and_performance_measurement_a_case_study_of	claim	represented_source	Third-Party Governance And Performance Measurement: A Case Study Of Publicly Funded Private School Vouchers							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_association_of_fads1_2_locus_variants_and_polyunsaturated_fatty_ac	paper_like_work	represented_source	Association of FADS1/2 Locus Variants and Polyunsaturated Fatty Acids With Aortic Stenosis.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_sloman2016_1	paper_like_work	represented_source	sloman2016_1							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_jap_69_2_214	paper_like_work	represented_source	JAP-69-2-214							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_change_from_baseline_in_glycosylated_haemoglobin_a1c_hba1c_after_1	registry_trial_or_result	represented_source	Change From Baseline in Glycosylated Haemoglobin A1c (HbA1c) After 16 Weeks of Treatment.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_change_in_blood_carotenoid_status	registry_trial_or_result	represented_source	Change in Blood Carotenoid Status							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_genome_wide_association_study_identifies_a_common_variant_associat	paper_like_work	represented_source	Genome-wide association study identifies a common variant associated with risk of endometrial cancer.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_change_from_baseline_to_endpoint_mmtt_auc_0_4h_for_plasma_glucose	registry_trial_or_result	represented_source	Change From Baseline to Endpoint MMTT AUC(0-4h) for Plasma Glucose							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_change_from_baseline_in_mean_number_of_days_per_week_with_at_least	registry_trial_or_result	represented_source	Change From Baseline in Mean Number of Days Per Week With at Least 1 SBM During Weeks 1 to 12							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_2017_preregistered_key_question_effect_schaefer_2019_preg_73	paper_like_work	represented_source	2017 preregistered key-question effect (schaefer_2019_preg_73)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_jap_81_5_587	paper_like_work	represented_source	JAP-81-5-587							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_metabus_open_bosco_jap_66_6_706_3063	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_nct_nct01769378	registry_trial_or_result	represented_source	Change From Baseline in Glycosylated Hemoglobin A1c (HbA1c) at 24 Weeks							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_nct_nct00108550	registry_trial_or_result	represented_source	Transformed Descriptor Differential Scale-Pain Intensity Scores Adjusted for Time							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_metabus_open_bosco_jap_79_4_535_3532	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_conflict_and_housework_does_country_context_matter	paper_like_work	represented_source	Conflict And Housework: Does Country Context Matter?							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_percent_change_from_baseline_in_insulin_resistance_based_on_insuli	registry_trial_or_result	represented_source	Percent Change From Baseline in Insulin Resistance Based on Insulin-Stimulated Glucose Uptake (M) During Hyperinsulinemic Euglycemic Clamp							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_metabus_open_bosco_pp_54_3_669_4855	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_jap_83_4_531	paper_like_work	represented_source	JAP-83-4-531							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_nct_nct01311674	registry_trial_or_result	represented_source	Comparison Between Vaccination Schedules Using Day 210 Anti-HBs Antibody Titers AUC(0-t)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_the_liebowitz_social_anxiety_scale_lsas	registry_trial_or_result	represented_source	The Liebowitz Social Anxiety Scale (LSAS)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_a_trans_ethnic_genome_wide_association_study_identifies_gender_spe	paper_like_work	represented_source	A trans-ethnic genome-wide association study identifies gender-specific loci influencing pediatric aBMD and BMC at the distal radius.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_building_confidence_in_elections_the_case_of_electoral_monitors_in	paper_like_work	represented_source	Building Confidence In Elections: The Case Of Electoral Monitors In Kosova							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_pp_51_3_577	paper_like_work	represented_source	PP-51-3-577							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_jap_67_1_119	paper_like_work	represented_source	JAP-67-1-119							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_fostering_relations_first_sex_and_marital_timings_for_children_rai	claim	represented_source	Fostering Relations: First Sex And Marital Timings For Children Raised By Kin And Non-Kin Carers							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_bio_019_6631	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_time_required_for_intubation	registry_trial_or_result	represented_source	Time Required for Intubation							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_exacerbation_or_relapse_of_psychotic_symptoms	registry_trial_or_result	represented_source	Exacerbation or Relapse of Psychotic Symptoms							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_nct_nct01000727	registry_trial_or_result	represented_source	Number of Participants With First Occurrence of Any Event in the Composite of Major Coronary Events During the Time Period for Follow-up (FU) of Cardiovascular (CV) Event							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_schaefer_2019_np_mul_093	paper_like_work	represented_source	schaefer_2019_np_MUL.093							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_exp_031_6938	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_occurrence_of_major_amputations_at_24_weeks_after_the_end_of_study	registry_trial_or_result	represented_source	Occurrence of Major Amputations at 24 Weeks After the End of Study Drug Treatment							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_the_origins_of_sex_differences_in_human_behavior_evolved_dispositi	paper_like_work	represented_source	The origins of sex differences in human behavior: Evolved dispositions versus social roles.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_jap_76_6_845	paper_like_work	represented_source	JAP-76-6-845							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_ratner_k_g_amodio_d_m_2013_seeing_us_vs_them_minimal_group_effects	paper_like_work	represented_source	Ratner, K. G., & Amodio, D. M. (2013). Seeing âus vs. themâ: Minimal group effects on the neural encoding of faces. Journal of Experimental Social Psychology, 49(2), 298-301.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_cumulative_structural_disadvantage_and_racial_health_disparities_t	claim	represented_source	Cumulative Structural Disadvantage And Racial Health Disparities: The Pathways Of Childhood Socioeconomic Influence							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_dev_029_6789	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
src_amaral2019brazilian	source_family_or_collection	extraction_source	BRI primary t experiment table	amaral2019brazilian	@amaral2019brazilian	Amaral, Olavo B. and Neves, Kleber and Wasilewska-Sampaio, Ana P. and Carneiro, Clarissa F. D. (2019). The Brazilian Reproducibility Initiative. eLife. doi:10.7554/eLife.41602.	docs/references.bib			Parent/corpus/source-family record inferred from plot_dot_membership.tsv.
work_title_rt_pcr_fig_4_24h_control_x_25_mg_kg_1_lead_acetate	paper_like_work	represented_source	RT-PCR | Fig 4 - 24h Control x 25 mg.kg-1 Lead Acetate							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_nahmias_et_al_2006	paper_like_work	represented_source	Nahmias et al. (2006)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_treatment_engagement	registry_trial_or_result	represented_source	Treatment Engagement							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_who_gets_a_swiss_passport_a_natural_experiment_in_immigrant_discri	paper_like_work	represented_source	Who Gets a Swiss Passport? A Natural Experiment in Immigrant Discrimination							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_jap_93_6_1208	paper_like_work	represented_source	JAP-93-6-1208							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_mutualism_and_manipulation_in_hadza_honeyguide_interactions	claim	represented_source	Mutualism And Manipulation In Hadza–Honeyguide Interactions							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_kuhberger_2014_main_results_kuhberger_899_2785	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
