plot_id	plot_universe_id	canonical_result_id	criteria_version	decision_context_type	eligibility_status	included_in_plot	included_in_statistics	passed_criteria_ids	failed_criteria_ids	caveat_criteria_ids	decision_basis	decision_source	decided_at	plot_field	plot_source_family	render_order_group_count	style_group	exclusion_reason	notes
plot1_replication	plot1_replication_pairs	cr_c6f4f1268f59	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			FReD filtered pair table	16	FReD filtered pair table		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_9a85b46d292c	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			FReD filtered pair table	19	FReD filtered pair table		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_193b0b84c65e	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Psychology/health	Schäfer/Schwarz psychology articles (without preregistration)	14	Psychology/health		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_c49cba654469	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		genetics_biomedicine	gwas_catalog	33	genetics_biomedicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_5cb683af6f96	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		neuroscience	button_nord_neuroscience	3	neuroscience		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_fa6a5d12d39e	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Psychology/health	Schäfer/Schwarz preregistered psychology articles	14	Psychology/health		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot1_replication	plot1_replication_pairs	cr_a3c5bc308107	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Psychology/health	SCORE analyst join	9	Psychology/health		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_6184ee9292cd	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			RPCB	19	RPCB		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_8a99823738c1	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_6b95a8bc21c6	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		genetics_biomedicine	gwas_catalog	33	genetics_biomedicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_5f1d4d40830a	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		psychology and adjacent replication targets	replication_pair_originals_bridge	2	psychology and adjacent replication targets		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_7867cef83030	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		io_psychology_management	metaBUS open Bosco subset	16	io_psychology_management		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_6345babe5196	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		political_science	esarey_wu_2016_political_science_main_findings	3	political_science		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_02e8f1cc3960	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Psychology/health	DARPA SCORE / COS claims	14	Psychology/health		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot3_preregistered	plot3_preregistered_results	cr_049ad0935c24	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Clinical medicine	ClinicalTrials.gov phase-2+ primary randomized registry rows	18	Clinical medicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_9872c5a6bd74	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			Kerschbaumer 2020 rheumatology phase II/III	19	Kerschbaumer 2020 rheumatology phase II/III		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_343391afdb07	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			FReD filtered pair table	19	FReD filtered pair table		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_529346057b1d	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_5a34f6493ccc	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Social Psychology	forrt_fred	2	Social Psychology		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_a81779e7e27c	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Education	DARPA SCORE / COS claims	1	Education		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_2fd665401294	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		genetics_biomedicine	gwas_catalog	33	genetics_biomedicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot3_preregistered	plot3_preregistered_results	cr_2e0f3d56d3ec	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Clinical medicine	ClinicalTrials.gov phase-2+ primary randomized registry rows	18	Clinical medicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_544bce58a6d9	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		economics and finance	DARPA SCORE / COS claims	2	economics and finance		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_24c5ebcdf489	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Business	score_cos_claims	5	Business		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_0c3a5b4580b5	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		neuroscience	Button/Nord neuroscience	2	neuroscience		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_967b8d1cbfa7	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		genetics_biomedicine	gwas_catalog	33	genetics_biomedicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_981939932896	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Clinical medicine	ClinicalTrials.gov phase-2+ primary randomized registry rows	20	Clinical medicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_cd31c844f828	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Psychology/health	Boyce student replication corpus	11	Psychology/health		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_59a5d991e9fe	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			FReD filtered pair table	19	FReD filtered pair table		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_6465802f3067	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_fb897ab26ec3	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			Communication privacy SEM paths	19	Communication privacy SEM paths		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_7792b5c239d0	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_06b5c5fc236f	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		genetics_biomedicine	gwas_catalog	33	genetics_biomedicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_3f85743cdbc0	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_d66f287278ab	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		genetics_biomedicine	gwas_catalog	33	genetics_biomedicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_60ea139383f1	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot3_preregistered	plot3_preregistered_results	cr_bc2bd568728b	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Clinical medicine	ClinicalTrials.gov phase-2+ primary randomized registry rows	18	Clinical medicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_79033a41e2d8	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Psychology/health	Boyce student replication corpus	11	Psychology/health		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_35bc6eedffc4	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		neuroscience	button_nord_neuroscience	3	neuroscience		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_69a38af8df31	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		io_psychology_management	metaBUS open Bosco subset	16	io_psychology_management		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_08415ad04f45	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		genetics_biomedicine	gwas_catalog	33	genetics_biomedicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot1_replication	plot1_replication_pairs	cr_99b0d6fe5fa8	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Psychology/health	SCORE analyst join	9	Psychology/health		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot3_preregistered	plot3_preregistered_results	cr_d8f9171614fb	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Psychology/health	van den Akker matched preregistered-result paper medians	5	Psychology/health		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_739ad6040770	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Economics/finance	havranek_armington	5	Economics/finance		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_ce97efeda7fb	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_b5741e10d1af	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Clinical medicine	ClinicalTrials.gov phase-2+ primary randomized registry rows	20	Clinical medicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot1_replication	plot1_replication_pairs	cr_ee275b7e4a13	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			LOOPR coding workbook	16	LOOPR coding workbook		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot1_replication	plot1_replication_pairs	cr_e64759954cf0	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			FReD filtered pair table	16	FReD filtered pair table		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_e7d223f4d330	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		political_science	esarey_wu_2016_political_science_main_findings	3	political_science		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_15565fa7e8c0	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		genetics_biomedicine	gwas_catalog	33	genetics_biomedicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot3_preregistered	plot3_preregistered_results	cr_2834a08af056	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Psychology/health	Schäfer/Schwarz 2019 preregistered psychology articles	5	Psychology/health		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_390a3fa77543	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_eb6d9082b7a3	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		neuroscience	Button/Nord neuroscience	2	neuroscience		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot1_replication	plot1_replication_pairs	cr_f6910cdb7863	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			FReD filtered pair table	16	FReD filtered pair table		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_bbfebf72e1d2	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Economics/finance	Havránek substitution meta-analysis	2	Economics/finance		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_6977ba2fadeb	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Business	score_cos_claims	5	Business		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot3_preregistered	plot3_preregistered_results	cr_6d32d5884d17	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Clinical medicine	ClinicalTrials.gov phase-2+ primary randomized registry rows	18	Clinical medicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_c30ace9f717f	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			FReD filtered pair table	19	FReD filtered pair table		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot1_replication	plot1_replication_pairs	cr_c28f10d15b00	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			FReD filtered pair table	16	FReD filtered pair table		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot3_preregistered	plot3_preregistered_results	cr_941cd4d170a6	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Clinical medicine	ClinicalTrials.gov phase-2+ primary randomized registry rows	18	Clinical medicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_895e67d2db84	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			FReD filtered pair table	19	FReD filtered pair table		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_fe91bc80d219	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			RPCB	19	RPCB		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_7514506bbe82	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		genetics_biomedicine	gwas_catalog	33	genetics_biomedicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_cd24f9151b62	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_78a96c05e33f	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_bdce52da36ab	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		io_psychology_management	metabus_open_bosco	16	io_psychology_management		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_c02bef21928d	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		io_psychology_management	metaBUS open Bosco subset	16	io_psychology_management		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_bbb47d81e2cf	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_036270317940	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_6037bb7d04c5	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		genetics_biomedicine	gwas_catalog	33	genetics_biomedicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_2d943a40ae07	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Clinical medicine	ClinicalTrials.gov phase-2+ primary randomized registry rows	20	Clinical medicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_9cfe4e414211	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		io_psychology_management	metabus_open_bosco	16	io_psychology_management		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot1_replication	plot1_replication_pairs	cr_7579f59939a1	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			RPCB	16	RPCB		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
