canonical_result_id	represented_source_id	preferred_source_result_id	source_result_count_in_sample	result_label	D	N	plot_names	resolution_status	resolution_notes
cr_bc2bd568728b	work_nct_nct02238483	sr_f6d9c3a25190	1	Time to First Moderate to Severe COPD Exacerbation or Early Drop-out Related to Worsening of COPD Symptoms	0.1620151224175193	213.0	Plot 3	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_79033a41e2d8	work_title_t_27_2_71	sr_3c4b03e17612	1	t(27)=2.71	1.0064687329196211	57.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_35bc6eedffc4	work_title_yuan_301	sr_0e779c0101ec	1	Yuan_301	0.8851198885023155	83.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_69a38af8df31	work_plot2_metabus_open_bosco_jap_85_2_237_3794	sr_7eef079beb19	1		0.6060437322090948	348.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_08415ad04f45	work_title_integration_of_genome_wide_snp_data_and_gene_expression_profiles_r	sr_74bb31b5d242	1	Integration of Genome-Wide SNP Data and Gene-Expression Profiles Reveals Six Novel Loci and Regulatory Mechanisms for Amino Acids and Acylcarnitines in Whole Blood.	0.3333456703768829	2107.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_99b0d6fe5fa8	work_doi_10_1086_670394	sr_a2e527fb29d6	1	Weijters et al. (2013)	0.4177740839080196	218.0	Plot 1	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_d8f9171614fb	work_title_looking_on_the_bright_side_replicating_the_association_between_bri	sr_5d73e18a9b1e	1	Looking on the Bright Side: Replicating the Association between Brightness and Positivity - 2 matched prereg result(s)	0.98	15.0	Plot 3	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_739ad6040770	work_title_mohler_seitz_2012	sr_30b176b2d082	1	Mohler & Seitz (2012)	5.293652803121867	10.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_ce97efeda7fb	work_title_proportion_of_participants_with_clinical_remission_per_mayo_score	sr_eaab9016f715	1	Proportion of Participants With Clinical Remission Per Mayo Score at Week 8	0.0728514304055402	576.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_b5741e10d1af	work_title_count_of_participants_who_self_reported_adequate_relief	sr_abe518728e2c	1	"Count of Participants Who Self-reported ""Adequate Relief"""	0.1466525921343411	54.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_ee275b7e4a13	work_title_gottfredson_g_d_jones_e_m_holland_j_l_1993_personality_and_vocatio	sr_505408ec5cfe	1	Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40, 518-524.	0.3241763593892431	725.0	Plot 1	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_e64759954cf0	work_doi_10_1111_1467_9280_00431	sr_de1c92df2ed9	1	Positive Emotions Trigger Upward Spirals Toward Emotional Well-Being	0.3870504765230225	138.0	Plot 1	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_e7d223f4d330	work_title_the_iraq_coalition_of_thewilling_and_politically_able_party_system	sr_459c73f90a3d	1	The Iraq Coalition of theWilling and (Politically) Able: Party Systems, the Press, and Public Influence on Foreign Policy	1.131370849898476	50.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_15565fa7e8c0	work_title_effect_of_hla_drb1_alleles_and_genetic_variants_on_the_development	sr_69da0613a6c0	1	Effect of HLA-DRB1 alleles and genetic variants on the development of neutralizing antibodies to interferon beta in the BEYOND and BENEFIT trials.	0.5768447490099085	941.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_2834a08af056	work_title_2016_preregistered_key_question_effect_schaefer_2019_preg_50	sr_ec359e2c27e0	1	2016 preregistered key-question effect (schaefer_2019_preg_50)	0.3267662477951968	266.0	Plot 3	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_390a3fa77543	work_title_progression_free_survival_pfs_following_treatment_with_tivantinib	sr_4b879765bfd6	1	Progression-Free Survival (PFS) Following Treatment With Tivantinib (ARQ 197) in Combination With Irinotecan and Cetuximab in Participants With Metastatic Colorectal Cancer With Wild-Type K-ras Oncogene (KRAS) Who Have Received Front-Line Systemic Therapy	0.2017799041775155	131.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_eb6d9082b7a3	work_plot2_button_nord_neuroscience_shum_258_408	sr_0d80ddf31d89	1		0.885	62.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_f6910cdb7863	work_doi_10_17605_osf_io_39xuw	sr_0680b784ddd6	1	Schaffer and Knobe Replication	0.584	137.0	Plot 1	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_bbfebf72e1d2	work_title_miron_1986	sr_dc8fc4fdac47	1	Miron (1986)	0.1918500158233732	140.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_6977ba2fadeb	work_title_who_should_be_in_power_to_encourage_product_program_innovativeness	sr_2ac5c37e5f0c	1	Who Should Be In Power To Encourage Product Program Innovativeness, R&D Or Marketing?	0.259036131441228	229.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_6d32d5884d17	work_nct_nct00474851	sr_37218d335ce6	1	Bone Mineral Density	0.4518760436222017	53.0	Plot 3	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_c30ace9f717f	work_title_scarcity_induced_focus_ledas_to_neglect_of_other_details	sr_885a811e26fd	1	Scarcity-induced focus ledas to neglect of other details	0.0632771997168332	972.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_c28f10d15b00	work_title_is_cleanliness_next_to_godliness_dispelling_old_wives_tales_failur	sr_f2b05e0d75f6	1	Is cleanliness next to godliness? Dispelling old wives' tales: Failure to replicate Zhong and Liljenquist (2006)	0.2010075630518424	115.0	Plot 1	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_941cd4d170a6	work_nct_nct00784654	sr_28aebf7ac1f1	1	Percent of Participants With Treatment Failures at End of The Randomized Withdrawal Period	0.3961328676721795	276.0	Plot 3	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_895e67d2db84	work_title_effects_of_phonemic_similarity_on_total_number_of_correctly_recall	sr_8d5804d7e7e8	1	effects of phonemic similarity [...] on total number of [...] correctly recalled times	2.1600925906080968	24.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_fe91bc80d219	work_title_tumorigenicity_frequency_between_top_gfplow_vs_top_gfphigh_450_cul	sr_2d2f63f07b2f	1	Tumorigenicity frequency between TOP-GFPlow vs TOP-GFPhigh (450 culture)	1.072384	7.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_7514506bbe82	work_title_integration_of_transcriptome_and_exome_genotyping_identifies_signi	sr_649b913c7a05	1	Integration of Transcriptome and Exome Genotyping Identifies Significant Variants with Autism Spectrum Disorder.	0.636951282605189	202.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_cd24f9151b62	work_title_proportion_of_patients_meeting_american_college_of_rheumatology_20	sr_2d3d0f11d546	1	Proportion of Patients Meeting American College of Rheumatology 20 Response Criteria (ACR20) at 12weeks	0.0284994070815376	254.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_78a96c05e33f	work_title_nrs_numerical_rating_scale	sr_50fdee6ef7a9	1	NRS (Numerical Rating Scale)	0.0478781021625684	112.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_bdce52da36ab	work_title_jap_93_4_864	sr_09896453a68e	1	JAP-93-4-864	0.211175382487682	659.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_c02bef21928d	work_plot2_metabus_open_bosco_jap_95_1_122_4496	sr_3cda92191f17	1		1.6897510483857128	112.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_bbb47d81e2cf	work_title_change_in_positive_and_negative_syndrome_scale_panss_total_score_f	sr_f2d67c41c94e	1	Change in Positive and Negative Syndrome Scale (PANSS) Total Score From Baseline to Week 13 or the Last Post-baseline Assessment	0.219863853252436	652.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_036270317940	work_title_mean_change_in_baseline_observation_carried_forward_bocf_average_d	sr_1da5d9472eaf	1	Mean Change in Baseline Observation Carried Forward (BOCF) Average Daily Pain Score	0.2349643662855672	452.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_6037bb7d04c5	work_title_genome_wide_association_study_of_pancreatic_cancer_in_japanese_pop	sr_ba8e04437ef3	1	Genome-wide association study of pancreatic cancer in Japanese population.	0.1141398021728496	6200.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_2d943a40ae07	work_title_change_in_clinical_activity_score_cas	sr_b900a0f99163	1	Change in Clinical Activity Score (CAS)	0.1380502125881889	25.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_9cfe4e414211	work_title_jap_91_1_139	sr_7432aa117bcb	1	JAP-91-1-139	0.3659776557130101	69.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_7579f59939a1	work_title_paper_41_experiment_2	sr_0ef241dace7f	1	paper_41_experiment_2	1.691181	20.0	Plot 1	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_3fd8ccd58be3	work_title_comparing_all_morning_bowel_prep_to_evening_bowel_prep_for_patient	sr_616ebdabaa34	1	Comparing All Morning Bowel Prep to Evening Bowel Prep for Patients Undergoing Afternoon Colonoscopies. (Using Ottawa Scale Scores, Range 0-14) Lower Score Indicates a Better Outcome.	0.3969830567692884	136.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_ec7479cdc16c	work_title_ceo_career_horizon_and_tenure_future_performance_implications_unde	sr_e1dd23091aff	1	Ceo Career Horizon And Tenure: Future Performance Implications Under Different Contingencies	0.2415341116210941	206.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_e37d5d743e50	work_nct_nct01974206	sr_8d7acd628883	1	Percentage of Participants With CMV Viremia Through 1 Year Post First Study Drug Injection	0.1668163240820576	150.0	Plot 3	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_4ac25dc6f47b	work_title_golden_gulzar_sonnet_responsiveness_paper_median_of_5_preregistere	sr_a852da233b7d	1	Golden/Gulzar/Sonnet responsiveness - paper median of 5 preregistered result rows	0.114788685644994	240.0	Plot 3	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_a772cb180eae	work_title_children_and_careers_how_family_size_affects_parents_labor_market	sr_8bf8e026decd	1	Children And Careers: How Family Size Affects Parents’ Labor Market Outcomes In The Long Run	0.0187162351779368	75763.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_1f0e7b87910f	work_title_mobilizing_candidates_political_actors_strategically_shape_the_can	sr_706e5e6c7819	1	Mobilizing Candidates: Political Actors Strategically Shape The Candidate Pool With Personal Appeals	0.0208178852588785	99935.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_e5997d5ccdd9	work_plot2_olsson_sundell_2023_social_interventions_olsson_sundell_2023_323_5	sr_62eef8724f94	1		0.7967	125.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_174aa635b5fa	work_title_third_party_governance_and_performance_measurement_a_case_study_of	sr_8e53fec0db78	1	Third-Party Governance And Performance Measurement: A Case Study Of Publicly Funded Private School Vouchers	0.1461206215601362	1243.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_7231f190fdd1	work_title_association_of_fads1_2_locus_variants_and_polyunsaturated_fatty_ac	sr_32884f9211fb	1	Association of FADS1/2 Locus Variants and Polyunsaturated Fatty Acids With Aortic Stenosis.	0.0524184335565591	44703.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_da162ab010dd	work_title_sloman2016_1	sr_5d9a9531214b	1	sloman2016_1	0.124354626824745	106.0	Plot 1	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_b83f6521e82a	work_title_jap_69_2_214	sr_f322cf6db3fd	1	JAP-69-2-214	1.1092584329314503	78.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_064861ba7a0f	work_title_change_from_baseline_in_glycosylated_haemoglobin_a1c_hba1c_after_1	sr_7ac68cdbbc03	1	Change From Baseline in Glycosylated Haemoglobin A1c (HbA1c) After 16 Weeks of Treatment.	0.4744271478441135	269.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_e58d402e83f3	work_title_change_in_blood_carotenoid_status	sr_431a5e1736e3	1	Change in Blood Carotenoid Status	0.1928895658110526	41.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_f5ab8a455f1f	work_title_genome_wide_association_study_identifies_a_common_variant_associat	sr_bf852f96d5ef	1	Genome-wide association study identifies a common variant associated with risk of endometrial cancer.	0.1330853426740298	6455.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_6665113bffb1	work_title_change_from_baseline_to_endpoint_mmtt_auc_0_4h_for_plasma_glucose	sr_e9c214df8069	1	Change From Baseline to Endpoint MMTT AUC(0-4h) for Plasma Glucose	0.6867687234639817	30.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_8fff2cb02f4c	work_title_change_from_baseline_in_mean_number_of_days_per_week_with_at_least	sr_4420ad24a594	1	Change From Baseline in Mean Number of Days Per Week With at Least 1 SBM During Weeks 1 to 12	0.1527285775497564	652.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_054ffc2b67f6	work_title_2017_preregistered_key_question_effect_schaefer_2019_preg_73	sr_0cc5d4c7a6b9	1	2017 preregistered key-question effect (schaefer_2019_preg_73)	1.3405601251996722	37.0	Plot 3	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_7e25bf8399a5	work_title_jap_81_5_587	sr_60c2a469e71e	1	JAP-81-5-587	1.0078065197205377	205.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_c846635f1349	work_plot2_metabus_open_bosco_jap_66_6_706_3063	sr_5cfe7da2c521	1		0.5075985918974905	96.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_7ced15f2daed	work_nct_nct01769378	sr_dfc5f98d8a4f	1	Change From Baseline in Glycosylated Hemoglobin A1c (HbA1c) at 24 Weeks	0.3799572988405009	300.0	Plot 3	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_aaf73d14b968	work_nct_nct00108550	sr_6db78c28c05a	1	Transformed Descriptor Differential Scale-Pain Intensity Scores Adjusted for Time	0.1539636582385068	108.0	Plot 3	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_017aa0d24327	work_plot2_metabus_open_bosco_jap_79_4_535_3532	sr_8ad55815e5fc	1		0.2829616242984286	148.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_af1f3ab116be	work_title_conflict_and_housework_does_country_context_matter	sr_a6f46bca45c2	1	Conflict And Housework: Does Country Context Matter?	0.0684376345114638	9247.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_16017ed186ee	work_title_percent_change_from_baseline_in_insulin_resistance_based_on_insuli	sr_368a7954cbb8	1	Percent Change From Baseline in Insulin Resistance Based on Insulin-Stimulated Glucose Uptake (M) During Hyperinsulinemic Euglycemic Clamp	0.1573064216916279	24.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_91855dacc63b	work_plot2_metabus_open_bosco_pp_54_3_669_4855	sr_be6f969d81a7	1		0.4944513860581975	120.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_fd0d10bd9f8c	work_title_jap_83_4_531	sr_46fcf0099591	1	JAP-83-4-531	2.045736649261078	176.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_76d0cf3415c4	work_nct_nct01311674	sr_1c6ef92fa050	1	Comparison Between Vaccination Schedules Using Day 210 Anti-HBs Antibody Titers AUC(0-t)	0.008447387332639	141.0	Plot 3	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_c71ac7bc3bd3	work_title_the_liebowitz_social_anxiety_scale_lsas	sr_f7d0e896cfc6	1	The Liebowitz Social Anxiety Scale (LSAS)	0.7691857958022988	40.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_8fa73f4e743f	work_title_a_trans_ethnic_genome_wide_association_study_identifies_gender_spe	sr_fee3ac01c606	1	A trans-ethnic genome-wide association study identifies gender-specific loci influencing pediatric aBMD and BMC at the distal radius.	0.3095431016214857	1371.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_e72826bb43fb	work_title_building_confidence_in_elections_the_case_of_electoral_monitors_in	sr_14b1bfc72686	1	Building Confidence In Elections: The Case Of Electoral Monitors In Kosova	0.3839819614114188	180.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_7f37bf8ab1a7	work_title_pp_51_3_577	sr_56a9f30f8d92	1	PP-51-3-577	0.6188435644033492	1350.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_e61400a190c0	work_title_jap_67_1_119	sr_c4f5b565a745	1	JAP-67-1-119	0.472672040177118	55.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_af3aa1d4b34e	work_title_fostering_relations_first_sex_and_marital_timings_for_children_rai	sr_8dbf832c0aa0	1	Fostering Relations: First Sex And Marital Timings For Children Raised By Kin And Non-Kin Carers	0.5310258327164292	6518.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_96efde9323db	work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_bio_019_6631	sr_d30c0407b24b	1		1.2519614240891783	30.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_71ee53552834	work_title_time_required_for_intubation	sr_4c9b3024bcba	1	Time Required for Intubation	0.4803543945543185	50.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_4df823c6ae16	work_title_exacerbation_or_relapse_of_psychotic_symptoms	sr_868dfc6da179	1	Exacerbation or Relapse of Psychotic Symptoms	0.611609895648358	92.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_cfcfe4af784a	work_nct_nct01000727	sr_5ea3a9bf5dc8	1	Number of Participants With First Occurrence of Any Event in the Composite of Major Coronary Events During the Time Period for Follow-up (FU) of Cardiovascular (CV) Event	0.0015614105580431	13026.0	Plot 3	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_3d047ff96d4d	work_title_schaefer_2019_np_mul_093	sr_2ead36cae8e2	1	schaefer_2019_np_MUL.093	0.5833333333333334	60.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_b2f33b0719c2	work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_exp_031_6938	sr_10e682ba553b	1		3.390092516838924	24.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_2734829930a8	work_title_occurrence_of_major_amputations_at_24_weeks_after_the_end_of_study	sr_4f77703173f7	1	Occurrence of Major Amputations at 24 Weeks After the End of Study Drug Treatment	0.0932916008345459	840.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_e46741a7d412	work_title_overall_survival	sr_0e4bba88f02f	1	Overall Survival	0.2831862722252135	755.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_d5ef41617c84	work_title_the_origins_of_sex_differences_in_human_behavior_evolved_dispositi	sr_ee72592661db	1	The origins of sex differences in human behavior: Evolved dispositions versus social roles.	0.8586097678496336	34.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_2449f6ef2a07	work_title_jap_76_6_845	sr_285363cf3974	1	JAP-76-6-845	0.5393578861931064	225.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_f0e8c443c637	work_title_ratner_k_g_amodio_d_m_2013_seeing_us_vs_them_minimal_group_effects	sr_d222165d0b25	1	Ratner, K. G., & Amodio, D. M. (2013). Seeing âus vs. themâ: Minimal group effects on the neural encoding of faces. Journal of Experimental Social Psychology, 49(2), 298-301.	0.6757110076457675	45.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_d11ec3c47ce0	work_title_cumulative_structural_disadvantage_and_racial_health_disparities_t	sr_d3faea5526bc	1	Cumulative Structural Disadvantage And Racial Health Disparities: The Pathways Of Childhood Socioeconomic Influence	0.1053947071202294	3899.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_8c6a3c09db1d	work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_dev_029_6789	sr_1e8a07a9cd86	1		0.6488091794049583	84.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_492003e22a15	work_title_rt_pcr_fig_4_24h_control_x_25_mg_kg_1_lead_acetate	sr_65a9f9c5f7bd	1	RT-PCR | Fig 4 - 24h Control x 25 mg.kg-1 Lead Acetate	0.3950080907925899	16.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_d9af9c9d966a	work_title_nahmias_et_al_2006	sr_562a7f6042a2	1	Nahmias et al. (2006)	0.6755205294731985	82.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_824dff86a9e4	work_title_treatment_engagement	sr_bf90b4be790a	1	Treatment Engagement	0.4676496007618844	102.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_1c321d607ec8	work_title_who_gets_a_swiss_passport_a_natural_experiment_in_immigrant_discri	sr_6e5c68827050	1	Who Gets a Swiss Passport? A Natural Experiment in Immigrant Discrimination	0.5920679259214463	2429.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_08aa2d3fff8c	work_title_jap_93_6_1208	sr_d225c4f2ad96	1	JAP-93-6-1208	0.3138047009218736	278.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_67bc075c9d23	work_title_mutualism_and_manipulation_in_hadza_honeyguide_interactions	sr_6593fff4c749	1	Mutualism And Manipulation In Hadza–Honeyguide Interactions	0.451988607525963	212.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_16a8038ff49f	work_plot2_kuhberger_2014_main_results_kuhberger_899_2785	sr_910cc9ea32e4	1		0.103032	801.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_04ded7744cc7	work_nct_nct01816295	sr_0b5cef0ad420	1	Number of Participants With Total Serum Testosterone Concentration Within Normal Range at Week 12	0.246117445052057	715.0	Plot 3	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_7e974e44985a	work_title_do_women_shy_away_from_competition_do_men_compete_too_much	sr_80c5ee34e5f4	1	Do Women Shy Away From Competition? Do Men Compete Too Much?	0.8895305431892818	80.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_02029c02b736	work_doi_10_1037_0096_3445_136_2_241	sr_187e0ccced6f	1	Attention control, memory updating, and emotion regulation temporarily reduce the capacity for executive control.	1.2137893851623711	141.0	Plot 1	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_1b0e0c3bb3e2	work_title_brief_psychiatric_rating_scale_change_in_psychiatric_symptoms	sr_af15cdb4aad8	1	Brief Psychiatric Rating Scale, Change in Psychiatric Symptoms	0.0877980436230185	192.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
