source_result_id	problem_code	severity	detail	suggested_rework
sr_0c6d1c09a807	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_bb1471bd23d8	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_bb1471bd23d8	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_bb1471bd23d8	locator_mixes_path_and_notes	medium	source_file_or_catalog combines a path or URL with prose notes; source_access needs atomic URL/path rows and extraction notes elsewhere.	Normalize source_file_or_catalog into source_access plus extraction_event notes.
sr_bb1471bd23d8	represented_source_not_doi_keyed	medium	Represented source is keyed by registry_id rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_16dfaeed46ee	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_16dfaeed46ee	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_16dfaeed46ee	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_89366ac7df1c	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_89366ac7df1c	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_89366ac7df1c	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_1166ca428215	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_1166ca428215	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_1166ca428215	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_d19dc790ebd7	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_d19dc790ebd7	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_d19dc790ebd7	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_3f361d51253e	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_3f361d51253e	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_3f361d51253e	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_d69fb669841a	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_d69fb669841a	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_d69fb669841a	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_0ffe5117d055	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_0ffe5117d055	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_0ffe5117d055	locator_mixes_path_and_notes	medium	source_file_or_catalog combines a path or URL with prose notes; source_access needs atomic URL/path rows and extraction notes elsewhere.	Normalize source_file_or_catalog into source_access plus extraction_event notes.
sr_0ffe5117d055	represented_source_not_doi_keyed	medium	Represented source is keyed by registry_id rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_143d87ef36aa	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_143d87ef36aa	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_143d87ef36aa	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_629af99106ba	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_629af99106ba	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_629af99106ba	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_2688beda5935	missing_result_label	high	No paper/result label is available in the dot row.	Require a plotted/source result label and, separately, direct verbatim source text when recovered.
sr_2688beda5935	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_2688beda5935	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_2688beda5935	represented_source_not_doi_keyed	medium	Represented source is keyed by source_row_fallback rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_44a8287fc7cc	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_44a8287fc7cc	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_44a8287fc7cc	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_8c10cb62280a	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_8c10cb62280a	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_8c10cb62280a	locator_mixes_path_and_notes	medium	source_file_or_catalog combines a path or URL with prose notes; source_access needs atomic URL/path rows and extraction notes elsewhere.	Normalize source_file_or_catalog into source_access plus extraction_event notes.
sr_8c10cb62280a	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_656af44d63ac	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_656af44d63ac	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_656af44d63ac	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_5c5f468d0b79	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_5c5f468d0b79	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_5c5f468d0b79	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_b868072acfa7	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_b868072acfa7	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_b868072acfa7	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_bb35048cf955	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_bb35048cf955	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_bb35048cf955	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_160ac121ff32	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_160ac121ff32	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_160ac121ff32	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_8ef41f574c02	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_8ef41f574c02	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_8ef41f574c02	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_041065fd13e4	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_041065fd13e4	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_041065fd13e4	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_7e8fa5f6115f	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_7e8fa5f6115f	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_7e8fa5f6115f	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_e91cbb524953	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_e91cbb524953	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_e91cbb524953	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_f6d9c3a25190	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_f6d9c3a25190	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_f6d9c3a25190	locator_mixes_path_and_notes	medium	source_file_or_catalog combines a path or URL with prose notes; source_access needs atomic URL/path rows and extraction notes elsewhere.	Normalize source_file_or_catalog into source_access plus extraction_event notes.
sr_f6d9c3a25190	represented_source_not_doi_keyed	medium	Represented source is keyed by registry_id rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_3c4b03e17612	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_3c4b03e17612	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_3c4b03e17612	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_0e779c0101ec	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_0e779c0101ec	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_0e779c0101ec	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_7eef079beb19	missing_result_label	high	No paper/result label is available in the dot row.	Require a plotted/source result label and, separately, direct verbatim source text when recovered.
sr_7eef079beb19	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_7eef079beb19	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_7eef079beb19	represented_source_not_doi_keyed	medium	Represented source is keyed by source_row_fallback rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_74bb31b5d242	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_74bb31b5d242	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_74bb31b5d242	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_a2e527fb29d6	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_a2e527fb29d6	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_5d73e18a9b1e	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_5d73e18a9b1e	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_5d73e18a9b1e	locator_mixes_path_and_notes	medium	source_file_or_catalog combines a path or URL with prose notes; source_access needs atomic URL/path rows and extraction notes elsewhere.	Normalize source_file_or_catalog into source_access plus extraction_event notes.
sr_5d73e18a9b1e	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_30b176b2d082	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_30b176b2d082	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_30b176b2d082	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_eaab9016f715	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_eaab9016f715	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_eaab9016f715	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_abe518728e2c	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_abe518728e2c	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_abe518728e2c	locator_mixes_path_and_notes	medium	source_file_or_catalog combines a path or URL with prose notes; source_access needs atomic URL/path rows and extraction notes elsewhere.	Normalize source_file_or_catalog into source_access plus extraction_event notes.
sr_abe518728e2c	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_505408ec5cfe	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_505408ec5cfe	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_505408ec5cfe	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_de1c92df2ed9	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_de1c92df2ed9	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_459c73f90a3d	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_459c73f90a3d	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_459c73f90a3d	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_69da0613a6c0	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_69da0613a6c0	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_69da0613a6c0	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_ec359e2c27e0	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_ec359e2c27e0	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_ec359e2c27e0	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_4b879765bfd6	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_4b879765bfd6	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_4b879765bfd6	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_0d80ddf31d89	missing_result_label	high	No paper/result label is available in the dot row.	Require a plotted/source result label and, separately, direct verbatim source text when recovered.
sr_0d80ddf31d89	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_0d80ddf31d89	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_0d80ddf31d89	represented_source_not_doi_keyed	medium	Represented source is keyed by source_row_fallback rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_0680b784ddd6	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_0680b784ddd6	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_dc8fc4fdac47	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_dc8fc4fdac47	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_dc8fc4fdac47	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_2ac5c37e5f0c	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_2ac5c37e5f0c	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_2ac5c37e5f0c	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_37218d335ce6	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_37218d335ce6	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_37218d335ce6	locator_mixes_path_and_notes	medium	source_file_or_catalog combines a path or URL with prose notes; source_access needs atomic URL/path rows and extraction notes elsewhere.	Normalize source_file_or_catalog into source_access plus extraction_event notes.
sr_37218d335ce6	represented_source_not_doi_keyed	medium	Represented source is keyed by registry_id rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_885a811e26fd	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_885a811e26fd	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_885a811e26fd	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_f2b05e0d75f6	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_f2b05e0d75f6	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_f2b05e0d75f6	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_28aebf7ac1f1	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_28aebf7ac1f1	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_28aebf7ac1f1	locator_mixes_path_and_notes	medium	source_file_or_catalog combines a path or URL with prose notes; source_access needs atomic URL/path rows and extraction notes elsewhere.	Normalize source_file_or_catalog into source_access plus extraction_event notes.
sr_28aebf7ac1f1	represented_source_not_doi_keyed	medium	Represented source is keyed by registry_id rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_8d5804d7e7e8	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_8d5804d7e7e8	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_8d5804d7e7e8	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_2d2f63f07b2f	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_2d2f63f07b2f	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_2d2f63f07b2f	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_649b913c7a05	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_649b913c7a05	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_649b913c7a05	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_2d3d0f11d546	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_2d3d0f11d546	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_2d3d0f11d546	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_50fdee6ef7a9	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_50fdee6ef7a9	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_50fdee6ef7a9	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
sr_09896453a68e	missing_verbatim_effect_text	high	The current dot table stores numeric D but not the literal effect/statistic text copied from the source.	Carry raw copied effect/statistic cells before parsing or D conversion.
sr_09896453a68e	missing_verbatim_n_text	high	The current dot table stores numeric N but not the literal N/sample-size text copied from the source.	Carry raw copied sample-size cells before parsing or N normalization.
sr_09896453a68e	represented_source_not_doi_keyed	medium	Represented source is keyed by title rather than DOI or another durable bibliographic ID.	Add DOI, PMID, registry ID, or other stable represented_source identifier where available.
