mapping_id	from_source_id	to_source_id	relationship_type	relationship_subtype	mapping_assertion_source_id	mapping_assertion_access_id	mapping_assertion_locator	mapping_assertion_url	mapping_assertion_verbatim_text	mapping_evidence_type	external_relationship_id	external_relationship_url	relationship_date	relationship_updated_at	relationship_timing	prereg_registry_name	prereg_registration_id	prereg_document_type	prereg_primary_outcome_text	prereg_hypothesis_text	replication_kind	replication_target_claim	replication_original_result_id	replication_replicating_result_id	replication_outcome_match	replication_sample_relation	replication_design_relation	collection_role	dedupe_group_id	relationship_confidence	notes
map_0deb213aa8f7	src_bosco2020metabus	work_title_pp_51_3_577	corpus_asserts_result_for_paper	database_child_result	src_bosco2020metabus	acc_b2a8ef9c99e9	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://doi.org/10.1111/j.1744-6570.1998.tb00252.x	label=PP-51-3-577 | source_directness=candidate_child_numeric_row | effect_or_stat=0.6991666649389917 | N_text=1350.0 | p_or_z=12.58231070186858 | plotted_D=0.6188435644033492 | plotted_N=1350.0 | transform=pearson_r_to_d; N: article_median_reported_matrix_N | source_file=data/raw/corpus_candidates/metabus/Ver2-08_MasterDB_JAP-PPsych_1980-2010.xlsx	metadata_field		https://doi.org/10.1111/j.1744-6570.1998.tb00252.x			not_applicable													sampled_child_result		medium	source_result_id=sr_56a9f30f8d92; Inferred from dot-level parent source family and represented paper/result key.
map_b1754b275dca	src_bosco2020metabus	work_title_jap_67_1_119	corpus_asserts_result_for_paper	database_child_result	src_bosco2020metabus	acc_b2a8ef9c99e9	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://doi.org/10.1037//0021-9010.67.1.119	label=JAP-67-1-119 | source_directness=candidate_child_numeric_row | effect_or_stat=-0.472672040177118 | N_text=55.0 | p_or_z=-1.6887642611489329 | plotted_D=0.472672040177118 | plotted_N=55.0 | transform=pearson_r_to_d; N: article_median_reported_matrix_N | source_file=data/raw/corpus_candidates/metabus/Ver2-08_MasterDB_JAP-PPsych_1980-2010.xlsx	metadata_field		https://doi.org/10.1037//0021-9010.67.1.119			not_applicable													sampled_child_result		medium	source_result_id=sr_c4f5b565a745; Inferred from dot-level parent source family and represented paper/result key.
map_332a25f90817	src_tyner2026	work_title_fostering_relations_first_sex_and_marital_timings_for_children_rai	corpus_asserts_result_for_paper	database_child_result	src_tyner2026	acc_706556435f5c	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	https://doi.org/10.1016/j.evolhumbehav.2013.12.002	label=Fostering Relations: First Sex And Marital Timings For Children Raised By Kin And Non-Kin Carers | source_directness=candidate_child_numeric_row | effect_or_stat=0.5310258327164292 | N_text=6518.0 | plotted_D=0.5310258327164292 | plotted_N=6518.0 | transform=score_free_text_log_ratio_times_sqrt3_over_pi; N: score_free_text_sample_size_parse | source_file=data/raw/corpus_candidates/score/extracted_claims.csv	metadata_field	10.1016/j.evolhumbehav.2013.12.002	https://doi.org/10.1016/j.evolhumbehav.2013.12.002			not_applicable													sampled_child_result		medium	source_result_id=sr_8dbf832c0aa0; Inferred from dot-level parent source family and represented paper/result key.
map_040217f232d5	src_schaefer2019meaningfulness	work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_bio_019_6631	corpus_asserts_result_for_paper	database_child_result	src_schaefer2019meaningfulness	acc_1b566ac4d73e	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	https://doi.org/10.21769/bioprotoc.5001	label= | source_directness=candidate_child_numeric_row | effect_or_stat=0.53059657949861 | N_text=30.0 | plotted_D=1.2519614240891783 | plotted_N=30.0 | transform=reported_or_derived_r_total_to_d; N: reported_n | source_file=data/raw/corpus_candidates/schaefer_schwarz_2019/studies_without_prereg.xlsx	metadata_field		https://doi.org/10.21769/bioprotoc.5001			not_applicable													sampled_child_result		medium	source_result_id=sr_d30c0407b24b; Inferred from dot-level parent source family and represented paper/result key.
map_268d82cdbe53	src_du2024	work_title_time_required_for_intubation	database_reports_paper_result	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT00706823	label=Time Required for Intubation | source_directness=candidate_child_numeric_row | effect_or_stat=0.6579905428532747 | N_text=50.0 | p_or_z=2.3263478740408408 | plotted_D=0.4803543945543185 | plotted_N=50.0 | transform=registry_p_to_absz_to_2absz_sqrtN; N: trial_enrollment | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT00706823	https://clinicaltrials.gov/study/NCT00706823			not_applicable													sampled_child_result		medium	source_result_id=sr_4c9b3024bcba; Inferred from dot-level parent source family and represented paper/result key.
map_9e3babf76813	src_du2024	work_title_exacerbation_or_relapse_of_psychotic_symptoms	database_reports_paper_result	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT00333177	label=Exacerbation or Relapse of Psychotic Symptoms | source_directness=candidate_child_numeric_row | effect_or_stat=0.537097537940542 | N_text=92.0 | p_or_z=2.575829303548901 | plotted_D=0.611609895648358 | plotted_N=92.0 | transform=registry_p_to_absz_to_2absz_sqrtN; N: trial_enrollment | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT00333177	https://clinicaltrials.gov/study/NCT00333177			not_applicable													sampled_child_result		medium	source_result_id=sr_868dfc6da179; Inferred from dot-level parent source family and represented paper/result key.
map_a5e73301d095	src_du2024	work_nct_nct01000727	database_reports_paper_result	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT01000727	label=Number of Participants With First Occurrence of Any Event in the Composite of Major Coronary Events During the Time Period for Follow-up (FU) of Cardiovascular (CV) Event | source_directness=raw_ctgov_registry_row | effect_or_stat=1.0 | N_text=13026.0 | p_or_z=0.929 | plotted_D=0.0015614105580431 | plotted_N=13026.0 | transform=registry p-value/enrollment to D proxy; raw row recovered with NCT_ID/outcome_title | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT01000727	https://clinicaltrials.gov/study/NCT01000727			not_applicable													sampled_child_result		medium	source_result_id=sr_5ea3a9bf5dc8; Inferred from dot-level parent source family and represented paper/result key.
map_12067a2cac20	src_schaefer2019meaningfulness	work_title_schaefer_2019_np_mul_093	corpus_asserts_result_for_paper	database_child_result	src_schaefer2019meaningfulness	acc_f06c7be1da8f	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://doi.org/10.1088/1126-6708/2008/12/093	label=schaefer_2019_np_MUL.093 | source_directness=candidate_child_numeric_row | effect_or_stat=0.28 | N_text=60.0 | plotted_D=0.5833333333333334 | plotted_N=60.0 | transform=reported_or_derived_r_total_to_d; N: reported_n | source_file=data/raw/corpus_candidates/schaefer_schwarz_2019/studies_without_prereg.xlsx	metadata_field		https://doi.org/10.1088/1126-6708/2008/12/093			not_applicable													sampled_child_result		medium	source_result_id=sr_2ead36cae8e2; Inferred from dot-level parent source family and represented paper/result key.
map_7dba1bbf6cf8	src_schaefer2019meaningfulness	work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_exp_031_6938	corpus_asserts_result_for_paper	database_child_result	src_schaefer2019meaningfulness	acc_1b566ac4d73e	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	https://doi.org/10.1088/1126-6708/2006/05/031	label= | source_directness=candidate_child_numeric_row | effect_or_stat=0.861286445405815 | N_text=24.0 | plotted_D=3.390092516838924 | plotted_N=24.0 | transform=reported_or_derived_r_total_to_d; N: reported_n | source_file=data/raw/corpus_candidates/schaefer_schwarz_2019/studies_without_prereg.xlsx	metadata_field		https://doi.org/10.1088/1126-6708/2006/05/031			not_applicable													sampled_child_result		medium	source_result_id=sr_10e682ba553b; Inferred from dot-level parent source family and represented paper/result key.
map_98f0a69d7dd3	src_du2024	work_title_occurrence_of_major_amputations_at_24_weeks_after_the_end_of_study	database_reports_paper_result	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT00596752	label=Occurrence of Major Amputations at 24 Weeks After the End of Study Drug Treatment | source_directness=candidate_child_numeric_row | effect_or_stat=0.1642541716862795 | N_text=840.0 | p_or_z=2.3802690840391585 | plotted_D=0.0932916008345459 | plotted_N=840.0 | transform=registry_p_to_absz_to_2absz_sqrtN; N: trial_enrollment | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT00596752	https://clinicaltrials.gov/study/NCT00596752			not_applicable													sampled_child_result		medium	source_result_id=sr_4f77703173f7; Inferred from dot-level parent source family and represented paper/result key.
map_9371653ae273	src_du2024	work_title_overall_survival	database_reports_paper_result	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT00417079	label=Overall Survival | source_directness=raw_ctgov_registry_row | effect_or_stat=<0.0001 | N_text=755.0 | p_or_z=<0.0001 | plotted_D=0.2831862722252135 | plotted_N=755.0 | transform=registry p-value/enrollment to D proxy; raw row recovered with NCT_ID/outcome_title | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT00417079	https://clinicaltrials.gov/study/NCT00417079			not_applicable													sampled_child_result		medium	source_result_id=sr_0e4bba88f02f; Inferred from dot-level parent source family and represented paper/result key.
map_aa233ae79746	src_tosh2024	work_title_the_origins_of_sex_differences_in_human_behavior_evolved_dispositi	corpus_asserts_result_for_paper	database_child_result	src_tosh2024	acc_08fbd052d6f4	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://doi.org/10.1037/0003-066x.54.6.408	label=The origins of sex differences in human behavior: Evolved dispositions versus social roles. | source_directness=candidate_child_numeric_row | effect_or_stat=0.6823718723726445 | N_text=33.0 | p_or_z=1.9599639845400545 | plotted_D=0.8586097678496336 | plotted_N=34.0 | transform=fred_p_value_threshold_lower_bound_to_2absz_sqrtN; N: fred_original_n | source_file=data/raw/corpus_candidates/fred/FReD.xlsx	metadata_field	10.1037/0003-066x.54.6.408	https://doi.org/10.1037/0003-066x.54.6.408			not_applicable													sampled_child_result		medium	source_result_id=sr_ee72592661db; Inferred from dot-level parent source family and represented paper/result key.
map_b39429e71d2d	src_bosco2020metabus	work_title_jap_76_6_845	corpus_asserts_result_for_paper	database_child_result	src_bosco2020metabus	acc_b2a8ef9c99e9	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://doi.org/10.1037/0021-9010.76.6.845	label=JAP-76-6-845 | source_directness=candidate_child_numeric_row | effect_or_stat=1.1547005383792517 | N_text=225.0 | p_or_z=8.184477217580747 | plotted_D=0.5393578861931064 | plotted_N=225.0 | transform=pearson_r_to_d; N: article_median_reported_matrix_N | source_file=data/raw/corpus_candidates/metabus/Ver2-08_MasterDB_JAP-PPsych_1980-2010.xlsx	metadata_field		https://doi.org/10.1037/0021-9010.76.6.845			not_applicable													sampled_child_result		medium	source_result_id=sr_285363cf3974; Inferred from dot-level parent source family and represented paper/result key.
map_5c297070652c	src_motyl2017state	work_title_ratner_k_g_amodio_d_m_2013_seeing_us_vs_them_minimal_group_effects	corpus_asserts_result_for_paper	database_child_result	src_motyl2017state	acc_34066047d272	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://doi.org/10.1016/j.jesp.2012.10.017	label=Ratner, K. G., & Amodio, D. M. (2013). Seeing âus vs. themâ: Minimal group effects on the neural encoding of faces. Journal of Experimental Social Psychology, 49(2), 298-301. | source_directness=candidate_child_numeric_row | effect_or_stat=2.1633307652783933 | N_text=45.0 | p_or_z=2.1633307652783933 | plotted_D=0.6757110076457675 | plotted_N=45.0 | transform=2_sqrt_f_over_df2; N: reported_sample_size | source_file=data/raw/corpus_candidates/motyl_2017/ScienceStatus_C.csv	metadata_field		https://doi.org/10.1016/j.jesp.2012.10.017			not_applicable													sampled_child_result		medium	source_result_id=sr_d222165d0b25; Inferred from dot-level parent source family and represented paper/result key.
map_6e1cbce97fba	src_tyner2026	work_title_cumulative_structural_disadvantage_and_racial_health_disparities_t	corpus_asserts_result_for_paper	database_child_result	src_tyner2026	acc_706556435f5c	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	https://doi.org/10.1007/s13524-014-0330-9	label=Cumulative Structural Disadvantage And Racial Health Disparities: The Pathways Of Childhood Socioeconomic Influence | source_directness=candidate_child_numeric_row | effect_or_stat=0.10539470712022944 | N_text=3899.0 | p_or_z=3.2905267314918945 | plotted_D=0.1053947071202294 | plotted_N=3899.0 | transform=score_free_text_p_value_threshold_lower_bound_to_2absz_sqrtN; N: score_free_text_sample_size_parse | source_file=data/raw/corpus_candidates/score/extracted_claims.csv	metadata_field	10.1007/s13524-014-0330-9	https://doi.org/10.1007/s13524-014-0330-9			not_applicable													sampled_child_result		medium	source_result_id=sr_d3faea5526bc; Inferred from dot-level parent source family and represented paper/result key.
map_4efb88d2596a	src_schaefer2019meaningfulness	work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_dev_029_6789	corpus_asserts_result_for_paper	database_child_result	src_schaefer2019meaningfulness	acc_1b566ac4d73e	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	https://doi.org/10.1093/jicru/3.2.report70	label= | source_directness=candidate_child_numeric_row | effect_or_stat=0.308573779208487 | N_text=84.0 | plotted_D=0.6488091794049583 | plotted_N=84.0 | transform=reported_or_derived_r_total_to_d; N: reported_n | source_file=data/raw/corpus_candidates/schaefer_schwarz_2019/studies_without_prereg.xlsx	metadata_field		https://doi.org/10.1093/jicru/3.2.report70			not_applicable													sampled_child_result		medium	source_result_id=sr_1e8a07a9cd86; Inferred from dot-level parent source family and represented paper/result key.
map_a59abe64726d	src_amaral2019brazilian	work_title_rt_pcr_fig_4_24h_control_x_25_mg_kg_1_lead_acetate	corpus_asserts_result_for_paper	direct_replication	src_amaral2019brazilian	acc_3818a9b5942e	data/derived/replication_pairs/replication_pairs_all_on_hand.csv	https://doi.org/10.1111/bcpt.12183	label=RT-PCR | Fig 4 - 24h Control x 25 mg.kg-1 Lead Acetate | source_directness=replication_pair_source_row | effect_or_stat=0.3950080907925899 | N_text=16.0 | plotted_D=0.3950080907925899 | plotted_N=16.0 | transform=replication-pair D/N imported from integrated replication pair source row | source_file=data/raw/replication_projects/bri/output_primary_t/Replication Assessment by Experiment.tsv	code_or_package_manifest	10.1111/bcpt.12183	https://doi.org/10.1111/bcpt.12183			not_applicable													sampled_child_result	bri_pcr125	medium	source_result_id=sr_65a9f9c5f7bd; Inferred from dot-level parent source family and represented paper/result key.
map_e25b5dfa75b4	src_internalplot2replicationpairoriginalsbridge	work_title_nahmias_et_al_2006	corpus_asserts_result_for_paper	direct_replication	src_internalplot2replicationpairoriginalsbridge	acc_5a879e9390e7	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	https://doi.org/10.1097/acm.0000000000005485	label=Nahmias et al. (2006) | source_directness=candidate_child_numeric_row | effect_or_stat=0.6755205294731985 | N_text=82.0 | plotted_D=0.6755205294731985 | plotted_N=82.0 | transform=plot1_original_D; N: plot1_original_N | source_file=data/derived/replication_pairs/replication_pairs_figure2_rule_subset.csv	metadata_field	plot2::REPL_ORIG:title_nahmias_et_al_2006	https://doi.org/10.1097/acm.0000000000005485			not_applicable													sampled_child_result	plot2::REPL_ORIG:title_nahmias_et_al_2006	medium	source_result_id=sr_562a7f6042a2; Inferred from dot-level parent source family and represented paper/result key.
map_54c25f872b46	src_du2024	work_title_treatment_engagement	database_reports_paper_result	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT00137267	label=Treatment Engagement | source_directness=candidate_child_numeric_row | effect_or_stat=0.6516213916571533 | N_text=102.0 | p_or_z=3.2905267314918945 | plotted_D=0.4676496007618844 | plotted_N=102.0 | transform=registry_p_to_absz_to_2absz_sqrtN; N: trial_enrollment | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT00137267	https://clinicaltrials.gov/study/NCT00137267			not_applicable													sampled_child_result		medium	source_result_id=sr_bf90b4be790a; Inferred from dot-level parent source family and represented paper/result key.
map_af54231f0cdf	src_esareywu2016	work_title_who_gets_a_swiss_passport_a_natural_experiment_in_immigrant_discri	corpus_asserts_result_for_paper	database_child_result	src_esareywu2016	acc_c73e1c9fa4e2	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://doi.org/10.1017/S0003055412000494	label=Who Gets a Swiss Passport? A Natural Experiment in Immigrant Discrimination | source_directness=candidate_child_numeric_row | effect_or_stat=14.59000015258789 | se=1.0 | N_text=2429.0 | p_or_z=14.59000015258789 | plotted_D=0.5920679259214463 | plotted_N=2429.0 | transform=esarey_wu_2016_abs_beta_over_se_to_2absz_sqrtN; N: esarey_wu_2016_sample_size | source_file=data/raw/corpus_candidates/esarey_wu_2016/pub-bias-replication-files.zip::pub-bias-replication-files/publication_data_2016-5-29.dta	metadata_field	10.1017/S0003055412000494	https://doi.org/10.1017/S0003055412000494			not_applicable													sampled_child_result		medium	source_result_id=sr_6e5c68827050; Inferred from dot-level parent source family and represented paper/result key.
map_34c4a7c0c2b6	src_bosco2020metabus	work_title_jap_93_6_1208	corpus_asserts_result_for_paper	database_child_result	src_bosco2020metabus	acc_b2a8ef9c99e9	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://doi.org/10.1037/a0012678	label=JAP-93-6-1208 | source_directness=candidate_child_numeric_row | effect_or_stat=1.0361306468792117 | N_text=278.0 | p_or_z=8.246974724424808 | plotted_D=0.3138047009218736 | plotted_N=278.0 | transform=pearson_r_to_d; N: article_median_reported_matrix_N | source_file=data/raw/corpus_candidates/metabus/Ver2-08_MasterDB_JAP-PPsych_1980-2010.xlsx	metadata_field		https://doi.org/10.1037/a0012678			not_applicable													sampled_child_result		medium	source_result_id=sr_d225c4f2ad96; Inferred from dot-level parent source family and represented paper/result key.
map_2b86775ca729	src_tyner2026	work_title_mutualism_and_manipulation_in_hadza_honeyguide_interactions	corpus_asserts_result_for_paper	database_child_result	src_tyner2026	acc_706556435f5c	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	https://doi.org/10.1016/j.evolhumbehav.2014.07.007	label=Mutualism And Manipulation In Hadza–Honeyguide Interactions | source_directness=candidate_child_numeric_row | effect_or_stat=0.45198860752596304 | N_text=212.0 | p_or_z=3.2905267314918945 | plotted_D=0.451988607525963 | plotted_N=212.0 | transform=score_free_text_p_value_threshold_lower_bound_to_2absz_sqrtN; N: score_free_text_sample_size_parse | source_file=data/raw/corpus_candidates/score/extracted_claims.csv	metadata_field	10.1016/j.evolhumbehav.2014.07.007	https://doi.org/10.1016/j.evolhumbehav.2014.07.007			not_applicable													sampled_child_result		medium	source_result_id=sr_6593fff4c749; Inferred from dot-level parent source family and represented paper/result key.
map_849ab1213855	src_kuhberger2014publicationbias	work_plot2_kuhberger_2014_main_results_kuhberger_899_2785	corpus_asserts_result_for_paper	database_child_result	src_kuhberger2014publicationbias	acc_e7e030796076	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	https://doi.org/10.1371/journal.pone.0105825	label= | source_directness=candidate_child_numeric_row | effect_or_stat=0.05144777665209794 | N_text=801.0 | p_or_z=1.325854886 | plotted_D=0.103032 | plotted_N=801.0 | transform=reported_r_to_d; N: reported_filtered_n | source_file=data/raw/corpus_candidates/kuhberger_2014/pone.0105825.s002.sav	metadata_field	10.1371/journal.pone.0105825	https://doi.org/10.1371/journal.pone.0105825			not_applicable													sampled_child_result		medium	source_result_id=sr_910cc9ea32e4; Inferred from dot-level parent source family and represented paper/result key.
map_c95d8b7e962e	src_du2024	work_nct_nct01816295	database_reports_paper_result	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT01816295	label=Number of Participants With Total Serum Testosterone Concentration Within Normal Range at Week 12 | source_directness=raw_ctgov_registry_row | effect_or_stat=<0.001 | N_text=715.0 | p_or_z=<0.001 | plotted_D=0.246117445052057 | plotted_N=715.0 | transform=registry p-value/enrollment to D proxy; raw row recovered with NCT_ID/outcome_title | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT01816295	https://clinicaltrials.gov/study/NCT01816295			not_applicable													sampled_child_result		medium	source_result_id=sr_0b5cef0ad420; Inferred from dot-level parent source family and represented paper/result key.
map_334c91f25f7b	src_tosh2024	work_title_do_women_shy_away_from_competition_do_men_compete_too_much	corpus_asserts_result_for_paper	database_child_result	src_tosh2024	acc_08fbd052d6f4	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://doi.org/10.1162/qjec.122.3.1067	label=Do Women Shy Away From Competition? Do Men Compete Too Much? | source_directness=candidate_child_numeric_row | effect_or_stat=0.8895305431892818 | N_text=80.0 | plotted_D=0.8895305431892818 | plotted_N=80.0 | transform=fred_log_ratio_times_sqrt3_over_pi; N: fred_original_n | source_file=data/raw/corpus_candidates/fred/FReD.xlsx	metadata_field	10.1162/qjec.122.3.1067	https://doi.org/10.1162/qjec.122.3.1067			not_applicable													sampled_child_result		medium	source_result_id=sr_80c5ee34e5f4; Inferred from dot-level parent source family and represented paper/result key.
map_a29bf9820f95	src_tosh2024	work_doi_10_1037_0096_3445_136_2_241	corpus_asserts_result_for_paper	direct_replication	src_tosh2024	acc_4c6ecf2ff3fc	data/derived/effect_inflation_dataset/plot1_replication_pair_details.csv	https://doi.org/10.1037/0096-3445.136.2.241	label=Attention control, memory updating, and emotion regulation temporarily reduce the capacity for executive control. | source_directness=replication_pair_source_row | effect_or_stat=1.2137893851623711 | N_text=141.0 | plotted_D=1.2137893851623711 | plotted_N=141.0 | transform=replication-pair D/N imported from integrated replication pair source row | source_file=data/raw/replication_projects/fred/FReD.xlsx	code_or_package_manifest	10.1037/0096-3445.136.2.241	https://doi.org/10.1037/0096-3445.136.2.241			not_applicable													sampled_child_result	fred_curatescience19_661	medium	source_result_id=sr_187e0ccced6f; Inferred from dot-level parent source family and represented paper/result key.
map_a8f0d69e1b35	src_du2024	work_title_brief_psychiatric_rating_scale_change_in_psychiatric_symptoms	database_reports_paper_result	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT02508480	label=Brief Psychiatric Rating Scale, Change in Psychiatric Symptoms | source_directness=candidate_child_numeric_row | effect_or_stat=0.08779804362301857 | N_text=192.0 | p_or_z=0.6082826894408673 | plotted_D=0.0877980436230185 | plotted_N=192.0 | transform=registry_p_to_absz_to_2absz_sqrtN; N: trial_enrollment | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT02508480	https://clinicaltrials.gov/study/NCT02508480			not_applicable													sampled_child_result		medium	source_result_id=sr_af15cdb4aad8; Inferred from dot-level parent source family and represented paper/result key.
map_caebfa4d5cf5	src_ying2023pilot	work_doi_10_1161_01_str_0000237124_20596_92	corpus_asserts_result_for_paper	pilot_full_scale_pair	src_ying2023pilot	acc_650de2343efe	data/derived/effect_inflation_dataset/plot1_replication_pair_details.csv	https://doi.org/10.1161/01.Str.0000237124.20596.92	label=Cluster randomized pilot controlled trial of an occupational therapy intervention for residents with stroke in UK care homes | source_directness=replication_pair_source_row | effect_or_stat=0.4556546621295853 | N_text=118.0 | plotted_D=0.4556546621295853 | plotted_N=118.0 | transform=replication-pair D/N imported from integrated replication pair source row | source_file=data/derived/replication_pairs/harvest/staged/ying_2023_partial_reconstruction__stage.csv	code_or_package_manifest	10.1161/01.Str.0000237124.20596.92	https://doi.org/10.1161/01.Str.0000237124.20596.92			not_applicable													sampled_child_result	ying_2023_pair_012_otch_barthel	medium	source_result_id=sr_148ffca3367c; Inferred from dot-level parent source family and represented paper/result key.
map_18dab8a8a861	src_du2024	work_title_change_in_polysomnographic_total_sleep_time_tst	database_reports_paper_result	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT01156051	label=Change in Polysomnographic Total Sleep Time (TST) | source_directness=raw_ctgov_registry_row | effect_or_stat=0.005 | N_text=29.0 | p_or_z=0.005 | plotted_D=1.042506169774014 | plotted_N=29.0 | transform=registry p-value/enrollment to D proxy; raw row recovered with NCT_ID/outcome_title | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT01156051	https://clinicaltrials.gov/study/NCT01156051			not_applicable													sampled_child_result		medium	source_result_id=sr_be6cbe0c6a2b; Inferred from dot-level parent source family and represented paper/result key.
map_fbe8e3f4dd39	src_linden2024publicationbiaspsychology	work_title_linden_2015_2	corpus_asserts_result_for_paper	database_child_result	src_linden2024publicationbiaspsychology	acc_c001ba98ffa4	data/derived/corpus_candidates/candidate_d_n_papers.csv		label=linden_2015_2 | source_directness=candidate_child_numeric_row | effect_or_stat=0.33 | N_text=1776.0 | plotted_D=0.33 | plotted_N=1776.0 | transform=reported_author_converted_d; N: reported_sample_size | source_file=data/raw/corpus_candidates/linden_2024/ATJ_Study2_ESs_and_Ns.sav	metadata_field					not_applicable													sampled_child_result		medium	source_result_id=sr_22f96d70c38a; Inferred from dot-level parent source family and represented paper/result key.
map_cd51c00fc126	src_yun2024llmextraction	work_title_pmcid_5055753	corpus_asserts_result_for_paper	database_child_result	src_yun2024llmextraction	acc_bfd3ba4b82f0	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5055753/	label=PMCID:5055753 | source_directness=candidate_child_numeric_row | effect_or_stat=1.2483165405382333 | se=0.5248447041187546 | N_text=80.0 | p_or_z=2.378449340808784 | plotted_D=0.5318374407088006 | plotted_N=80.0 | transform=binary_log_or_z_to_2absz_sqrtN; N: two_arm_group_sizes | source_file=data/raw/corpus_candidates/yun_llm_meta_analysis/llm-meta-analysis/evaluation/data/annotated_rct_dataset.csv	metadata_field		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5055753/			not_applicable													sampled_child_result		medium	source_result_id=sr_f9f06025395c; Inferred from dot-level parent source family and represented paper/result key.
map_a91bded722c6	src_du2024	work_title_time_to_vaginal_delivery_during_the_first_hospital_admission	database_reports_paper_result	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT01127581	label=Time to Vaginal Delivery During the First Hospital Admission | source_directness=raw_ctgov_registry_row | effect_or_stat=-677.0 | N_text=1358.0 | p_or_z=<0.001 | plotted_D=0.1785852285620725 | plotted_N=1358.0 | transform=registry p-value/enrollment to D proxy; raw row recovered with NCT_ID/outcome_title | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT01127581	https://clinicaltrials.gov/study/NCT01127581			not_applicable													sampled_child_result		medium	source_result_id=sr_d3c761e4e4ee; Inferred from dot-level parent source family and represented paper/result key.
