promotion_id	value_scan_id	candidate_id	scan_decision	promotion_decision	pair_id	original_title	original_doi	replication_title	replication_doi	outcome	D_original	N_original	D_replication	N_replication	local_support_paths	original_support_text	replication_support_text	conversion_or_policy_note	next_action
individual_promotion_68f46a4dde7cc0f4	batch011_notrow_physiological_threat_conservatism_native_regression	api_candidate_1558aa984b33c59b	not_row_native_regression_no_current_d_route	hold_for_policy_or_value_reconciliation	individual_api_candidate_1558aa984b33c59b_physiological_threat_responses_and_social_conser	Political Attitudes Vary with Physiological Traits	10.1126/science.1157627	Physiological threat sensitivity predicts anti-immigrant attitudes only under indirect adaptive calibration	10.1038/s41562-020-0823-z	Physiological threat responses and social conservatism direct replication	37		.01	202	data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/01_www_nature_com_articles_s41562_020_0823_z_error_cookies_not_supported_co_c1de4321c7a4.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/02_pubmed_ncbi_nlm_nih_gov_32042109_9767b0c4f27a.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/03_dare_uva_nl_id_1e48ee13_a5cc_4753_a5b6_61334e7a3acf_ca526ae155f3.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/04_osf_io_preprints_psyarxiv_vdpyt_c1df7be23f68.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/05_sciencespo_hal_science_hal_03631530_183fcb4e1ee0.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/06_www_nature_com_articles_s41562_020_0823_z_error_cookies_not_supported_co_fe164b7c0d93.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/07_dare_uva_nl_id_1e48ee13_a5cc_4753_a5b6_61334e7a3acf_ca526ae155f3.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/08_pmc_ncbi_nlm_nih_gov_articles_pmc7306406_52219dd7b50d.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/09_pure_au_dk_portal_en_publications_conservatives_and_liberals_have_simila_07b5f690728f.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/10_dare_uva_nl_id_1e48ee13_a5cc_4753_a5b6_61334e7a3acf_ca526ae155f3.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/11_openalex_org_w3002055841_158469730ed2.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/01_www_nature_com_articles_s41562_020_0823_z_error_cookies_not_supported_co_b5ac7f3a0b2b.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/01_www_nature_com_articles_s41562_020_0823_z_error_cookies_not_supported_co_ff804f612bbf.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/02_pubmed_ncbi_nlm_nih_gov_32042109_01695dbb2732.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/02_pubmed_ncbi_nlm_nih_gov_32042109_75030eedf874.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/05_sciencespo_hal_science_hal_03631530_4b834052048d.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/05_sciencespo_hal_science_hal_03631530_50a2f931a3e9.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/06_www_nature_com_articles_s41562_020_0823_z_error_cookies_not_supported_co_28385458df10.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/06_www_nature_com_articles_s41562_020_0823_z_error_cookies_not_supported_co_7e180e97e16b.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/08_pmc_ncbi_nlm_nih_gov_articles_pmc7306406_1440fbc9f1b8.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/08_pmc_ncbi_nlm_nih_gov_articles_pmc7306406_1c8e86c8318f.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/09_pure_au_dk_portal_en_publications_conservatives_and_liberals_have_simila_2909730c2c34.html | data/raw/replication_projects/individual_search_batch001/api_candidate_1558aa984b33c59b/09_pure_au_dk_portal_en_publications_conservatives_and_liberals_have_simila_56cb2eb4c94f.html		Mirrored PMC/preprint source reports a preregistered direct replication n=202 and conceptual replications, with the direct-replication social-conservatism association b=.01 [95% CI -0.02, 0.04], se=.01, p=.62, t=.50.	The mirrored Nature Human Behaviour/PMC source reports a preregistered direct replication of Oxley et al. with N=202, but the focal value is a regression association between physiological response and social conservatism, not a matched independent-group D/SMD or binary d-equivalent row under current Figure 1 policy.	retain_as_native_only_context_unless_regression_to_d_policy_is_added
individual_promotion_e0bf1dc9f4462a9f	batch011_notrow_verbal_deception_replication_n_not_larger	api_candidate_6609346be8040f27	not_row_replication_n_not_larger	hold_for_policy_or_value_reconciliation	individual_api_candidate_6609346be8040f27_verbal_credibility_assessment_specific_times_tru	The effect of question expectedness and experience on lying about intentions		The first direct replication on using verbal credibility assessment for the detection of deceptive intentions	10.1002/acp.3439	Verbal credibility assessment specific-times truth-lie direct replication	0.54	84	0.14	79	data/raw/replication_projects/individual_search_batch001/api_candidate_6609346be8040f27/02_pmc_ncbi_nlm_nih_gov_articles_pmc6174984_c6706eb54d69.html | data/raw/replication_projects/individual_search_batch001/api_candidate_6609346be8040f27/03_pubmed_ncbi_nlm_nih_gov_30333683_8f69f4a57514.html | data/raw/replication_projects/individual_search_batch001/api_candidate_6609346be8040f27/02_pmc_ncbi_nlm_nih_gov_articles_pmc6174984_438f7bbdb15c.html | data/raw/replication_projects/individual_search_batch001/api_candidate_6609346be8040f27/02_pmc_ncbi_nlm_nih_gov_articles_pmc6174984_9876295d436b.html | data/raw/replication_projects/individual_search_batch001/api_candidate_6609346be8040f27/03_pubmed_ncbi_nlm_nih_gov_30333683_dd0fa589d6cb.html | data/raw/replication_projects/individual_search_batch001/api_candidate_6609346be8040f27/03_pubmed_ncbi_nlm_nih_gov_30333683_f7ea6cc8f1c0.html	Mirrored PMC article states the original Warmelink et al. Experiment 2 time-prompt effect had d=0.54, 95% CI [0.10, 0.99], and original n=84.	Mirrored PMC article reports final replication N=79 after exclusions, truthful n=41 and deceptive n=38, and says the original significant d=0.54 effect was not replicated; the replication effect was signed d=-0.14.	The mirrored PMC article reports a direct replication with source-reported original d=0.54 and replication d=-0.14 for the specific-times truth-lie contrast, but the replication analyzed N=79 is smaller than the original target N=84 and therefore fails the current Figure 1 larger-replication rule.	retain_as_context_unless_same_size_or_not_larger_policy_changes
individual_promotion_97132339cd64f9ca	batch011_notrow_deferred_feedback_category_learning_native_interaction	api_candidate_8beb7be699093e2e	not_row_native_interaction_multiple_targets_no_single_d	hold_for_policy_or_value_reconciliation	individual_api_candidate_8beb7be699093e2e_deferred_feedback_in_rule_based_and_information			The effect of deferring feedback on rule-based and information-integration category learning	10.1371/journal.pone.0313726	Deferred feedback in rule-based and information-integration category learning				87	data/raw/replication_projects/individual_search_batch006/api_candidate_8beb7be699093e2e/01_journals_plos_org_plosone_article_id_10_1371_journal_pone_0313726_a9e611c95fd4.html | data/raw/replication_projects/individual_search_batch006/api_candidate_8beb7be699093e2e/02_pmc_ncbi_nlm_nih_gov_articles_pmc11970646_9e12a48e4f55.html | data/raw/replication_projects/individual_search_batch006/api_candidate_8beb7be699093e2e/03_pubmed_ncbi_nlm_nih_gov_40184389_470feff2ce50.html		Mirrored PMC article says Experiment 1 directly replicated Smith et al. and reports a significant interaction, with II immediate versus deferred d=1.24 and UD immediate versus deferred d=.14 in the last block; later experiments target Le Pelley et al. with additional contrasts.	The mirrored PMC article includes direct replication language and D-like effects for several task/feedback contrasts, but the focal claim is an interaction over category structure and feedback with several experiments and two prior target studies. This batch did not resolve a single larger matched original D/N contrast suitable for Figure 1.	retain_as_native_or_resolve_single_original_contrast_before_reconsidering
individual_promotion_9d6155641adc2a91	batch011_notrow_negative_calorie_illusion_missing_replication_d	api_candidate_215dace53b55d3a7	source_blocked_replication_effect_not_mapped_to_d	hold_for_policy_or_value_reconciliation	individual_api_candidate_215dace53b55d3a7_negative_calorie_illusion_healthy_side_calorie_e	Categorization effects in value judgments: Averaging bias in evaluating combinations of vices and virtues		Underestimating Calorie Content When Healthy Foods Are Present: An Averaging Effect or a Reference-Dependent Anchoring Effect?	10.1371/journal.pone.0071475	Negative calorie illusion healthy-side calorie-estimate replications	0.47	188		301	data/raw/replication_projects/individual_search_batch003/api_candidate_215dace53b55d3a7/01_journals_plos_org_plosone_article_file_id_10_1371_journal_pone_0071475_t_5136b666ced8.pdf | data/raw/replication_projects/individual_search_batch003/api_candidate_215dace53b55d3a7/02_journals_plos_org_plosone_article_id_10_1371_journal_pone_0071475_eda3ab8c1ea7.html | data/raw/replication_projects/individual_search_batch003/api_candidate_215dace53b55d3a7/03_pubmed_ncbi_nlm_nih_gov_23967216_65d4105f8c06.html | data/raw/replication_projects/individual_search_batch003/api_candidate_215dace53b55d3a7/05_journals_plos_org_plosone_article_id_10_1371_journal_pone_0071475_eda3ab8c1ea7.html | data/raw/replication_projects/individual_search_batch003/api_candidate_215dace53b55d3a7/06_doaj_org_article_5528339bc6fc4fefbfc2cec1bbead9d5_6c3342285c79.html | data/raw/replication_projects/individual_search_batch003/api_candidate_215dace53b55d3a7/07_europepmc_org_article_pmc_3743811_dc1bce0d376a.html | data/raw/replication_projects/individual_search_batch003/api_candidate_215dace53b55d3a7/08_figshare_com_articles_underestimating_calorie_content_when_healthy_foods_eedfbfcafd4c.html | data/raw/replication_projects/individual_search_batch003/api_candidate_215dace53b55d3a7/09_pmc_ncbi_nlm_nih_gov_articles_pmc3743811_957ccc12117b.html | data/raw/replication_projects/individual_search_batch003/api_candidate_215dace53b55d3a7/10_www_repository_cam_ac_uk_items_1af3da7a_701f_4e25_bf02_72f6987e2b31_d06a13002283.html | data/raw/replication_projects/individual_search_batch003/api_candidate_215dace53b55d3a7/11_www_repository_cam_ac_uk_items_1af3da7a_701f_4e25_bf02_72f6987e2b31_aa4c230da0b1.html | data/raw/replication_projects/individual_search_batch003/api_candidate_215dace53b55d3a7/12_openalex_org_w2038021825_158469730ed2.html	Mirrored PMC article says Chernev et al. used 188 participants in 3 groups and found an effect of 0.47 standard deviations.	Mirrored PMC article reports Study 1 N=301 in 3 groups and says it failed to replicate the negative calorie illusion; it reports raw/log calorie means and ANOVA tests, but no focal replication D was promoted in this pass.	The mirrored PLOS/PMC article reports that Study 1 with N=301 failed to replicate Chernev et al.'s negative calorie illusion and cites an original d=0.47 with N=188, but this batch did not extract a defensible focal replication D/SMD from the reported three-group ANOVA/log-calorie estimates.	extract_or_compute_single_focal_replication_smd_before_reconsidering
individual_promotion_5f9b419176ca60a1	batch011_notrow_child_gender_backlash_internal_direct_replication	api_candidate_9805fce4fff87c56	not_row_internal_replication_multioutcome	hold_for_policy_or_value_reconciliation	individual_api_candidate_9805fce4fff87c56_adults_backlash_against_stereotype_violating_pre			Adults' responses to gender nonconformity in young children	10.1371/journal.pone.0195503	Adults' backlash against stereotype-violating preschool children				3	data/raw/replication_projects/individual_search_batch006/api_candidate_9805fce4fff87c56/01_journals_plos_org_plosone_article_file_id_10_1371_journal_pone_0195503_t_32c5ff6d1094.pdf | data/raw/replication_projects/individual_search_batch006/api_candidate_9805fce4fff87c56/02_journals_plos_org_plosone_article_id_10_1371_journal_pone_0195503_be8d026eeccd.html | data/raw/replication_projects/individual_search_batch006/api_candidate_9805fce4fff87c56/03_pubmed_ncbi_nlm_nih_gov_29630651_4154d5b60dfa.html | data/raw/replication_projects/individual_search_batch006/api_candidate_9805fce4fff87c56/04_creativematter_skidmore_edu_math_fac_schol_13_ab0f434f64a3.html | data/raw/replication_projects/individual_search_batch006/api_candidate_9805fce4fff87c56/05_journals_plos_org_plosone_article_id_10_1371_journal_pone_0195503_be8d026eeccd.html | data/raw/replication_projects/individual_search_batch006/api_candidate_9805fce4fff87c56/06_doaj_org_article_c8630d0726604c29bedddad5a5cfde85_58656211230d.html | data/raw/replication_projects/individual_search_batch006/api_candidate_9805fce4fff87c56/08_pmc_ncbi_nlm_nih_gov_articles_pmc5890994_9bbadf0459fd.html | data/raw/replication_projects/individual_search_batch006/api_candidate_9805fce4fff87c56/09_openalex_org_w2797805027_16b660aaccf6.html		Mirrored PMC article states Experiment 3 (N=731) was a direct replication of Experiment 2 and reports multiple stereotype/backlash outcomes, but the source is an internal same-paper replication with multiple outcomes.	The mirrored PMC article reports Experiment 3 as a direct replication of Experiment 2 within the same paper and many backlash outcomes/effect-size summaries. It is not a later independent original-versus-larger-replication source pair under the current Figure 1 workstream.	retain_as_context_source_not_figure1_pair
individual_promotion_5f791115f200006f	batch011_notrow_bem_retroactive_recall_duplicate_existing_ind005	api_candidate_cb9a052960492641	not_row_duplicate_existing_bem_ind005	hold_for_policy_or_value_reconciliation	individual_api_candidate_cb9a052960492641_bem_experiment_9_retroactive_facilitation_of_rec	Feeling the future: Experimental evidence for anomalous retroactive influences on cognition and affect	10.1037/a0021524	Failing the Future: Three Unsuccessful Attempts to Replicate Bem's Retroactive Facilitation of Recall Effect	10.1371/journal.pone.0033423	Bem Experiment 9 retroactive facilitation of recall / Ritchie three preregistered exact replications combined	0.42	50	0.0792	150	data/raw/replication_projects/individual_search_batch001/api_candidate_cb9a052960492641/01_journals_plos_org_plosone_article_id_10_1371_journal_pone_0033423_1b853620d745.html | data/raw/replication_projects/individual_search_batch001/api_candidate_cb9a052960492641/plos_pone_0033423.pdf | data/raw/replication_projects/individual_search_batch001/api_candidate_cb9a052960492641/plos_pone_0033423.xml	Mirrored PLOS XML states that Bem's Experiment 9 obtained the largest effect size of the nine experiments, d=.42, and that each attempted replication used the same number of participants as Bem's Experiment 9. The Methods section reports Replication 1 n=50, Replication 2 n=50, and Replication 3 n=50.	Mirrored PLOS XML abstract reports three pre-registered independent attempts to exactly replicate Bem's retroactive facilitation of recall experiment, all nonsignificant, combined n=150 and combined p=.83 one-tailed. Table 1 reports the combined DR% analysis as mean DR%=-1.03, SD=13.04, one-sample t=-.97, p=.83.	This api_candidate mirror is value-bearing and exposes the same PLOS XML/PDF table more cleanly, but the represented Bem Experiment 9 versus Ritchie three-exact-replications result is already promoted as IND-005 in the individual-replication contract. Do not add a second plotted root row for the same source-result; use the XML mirror as support context if source_result rows are later rebuilt.	retain_as_duplicate_support_context_for_existing_ind005_row
individual_promotion_de2ec86175dfa39d	batch011_value_music_ffr_upper_harmonics_parbery_clark	api_candidate_359168184573cff4	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_api_candidate_359168184573cff4_parbery_clark_enhanced_upper_harmonics_encoding	Musical experience limits the degradative effects of background noise on the neural processing of sound	10.1523/JNEUROSCI.3256-09.2009	Large-scale multi-site study shows no association between musical training and early auditory neural sound encoding	10.1038/s41467-025-62155-5	Parbery-Clark enhanced upper-harmonics encoding to /da/ in babble / large-scale multisite direct replication	1.04	31	0.023	162	data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/01_www_nature_com_articles_s41467_025_62155_5_error_cookies_not_supported_c_dc7ea112146a.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/02_pmc_ncbi_nlm_nih_gov_articles_pmc12334757_9106165090f7.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/03_pubmed_ncbi_nlm_nih_gov_40781070_172683b48209.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/01_www_nature_com_articles_s41467_025_62155_5_error_cookies_not_supported_c_10c509c6d0c5.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/01_www_nature_com_articles_s41467_025_62155_5_error_cookies_not_supported_c_9f75f02191f7.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/02_pmc_ncbi_nlm_nih_gov_articles_pmc12334757_41bb95a4b927.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/02_pmc_ncbi_nlm_nih_gov_articles_pmc12334757_f94ae5d75eb5.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/03_pubmed_ncbi_nlm_nih_gov_40781070_2d794eeed274.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/03_pubmed_ncbi_nlm_nih_gov_40781070_b6461db373a7.html	Mirrored PMC article Table 1 lists Parbery-Clark et al. enhanced spectral encoding of upper harmonics to /da/ in babble as a key finding selected for direct replication, with original sample sizes in parentheses, musicians n=16 and non-musicians n=15, and original effect size d=1.04.	The same Table 1 reports the current multisite sample for this direct replication as musicians n=74 and non-musicians n=88, current study effect size d=0.023, and states all five direct replication analyses failed to replicate.	Use the source Table 1 SMD values for the matched musician-versus-nonmusician neural sound-encoding outcome. The replication article states these were key findings selected for direct replication, gives current and original group Ns in one row, and reports both original and current d values.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_731111fd762d7326	batch011_value_music_ffr_babble_degradation_parbery_clark	api_candidate_359168184573cff4	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_api_candidate_359168184573cff4_parbery_clark_reduced_babble_degradation_in_da_e	Musical experience limits the degradative effects of background noise on the neural processing of sound	10.1523/JNEUROSCI.3256-09.2009	Large-scale multi-site study shows no association between musical training and early auditory neural sound encoding	10.1038/s41467-025-62155-5	Parbery-Clark reduced babble degradation in /da/ encoding / large-scale multisite direct replication	1.05	31	0.012	162	data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/01_www_nature_com_articles_s41467_025_62155_5_error_cookies_not_supported_c_dc7ea112146a.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/02_pmc_ncbi_nlm_nih_gov_articles_pmc12334757_9106165090f7.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/03_pubmed_ncbi_nlm_nih_gov_40781070_172683b48209.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/01_www_nature_com_articles_s41467_025_62155_5_error_cookies_not_supported_c_10c509c6d0c5.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/01_www_nature_com_articles_s41467_025_62155_5_error_cookies_not_supported_c_9f75f02191f7.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/02_pmc_ncbi_nlm_nih_gov_articles_pmc12334757_41bb95a4b927.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/02_pmc_ncbi_nlm_nih_gov_articles_pmc12334757_f94ae5d75eb5.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/03_pubmed_ncbi_nlm_nih_gov_40781070_2d794eeed274.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/03_pubmed_ncbi_nlm_nih_gov_40781070_b6461db373a7.html	Mirrored PMC article Table 1 lists Parbery-Clark et al. less degradative effects of babble on encoding speech (/da/) as a key finding selected for direct replication, with original sample sizes in parentheses, musicians n=16 and non-musicians n=15, and original effect size d=1.05.	The same Table 1 reports the current multisite sample for this direct replication as musicians n=74 and non-musicians n=88, current study effect size d=0.012, and states all five direct replication analyses failed to replicate.	Use the source Table 1 SMD values for the matched musician-versus-nonmusician degradation-in-babble outcome. The two Parbery-Clark rows are separate neural encoding outcomes and are kept as separate source-result assertions rather than collapsed.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_9392e110651befea	batch011_value_music_ffr_linguistic_pitch_wong	api_candidate_359168184573cff4	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_api_candidate_359168184573cff4_wong_enhanced_f0_encoding_for_linguistic_pitch_i	Musical experience shapes human brainstem encoding of linguistic pitch patterns	10.1038/nn1872	Large-scale multi-site study shows no association between musical training and early auditory neural sound encoding	10.1038/s41467-025-62155-5	Wong enhanced F0 encoding for linguistic pitch in quiet / large-scale multisite direct replication	1.11	20	0.22	145	data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/01_www_nature_com_articles_s41467_025_62155_5_error_cookies_not_supported_c_dc7ea112146a.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/02_pmc_ncbi_nlm_nih_gov_articles_pmc12334757_9106165090f7.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/03_pubmed_ncbi_nlm_nih_gov_40781070_172683b48209.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/01_www_nature_com_articles_s41467_025_62155_5_error_cookies_not_supported_c_10c509c6d0c5.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/01_www_nature_com_articles_s41467_025_62155_5_error_cookies_not_supported_c_9f75f02191f7.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/02_pmc_ncbi_nlm_nih_gov_articles_pmc12334757_41bb95a4b927.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/02_pmc_ncbi_nlm_nih_gov_articles_pmc12334757_f94ae5d75eb5.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/03_pubmed_ncbi_nlm_nih_gov_40781070_2d794eeed274.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/03_pubmed_ncbi_nlm_nih_gov_40781070_b6461db373a7.html	Mirrored PMC article Table 1 lists Wong et al. enhanced F0 encoding for linguistic pitch in quiet as a key finding selected for direct replication, with original sample sizes in parentheses, musicians n=10 and non-musicians n=10, and original effect size d=1.11.	The same Table 1 reports the current multisite sample for this direct replication as musicians n=68 and non-musicians n=77, current study effect size d=0.22, and states all five direct replication analyses failed to replicate.	Use the source Table 1 SMD values for the matched musician-versus-nonmusician F0 encoding outcome. The source note says Cohen's d was estimated from the original studies using reported group means and SDs when available, otherwise from t and df.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_5f0bab38c53e90fa	batch011_notrow_music_ffr_correlation_rows_native	api_candidate_359168184573cff4	not_row_native_correlation_metric_after_smd_rows	hold_for_policy_or_value_reconciliation	individual_api_candidate_359168184573cff4_musical_training_ffr_direct_replication_correlat			Large-scale multi-site study shows no association between musical training and early auditory neural sound encoding	10.1038/s41467-025-62155-5	Musical-training FFR direct-replication correlation rows	0.456		0.05	266	data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/01_www_nature_com_articles_s41467_025_62155_5_error_cookies_not_supported_c_dc7ea112146a.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/02_pmc_ncbi_nlm_nih_gov_articles_pmc12334757_9106165090f7.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/03_pubmed_ncbi_nlm_nih_gov_40781070_172683b48209.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/01_www_nature_com_articles_s41467_025_62155_5_error_cookies_not_supported_c_10c509c6d0c5.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/01_www_nature_com_articles_s41467_025_62155_5_error_cookies_not_supported_c_9f75f02191f7.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/02_pmc_ncbi_nlm_nih_gov_articles_pmc12334757_41bb95a4b927.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/02_pmc_ncbi_nlm_nih_gov_articles_pmc12334757_f94ae5d75eb5.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/03_pubmed_ncbi_nlm_nih_gov_40781070_2d794eeed274.html | data/raw/replication_projects/individual_search_batch001/api_candidate_359168184573cff4/03_pubmed_ncbi_nlm_nih_gov_40781070_b6461db373a7.html		Mirrored PMC article Table 1 reports two additional key findings selected for direct replication as correlations: years of musical training with dynamic F0 encoding, original r=.456 and current r=.05, and starting a musical instrument earlier with enhanced F0 tracking, original r=-.502 and current r=-.025.	Do not promote the two Table 1 r rows in this pass. The same mirrored source has three group-difference d rows promoted above, but the remaining years-of-training and age-of-start effects are correlations, and this batch did not apply a correlation-to-D policy for these neural encoding outcomes.	retain_as_native_only_context_unless_correlation_conversion_policy_is_added
individual_promotion_2d33ba414f2a8d87	batch011_notrow_stimulation_memory_crossover_n_not_larger	api_candidate_dd966219198c26d2	not_row_repeated_measures_crossover_and_n_not_larger	hold_for_policy_or_value_reconciliation	individual_api_candidate_dd966219198c26d2_cortical_hippocampal_stimulation_episodic_memory	Targeted enhancement of cortical-hippocampal brain networks and associative memory		Episodic memory improvements due to noninvasive stimulation targeting the cortical-hippocampal network: A replication and extension experiment	10.1002/hipo.23117	Cortical-hippocampal stimulation episodic-memory replication and extension		16		16	data/raw/replication_projects/individual_search_batch001/api_candidate_dd966219198c26d2/03_pubmed_ncbi_nlm_nih_gov_31568683_f768f482364a.html | data/raw/replication_projects/individual_search_batch001/api_candidate_dd966219198c26d2/04_doaj_org_article_1e4b8b84a39a465ab8fc5e43ba76a5e1_c5aa4cbb6cff.html | data/raw/replication_projects/individual_search_batch001/api_candidate_dd966219198c26d2/05_pmc_ncbi_nlm_nih_gov_articles_pmc6908873_f75cff2e2e1f.html | data/raw/replication_projects/individual_search_batch001/api_candidate_dd966219198c26d2/06_openalex_org_w2978032884_158469730ed2.html | data/raw/replication_projects/individual_search_batch001/api_candidate_dd966219198c26d2/03_pubmed_ncbi_nlm_nih_gov_31568683_0e5ab1a286b2.html | data/raw/replication_projects/individual_search_batch001/api_candidate_dd966219198c26d2/03_pubmed_ncbi_nlm_nih_gov_31568683_e97a62ec4261.html | data/raw/replication_projects/individual_search_batch001/api_candidate_dd966219198c26d2/05_pmc_ncbi_nlm_nih_gov_articles_pmc6908873_5ad4acebf5f3.html | data/raw/replication_projects/individual_search_batch001/api_candidate_dd966219198c26d2/05_pmc_ncbi_nlm_nih_gov_articles_pmc6908873_76f6a6fc41ed.html		Mirrored PMC article reports a replication experiment with N=16 and Table 1 stimulation versus sham pre/post and post-pre means; the source states the memory improvement replicated with similar standardized effects, but the replication N is not larger than the original.	The mirrored PMC article reports a replication and extension of Wang et al. with the same crossover stimulation design and similar standardized effects, but the replication experiment appears to have the same N=16 as the original and the focal contrast is a repeated-measures/crossover stimulation-minus-sham change score rather than a current independent D/N row.	retain_as_context_unless_repeated_measures_same_n_policy_changes
individual_promotion_0678510a37878337	batch011_notrow_tDCS_attentional_blink_native_correlation	api_candidate_099abcecc23369b1	not_row_native_correlation_no_current_d_route	hold_for_policy_or_value_reconciliation	individual_api_candidate_099abcecc23369b1_attentional_blink_tdcs_exploratory_correlation_r			Effects of tDCS on the attentional blink revisited: A statistical evaluation of a replication attempt	10.1371/journal.pone.0262718	Attentional-blink tDCS exploratory correlation replication		34		40	data/raw/replication_projects/individual_search_batch004/api_candidate_099abcecc23369b1/01_journals_plos_org_plosone_article_id_10_1371_journal_pone_0262718_8092ccf1d251.html		Mirrored PLOS article describes a replication attempt of London and Slagter's exploratory negative correlation from N=34 with a final sample of N=40, but the focal reported relation is a change-score correlation rather than a direct D row.	The mirrored PLOS article revisits an exploratory tDCS attentional-blink finding and reports a larger sample, but the target effect is a correlation or partial correlation between anodal/cathodal stimulation change scores and not a matched D/SMD or binary d-equivalent contrast under current Figure 1 policy.	retain_as_native_only_context_unless_correlation_conversion_policy_is_added
