paper_id,prereg,publication_standard,pub_year
PBgK,FALSE,Journal of Financial Economics,2010
D1QY,FALSE,Journal of Financial Economics,2010
NELj,FALSE,Journal of Financial Economics,2010
jBEJ,FALSE,Journal of Financial Economics,2010
VOP5,FALSE,Journal of Financial Economics,2010
Kkbk,FALSE,Journal of Financial Economics,2010
bxOk,FALSE,Journal of Financial Economics,2010
E7vX,FALSE,Journal of Financial Economics,2010
r9Ne,FALSE,Journal of Financial Economics,2010
gX1Q,FALSE,Journal of Financial Economics,2010
VOPp,FALSE,Journal of Financial Economics,2010
lABe,FALSE,Journal of Financial Economics,2010
wJpL,FALSE,Journal of Financial Economics,2010
ayAB,FALSE,Journal of Financial Economics,2010
5POl,FALSE,Journal of Financial Economics,2010
28qQ,FALSE,Journal of Financial Economics,2010
E7e3,FALSE,Journal of Financial Economics,2011
1kd7,FALSE,Journal of Financial Economics,2011
r9eE,FALSE,Journal of Financial Economics,2011
pOqB,FALSE,Journal of Financial Economics,2011
QVGV,FALSE,Journal of Financial Economics,2011
ekKl,FALSE,Journal of Financial Economics,2011
mqy7,FALSE,Journal of Financial Economics,2011
D1aL,FALSE,Journal of Financial Economics,2011
gX8K,FALSE,Journal of Financial Economics,2011
1kXq,FALSE,Journal of Financial Economics,2011
E7j3,FALSE,Journal of Financial Economics,2011
VOGp,FALSE,Journal of Financial Economics,2011
vK8D,FALSE,Journal of Financial Economics,2011
RA1v,FALSE,Journal of Financial Economics,2011
wJeL,FALSE,Journal of Financial Economics,2011
RA87,FALSE,Journal of Financial Economics,2011
7VJJ,FALSE,Journal of Financial Economics,2011
qW57,FALSE,Journal of Financial Economics,2011
qWpj,FALSE,Journal of Financial Economics,2011
PB1K,FALSE,Journal of Financial Economics,2011
L842,FALSE,Journal of Financial Economics,2011
5PDD,FALSE,Journal of Financial Economics,2011
0ZAL,FALSE,Journal of Financial Economics,2011
A2XJ,FALSE,Journal of Financial Economics,2011
YR1g,FALSE,Journal of Financial Economics,2011
VOjV,FALSE,Journal of Financial Economics,2011
vKdD,FALSE,Journal of Financial Economics,2011
JZGA,FALSE,Journal of Financial Economics,2011
QVJP,FALSE,Journal of Financial Economics,2011
WW7e,FALSE,Journal of Financial Economics,2011
BK8p,FALSE,Journal of Financial Economics,2011
YRgQ,FALSE,Journal of Financial Economics,2011
wJQG,FALSE,Journal of Financial Economics,2011
9q7X,FALSE,Journal of Financial Economics,2011
RAb7,FALSE,Journal of Financial Economics,2011
4EJe,FALSE,Journal of Financial Economics,2011
jB2K,FALSE,Journal of Financial Economics,2011
dZ9m,FALSE,Journal of Financial Economics,2011
KkGY,FALSE,Journal of Financial Economics,2011
x1Q3,FALSE,Journal of Financial Economics,2011
qW3j,FALSE,Journal of Financial Economics,2011
kVKZ,FALSE,Journal of Financial Economics,2011
7VD4,FALSE,Journal of Financial Economics,2011
zYlL,FALSE,Journal of Financial Economics,2011
KkxW,FALSE,Journal of Financial Economics,2011
VO4V,FALSE,Journal of Financial Economics,2011
mqD7,FALSE,Journal of Financial Economics,2011
pOkB,FALSE,Journal of Financial Economics,2011
YRyQ,FALSE,Journal of Financial Economics,2011
0Za5,FALSE,Journal of Financial Economics,2011
4E2W,FALSE,Journal of Financial Economics,2012
BKjk,FALSE,Journal of Financial Economics,2012
D14D,FALSE,Journal of Financial Economics,2012
OPGO,FALSE,Journal of Financial Economics,2012
L8Yx,FALSE,Journal of Financial Economics,2012
9qY1,FALSE,Journal of Financial Economics,2012
y7lJ,FALSE,Journal of Financial Economics,2012
mq51,FALSE,Journal of Financial Economics,2012
Zavx,FALSE,Journal of Financial Economics,2012
Kk4d,FALSE,Journal of Financial Economics,2012
VOve,FALSE,Journal of Financial Economics,2012
9q21,FALSE,Journal of Financial Economics,2012
8A29,FALSE,Journal of Financial Economics,2012
mq11,FALSE,Journal of Financial Economics,2012
RAeE,FALSE,Journal of Financial Economics,2012
WWEX,FALSE,Journal of Financial Economics,2012
zYer,FALSE,Journal of Financial Economics,2012
qWdv,FALSE,Journal of Financial Economics,2012
2851,FALSE,Journal of Financial Economics,2012
5P9w,FALSE,Journal of Financial Economics,2012
9qB4,FALSE,Journal of Financial Economics,2012
pOEd,FALSE,Journal of Financial Economics,2012
x1O3,FALSE,Journal of Financial Economics,2012
gX38,FALSE,Journal of Financial Economics,2012
OPGB,FALSE,Journal of Financial Economics,2012
7VlJ,FALSE,Journal of Financial Economics,2012
8AP9,FALSE,Journal of Financial Economics,2012
X9Pv,FALSE,Journal of Financial Economics,2012
BKrp,FALSE,Journal of Financial Economics,2012
VOpe,FALSE,Journal of Financial Economics,2012
jBp2,FALSE,Journal of Financial Economics,2012
4E1W,FALSE,Journal of Financial Economics,2012
pO9d,FALSE,Journal of Financial Economics,2012
kVmZ,FALSE,Journal of Financial Economics,2012
5P23,FALSE,Journal of Financial Economics,2012
2825,FALSE,Journal of Financial Economics,2012
A2eJ,FALSE,Journal of Financial Economics,2012
7V93,FALSE,Journal of Financial Economics,2012
WWpX,FALSE,Journal of Financial Economics,2012
1kqq,FALSE,Journal of Financial Economics,2012
E72m,FALSE,Journal of Financial Economics,2012
QVk1,FALSE,Journal of Financial Economics,2012
BKrk,FALSE,Journal of Financial Economics,2012
dZz8,FALSE,Journal of Financial Economics,2012
28z1,FALSE,Journal of Financial Economics,2012
0Z8a,FALSE,Journal of Financial Economics,2012
5P2w,FALSE,Journal of Financial Economics,2012
A2WY,FALSE,Journal of Financial Economics,2012
YRvg,FALSE,Journal of Financial Economics,2012
Za7k,FALSE,Journal of Financial Economics,2012
A3Pj,FALSE,Journal of Financial Economics,2013
VryE,FALSE,Journal of Financial Economics,2013
ppV8,FALSE,Journal of Financial Economics,2013
5ex2,FALSE,Journal of Financial Economics,2013
gXz7,FALSE,Journal of Financial Economics,2013
drgX,FALSE,Journal of Financial Economics,2013
Qr3a,FALSE,Journal of Financial Economics,2013
KkqE,FALSE,Journal of Financial Economics,2013
D1Ej,FALSE,Journal of Financial Economics,2013
0e9b,FALSE,Journal of Financial Economics,2013
lAdy,FALSE,Journal of Financial Economics,2013
l0GZ,FALSE,Journal of Financial Economics,2013
7p01,FALSE,Journal of Financial Economics,2013
KpLE,FALSE,Journal of Financial Economics,2013
QV4a,FALSE,Journal of Financial Economics,2013
ZaVl,FALSE,Journal of Financial Economics,2013
zYKm,FALSE,Journal of Financial Economics,2013
YrZW,FALSE,Journal of Financial Economics,2013
Rrv9,FALSE,Journal of Financial Economics,2013
BKax,FALSE,Journal of Financial Economics,2013
bx0Q,FALSE,Journal of Financial Economics,2013
4pmV,FALSE,Journal of Financial Economics,2013
A3PG,FALSE,Journal of Financial Economics,2013
Pr2d,FALSE,Journal of Financial Economics,2013
dZwJ,FALSE,Journal of Financial Economics,2013
A2WG,FALSE,Journal of Financial Economics,2013
E7PN,FALSE,Journal of Financial Economics,2013
k0lj,FALSE,Journal of Financial Economics,2013
3X5Y,FALSE,Journal of Financial Economics,2013
PBKa,FALSE,Journal of Financial Economics,2013
NrmR,FALSE,Journal of Financial Economics,2013
2QKO,FALSE,Journal of Financial Economics,2013
3wQG,FALSE,Journal of Financial Economics,2013
x0XJ,FALSE,Journal of Financial Economics,2013
lAzy,FALSE,Journal of Financial Economics,2013
YRkR,FALSE,Journal of Financial Economics,2013
Gy4j,FALSE,Journal of Financial Economics,2013
WrBG,FALSE,Journal of Financial Economics,2013
VOgD,FALSE,Journal of Financial Economics,2013
VraE,FALSE,Journal of Financial Economics,2013
8A9e,FALSE,Journal of Financial Economics,2013
OrjN,FALSE,Journal of Financial Economics,2013
OPRd,FALSE,Journal of Financial Economics,2013
Prpa,FALSE,Journal of Financial Economics,2013
WrxG,FALSE,Journal of Financial Economics,2013
m0VQ,FALSE,Journal of Financial Economics,2013
drgJ,FALSE,Journal of Financial Economics,2013
GpAw,FALSE,Journal of Financial Economics,2013
qWNQ,FALSE,Journal of Financial Economics,2013
7pZ1,FALSE,Journal of Financial Economics,2014
Orxb,FALSE,Journal of Financial Economics,2014
5eb2,FALSE,Journal of Financial Economics,2014
2Q7q,FALSE,Journal of Financial Economics,2014
jrvQ,FALSE,Journal of Financial Economics,2014
PrWd,FALSE,Journal of Financial Economics,2014
ppPm,FALSE,Journal of Financial Economics,2014
OrqN,FALSE,Journal of Financial Economics,2014
RrOb,FALSE,Journal of Financial Economics,2014
Elrr,FALSE,Journal of Financial Economics,2014
qvwN,FALSE,Journal of Financial Economics,2014
3wxZ,FALSE,Journal of Financial Economics,2014
5eZq,FALSE,Journal of Financial Economics,2014
l0e2,FALSE,Journal of Financial Economics,2014
RrRk,FALSE,Journal of Financial Economics,2014
brbE,FALSE,Journal of Financial Economics,2014
elb7,FALSE,Journal of Financial Economics,2014
x0WO,FALSE,Journal of Financial Economics,2014
z0RY,FALSE,Journal of Financial Economics,2014
A3dz,FALSE,Journal of Financial Economics,2014
Bz3G,FALSE,Journal of Financial Economics,2014
2Q07,FALSE,Journal of Financial Economics,2014
Nr5Q,FALSE,Journal of Financial Economics,2014
4pLw,FALSE,Journal of Financial Economics,2014
ElDr,FALSE,Journal of Financial Economics,2014
y09p,FALSE,Journal of Financial Economics,2014
Qr9m,FALSE,Journal of Financial Economics,2014
3wYG,FALSE,Journal of Financial Economics,2014
Dper,FALSE,Journal of Financial Economics,2014
r0V7,FALSE,Journal of Financial Economics,2014
g04Y,FALSE,Journal of Financial Economics,2014
elmP,FALSE,Journal of Financial Economics,2014
awrQ,FALSE,Journal of Financial Economics,2014
ppr8,FALSE,Journal of Financial Economics,2014
Rrkk,FALSE,Journal of Financial Economics,2014
Wr2G,FALSE,Journal of Financial Economics,2014
9p8a,FALSE,Journal of Financial Economics,2014
Kp1O,FALSE,Journal of Financial Economics,2014
x0qk,FALSE,Journal of Financial Economics,2014
Bz5X,FALSE,Journal of Financial Economics,2014
drQX,FALSE,Journal of Financial Economics,2014
1Q1D,FALSE,Journal of Financial Economics,2014
awkA,FALSE,Journal of Financial Economics,2014
drjp,FALSE,Journal of Financial Economics,2014
k0DP,FALSE,Journal of Financial Economics,2014
VrmA,FALSE,Journal of Financial Economics,2014
Elrx,FALSE,Journal of Financial Economics,2014
5e3q,FALSE,Journal of Financial Economics,2014
Zr1Q,FALSE,Journal of Financial Economics,2014
9pey,FALSE,Journal of Financial Economics,2014
0egr,FALSE,Journal of Financial Economics,2015
Jpwk,FALSE,Journal of Financial Economics,2015
g0mz,FALSE,Journal of Financial Economics,2015
x0ZO,FALSE,Journal of Financial Economics,2015
Xrj8,FALSE,Journal of Financial Economics,2015
WrRr,FALSE,Journal of Financial Economics,2015
JpDy,FALSE,Journal of Financial Economics,2015
r017,FALSE,Journal of Financial Economics,2015
Elwa,FALSE,Journal of Financial Economics,2015
RrdL,FALSE,Journal of Financial Economics,2015
4p4w,FALSE,Journal of Financial Economics,2015
k0WP,FALSE,Journal of Financial Economics,2015
9pyy,FALSE,Journal of Financial Economics,2015
0eb8,FALSE,Journal of Financial Economics,2015
pp1E,FALSE,Journal of Financial Economics,2015
awLQ,FALSE,Journal of Financial Economics,2015
Bzgd,FALSE,Journal of Financial Economics,2015
Gpap,FALSE,Journal of Financial Economics,2015
Elpx,FALSE,Journal of Financial Economics,2015
XrwK,FALSE,Journal of Financial Economics,2015
2QgG,FALSE,Journal of Financial Economics,2015
4p08,FALSE,Journal of Financial Economics,2015
m0kV,FALSE,Journal of Financial Economics,2015
DpWr,FALSE,Journal of Financial Economics,2015
ppKm,FALSE,Journal of Financial Economics,2015
Yrwx,FALSE,Journal of Financial Economics,2015
qveg,FALSE,Journal of Financial Economics,2015
9pvq,FALSE,Journal of Financial Economics,2015
2Qa7,FALSE,Journal of Financial Economics,2015
Wrwr,FALSE,Journal of Financial Economics,2015
OrV0,FALSE,Journal of Financial Economics,2015
WrRw,FALSE,Journal of Financial Economics,2015
XrBK,FALSE,Journal of Financial Economics,2015
y0kp,FALSE,Journal of Financial Economics,2015
drAV,FALSE,Journal of Financial Economics,2015
jr0N,FALSE,Journal of Financial Economics,2015
qv7g,FALSE,Journal of Financial Economics,2015
DpwX,FALSE,Journal of Financial Economics,2015
9pyq,FALSE,Journal of Financial Economics,2015
RrwL,FALSE,Journal of Financial Economics,2015
g0qY,FALSE,Journal of Financial Economics,2015
4pK8,FALSE,Journal of Financial Economics,2015
z08Y,FALSE,Journal of Financial Economics,2015
PrAZ,FALSE,Journal of Financial Economics,2015
QrwK,FALSE,Journal of Financial Economics,2015
v0Ap,FALSE,Journal of Financial Economics,2015
l0aJ,FALSE,Journal of Financial Economics,2015
z0O4,FALSE,Journal of Financial Economics,2015
NryQ,FALSE,Journal of Financial Economics,2015
elqQ,FALSE,Journal of Financial Economics,2015
1QP0,FALSE,Journal of Financial Economics,2016
l0Zz,FALSE,Journal of Financial Economics,2016
jrkd,FALSE,Journal of Financial Economics,2016
drKV,FALSE,Journal of Financial Economics,2016
Jp8k,FALSE,Journal of Financial Economics,2016
Vr71,FALSE,Journal of Financial Economics,2016
BzpQ,FALSE,Journal of Financial Economics,2016
m0Qm,FALSE,Journal of Financial Economics,2016
A3Jr,FALSE,Journal of Financial Economics,2016
Lrgr,FALSE,Journal of Financial Economics,2016
awRx,FALSE,Journal of Financial Economics,2016
m0dm,FALSE,Journal of Financial Economics,2016
9p5l,FALSE,Journal of Financial Economics,2016
el4m,FALSE,Journal of Financial Economics,2016
x0BP,FALSE,Journal of Financial Economics,2016
Lr5r,FALSE,Journal of Financial Economics,2016
Rr2V,FALSE,Journal of Financial Economics,2016
BzYQ,FALSE,Journal of Financial Economics,2016
8zL5,FALSE,Journal of Financial Economics,2016
Elya,FALSE,Journal of Financial Economics,2016
2QBk,FALSE,Journal of Financial Economics,2016
y0V4,FALSE,Journal of Financial Economics,2016
Qral,FALSE,Journal of Financial Economics,2016
KpXl,FALSE,Journal of Financial Economics,2016
r0pq,FALSE,Journal of Financial Economics,2016
drK2,FALSE,Journal of Financial Economics,2016
Dpxe,FALSE,Journal of Financial Economics,2016
k0LW,FALSE,Journal of Financial Economics,2016
y0vV,FALSE,Journal of Financial Economics,2016
ppjj,FALSE,Journal of Financial Economics,2016
9pWl,FALSE,Journal of Financial Economics,2016
w0Pk,FALSE,Journal of Financial Economics,2016
JpqB,FALSE,Journal of Financial Economics,2016
4pAB,FALSE,Journal of Financial Economics,2016
WrYN,FALSE,Journal of Financial Economics,2016
7px2,FALSE,Journal of Financial Economics,2016
awgO,FALSE,Journal of Financial Economics,2016
YrbK,FALSE,Journal of Financial Economics,2016
drp2,FALSE,Journal of Financial Economics,2016
Nr0B,FALSE,Journal of Financial Economics,2016
Or9y,FALSE,Journal of Financial Economics,2016
RrNV,FALSE,Journal of Financial Economics,2016
7pqL,FALSE,Journal of Financial Economics,2016
v0Ex,FALSE,Journal of Financial Economics,2016
brJ4,FALSE,Journal of Financial Economics,2016
Bz1Q,FALSE,Journal of Financial Economics,2016
awKO,FALSE,Journal of Financial Economics,2016
XryQ,FALSE,Journal of Financial Economics,2016
k0Ay,FALSE,Journal of Financial Economics,2016
YrxK,FALSE,Journal of Financial Economics,2016
4pNq,FALSE,Journal of Financial Economics,2017
elP9,FALSE,Journal of Financial Economics,2017
x0xj,FALSE,Journal of Financial Economics,2017
RrEN,FALSE,Journal of Financial Economics,2017
w0xd,FALSE,Journal of Financial Economics,2017
Wr3p,FALSE,Journal of Financial Economics,2017
brzJ,FALSE,Journal of Financial Economics,2017
Vrzm,FALSE,Journal of Financial Economics,2017
r0Jb,FALSE,Journal of Financial Economics,2017
5eyx,FALSE,Journal of Financial Economics,2017
qvEZ,FALSE,Journal of Financial Economics,2017
El3y,FALSE,Journal of Financial Economics,2017
qvKw,FALSE,Journal of Financial Economics,2017
elB9,FALSE,Journal of Financial Economics,2017
Xr3Z,FALSE,Journal of Financial Economics,2017
jrdg,FALSE,Journal of Financial Economics,2017
8ze7,FALSE,Journal of Financial Economics,2017
GpGz,FALSE,Journal of Financial Economics,2017
qvEw,FALSE,Journal of Financial Economics,2017
r0Kb,FALSE,Journal of Financial Economics,2017
drY3,FALSE,Journal of Financial Economics,2017
LrzR,FALSE,Journal of Financial Economics,2017
m0Wj,FALSE,Journal of Financial Economics,2017
BzJg,FALSE,Journal of Financial Economics,2017
ElYZ,FALSE,Journal of Financial Economics,2017
Kp3x,FALSE,Journal of Financial Economics,2017
NrzE,FALSE,Journal of Financial Economics,2017
4pbq,FALSE,Journal of Financial Economics,2017
v0qw,FALSE,Journal of Financial Economics,2017
0eKl,FALSE,Journal of Financial Economics,2017
A3pN,FALSE,Journal of Financial Economics,2017
5eBx,FALSE,Journal of Financial Economics,2017
Gpzz,FALSE,Journal of Financial Economics,2017
Zr39,FALSE,Journal of Financial Economics,2017
z0Ww,FALSE,Journal of Financial Economics,2017
awzD,FALSE,Journal of Financial Economics,2017
w0dW,FALSE,Journal of Financial Economics,2017
Or9L,FALSE,Journal of Financial Economics,2017
Or3L,FALSE,Journal of Financial Economics,2017
l0Qv,FALSE,Journal of Financial Economics,2017
BzJK,FALSE,Journal of Financial Economics,2017
br1X,FALSE,Journal of Financial Economics,2017
XrzZ,FALSE,Journal of Financial Economics,2017
1QNW,FALSE,Journal of Financial Economics,2017
9pNY,FALSE,Journal of Financial Economics,2017
elyW,FALSE,Journal of Financial Economics,2017
aw3D,FALSE,Journal of Financial Economics,2017
Wrzp,FALSE,Journal of Financial Economics,2017
YrzN,FALSE,Journal of Financial Economics,2017
1QOY,FALSE,Journal of Financial Economics,2018
3wGO,FALSE,Journal of Financial Economics,2018
r0ke,FALSE,Journal of Financial Economics,2018
x0yA,FALSE,Journal of Financial Economics,2018
Kp2e,FALSE,Journal of Financial Economics,2018
qvZz,FALSE,Journal of Financial Economics,2018
Or7m,FALSE,Journal of Financial Economics,2018
4pRv,FALSE,Journal of Financial Economics,2018
w0gp,FALSE,Journal of Financial Economics,2018
pp03,FALSE,Journal of Financial Economics,2018
k0B8,FALSE,Journal of Financial Economics,2018
A3VO,FALSE,Journal of Financial Economics,2018
Wrlz,FALSE,Journal of Financial Economics,2018
w0YW,FALSE,Journal of Financial Economics,2018
Prlr,FALSE,Journal of Financial Economics,2018
Xrlp,FALSE,Journal of Financial Economics,2018
Xrdp,FALSE,Journal of Financial Economics,2018
elEW,FALSE,Journal of Financial Economics,2018
l05v,FALSE,Journal of Financial Economics,2018
Orl3,FALSE,Journal of Financial Economics,2018
jr8b,FALSE,Journal of Financial Economics,2018
8zqa,FALSE,Journal of Financial Economics,2018
RrlN,FALSE,Journal of Financial Economics,2018
2QGg,FALSE,Journal of Financial Economics,2018
YrlZ,FALSE,Journal of Financial Economics,2018
BzXK,FALSE,Journal of Financial Economics,2018
y0Pm,FALSE,Journal of Financial Economics,2018
QrlG,FALSE,Journal of Financial Economics,2018
v07w,FALSE,Journal of Financial Economics,2018
9p1Z,FALSE,Journal of Financial Economics,2018
x0JL,FALSE,Journal of Financial Economics,2018
Zrl7,FALSE,Journal of Financial Economics,2018
9pGm,FALSE,Journal of Financial Economics,2018
k0XG,FALSE,Journal of Financial Economics,2018
8zJa,FALSE,Journal of Financial Economics,2018
z0Lw,FALSE,Journal of Financial Economics,2018
A3V1,FALSE,Journal of Financial Economics,2018
qvZZ,FALSE,Journal of Financial Economics,2018
QrAq,FALSE,Journal of Financial Economics,2018
RrxN,FALSE,Journal of Financial Economics,2018
r0br,FALSE,Journal of Financial Economics,2018
0emk,FALSE,Journal of Financial Economics,2018
Vr8X,FALSE,Journal of Financial Economics,2018
g0B9,FALSE,Journal of Financial Economics,2018
drWl,FALSE,Journal of Financial Economics,2018
XrRw,FALSE,Journal of Financial Economics,2018
m0mb,FALSE,Journal of Financial Economics,2018
drWe,FALSE,Journal of Financial Economics,2018
brlX,FALSE,Journal of Financial Economics,2018
ElgZ,FALSE,Journal of Financial Economics,2018
8v2a,FALSE,Journal of Labor Economics,2009
evRW,FALSE,Journal of Labor Economics,2009
xjmA,FALSE,Journal of Labor Economics,2009
Neja,FALSE,Journal of Labor Economics,2009
m85b,FALSE,Journal of Labor Economics,2009
vQRw,FALSE,Journal of Labor Economics,2009
X4Pp,FALSE,Journal of Labor Economics,2009
gY39,FALSE,Journal of Labor Economics,2009
LyLd,FALSE,Journal of Labor Economics,2009
4v1v,FALSE,Journal of Labor Economics,2009
pw93,FALSE,Journal of Labor Economics,2009
3v4a,FALSE,Journal of Labor Economics,2009
DDlR,FALSE,Journal of Labor Economics,2009
r38r,FALSE,Journal of Labor Economics,2009
ZN77,FALSE,Journal of Labor Economics,2009
wN5W,FALSE,Journal of Labor Economics,2009
kYEG,FALSE,Journal of Labor Economics,2009
Qj1G,FALSE,Journal of Labor Economics,2009
0v81,FALSE,Journal of Labor Economics,2009
jm3b,FALSE,Journal of Labor Economics,2009
5v9B,FALSE,Journal of Labor Economics,2010
AGW1,FALSE,Journal of Labor Economics,2010
RmGX,FALSE,Journal of Labor Economics,2010
EXGZ,FALSE,Journal of Labor Economics,2010
BlaK,FALSE,Journal of Labor Economics,2010
WLpz,FALSE,Journal of Labor Economics,2010
9w2m,FALSE,Journal of Labor Economics,2010
qkNZ,FALSE,Journal of Labor Economics,2010
Ky4e,FALSE,Journal of Labor Economics,2010
OyRm,FALSE,Journal of Labor Economics,2010
5v9l,FALSE,Journal of Labor Economics,2010
JbYJ,FALSE,Journal of Labor Economics,2010
9w2Z,FALSE,Journal of Labor Economics,2010
WLpV,FALSE,Journal of Labor Economics,2010
dNDe,FALSE,Journal of Labor Economics,2010
YLBZ,FALSE,Journal of Labor Economics,2010
7w9Z,FALSE,Journal of Labor Economics,2010
yjqm,FALSE,Journal of Labor Economics,2010
RmGN,FALSE,Journal of Labor Economics,2010
OyR3,FALSE,Journal of Labor Economics,2010
dNDl,FALSE,Journal of Labor Economics,2010
2v5g,FALSE,Journal of Labor Economics,2010
aY8R,FALSE,Journal of Labor Economics,2010
VLNX,FALSE,Journal of Labor Economics,2010
1DzY,FALSE,Journal of Labor Economics,2010
PxKr,FALSE,Journal of Labor Economics,2010
GQ4D,FALSE,Journal of Labor Economics,2011
r3Oe,FALSE,Journal of Labor Economics,2011
PxKb,FALSE,Journal of Labor Economics,2011
bYwk,FALSE,Journal of Labor Economics,2011
AGWO,FALSE,Journal of Labor Economics,2011
4vdO,FALSE,Journal of Labor Economics,2011
jmz4,FALSE,Journal of Labor Economics,2011
3vOO,FALSE,Journal of Labor Economics,2011
vQjv,FALSE,Journal of Labor Economics,2011
BlaE,FALSE,Journal of Labor Economics,2011
VLN5,FALSE,Journal of Labor Economics,2011
pwyW,FALSE,Journal of Labor Economics,2011
lJdw,FALSE,Journal of Labor Economics,2011
0vjk,FALSE,Journal of Labor Economics,2011
zbK1,FALSE,Journal of Labor Economics,2011
DDE2,FALSE,Journal of Labor Economics,2011
evgK,FALSE,Journal of Labor Economics,2011
m8NR,FALSE,Journal of Labor Economics,2011
NeNj,FALSE,Journal of Labor Economics,2011
wNmp,FALSE,Journal of Labor Economics,2011
qkNz,FALSE,Journal of Labor Economics,2011
gYz4,FALSE,Journal of Labor Economics,2011
EXGX,FALSE,Journal of Labor Economics,2011
WLkV,FALSE,Journal of Labor Economics,2012
5v5l,FALSE,Journal of Labor Economics,2012
7waG,FALSE,Journal of Labor Economics,2012
OyLm,FALSE,Journal of Labor Economics,2012
yjbO,FALSE,Journal of Labor Economics,2012
X4gw,FALSE,Journal of Labor Economics,2012
kYw8,FALSE,Journal of Labor Economics,2012
1D4E,FALSE,Journal of Labor Economics,2012
BlDE,FALSE,Journal of Labor Economics,2012
8v9d,FALSE,Journal of Labor Economics,2012
ZNVL,FALSE,Journal of Labor Economics,2012
2vdQ,FALSE,Journal of Labor Economics,2012
AGjO,FALSE,Journal of Labor Economics,2012
YLkl,FALSE,Journal of Labor Economics,2012
Qj4q,FALSE,Journal of Labor Economics,2012
aY9B,FALSE,Journal of Labor Economics,2012
LyOz,FALSE,Journal of Labor Economics,2012
Jbd2,FALSE,Journal of Labor Economics,2012
dNwe,FALSE,Journal of Labor Economics,2012
9wPm,FALSE,Journal of Labor Economics,2012
xjAL,FALSE,Journal of Labor Economics,2012
RmKX,FALSE,Journal of Labor Economics,2012
Kyqk,FALSE,Journal of Labor Economics,2012
qkyz,FALSE,Journal of Labor Economics,2012
4vOO,FALSE,Journal of Labor Economics,2013
bY0k,FALSE,Journal of Labor Economics,2013
r3xe,FALSE,Journal of Labor Economics,2013
wNVp,FALSE,Journal of Labor Economics,2013
lJzw,FALSE,Journal of Labor Economics,2013
vQBv,FALSE,Journal of Labor Economics,2013
p3WW,FALSE,Journal of Labor Economics,2013
kZz8,FALSE,Journal of Labor Economics,2013
1ZaE,FALSE,Journal of Labor Economics,2013
7y8G,FALSE,Journal of Labor Economics,2013
EXPX,FALSE,Journal of Labor Economics,2013
3v5O,FALSE,Journal of Labor Economics,2013
jZl4,FALSE,Journal of Labor Economics,2013
Q73q,FALSE,Journal of Labor Economics,2013
evwK,FALSE,Journal of Labor Economics,2013
Ne4j,FALSE,Journal of Labor Economics,2013
Jey2,FALSE,Journal of Labor Economics,2013
8yQd,FALSE,Journal of Labor Economics,2013
0z9k,FALSE,Journal of Labor Economics,2013
ZDOL,FALSE,Journal of Labor Economics,2013
DDj2,FALSE,Journal of Labor Economics,2013
K7Lk,FALSE,Journal of Labor Economics,2013
xwXL,FALSE,Journal of Labor Economics,2013
YDdl,FALSE,Journal of Labor Economics,2013
zbd1,FALSE,Journal of Labor Economics,2013
ywmO,FALSE,Journal of Labor Economics,2013
PxGb,FALSE,Journal of Labor Economics,2013
GQVD,FALSE,Journal of Labor Economics,2013
mZVR,FALSE,Journal of Labor Economics,2013
gZN4,FALSE,Journal of Labor Economics,2013
Lekz,FALSE,Journal of Labor Economics,2013
XDAw,FALSE,Journal of Labor Economics,2013
9rgm,FALSE,Journal of Labor Economics,2014
VDE5,FALSE,Journal of Labor Economics,2014
ADPX,FALSE,Journal of Labor Economics,2014
5mxD,FALSE,Journal of Labor Economics,2014
VDEp,FALSE,Journal of Labor Economics,2014
Pepb,FALSE,Journal of Labor Economics,2014
dGgm,FALSE,Journal of Labor Economics,2014
R7vX,FALSE,Journal of Labor Economics,2014
ODjm,FALSE,Journal of Labor Economics,2014
EJWX,FALSE,Journal of Labor Economics,2014
B0Vj,FALSE,Journal of Labor Economics,2014
ADPO,FALSE,Journal of Labor Economics,2014
dGge,FALSE,Journal of Labor Economics,2014
5mxl,FALSE,Journal of Labor Economics,2014
qxRj,FALSE,Journal of Labor Economics,2014
ODjv,FALSE,Journal of Labor Economics,2014
2YKQ,FALSE,Journal of Labor Economics,2014
9rgX,FALSE,Journal of Labor Economics,2014
R7v7,FALSE,Journal of Labor Economics,2014
PepK,FALSE,Journal of Labor Economics,2014
B0VE,FALSE,Journal of Labor Economics,2014
WDBV,FALSE,Journal of Labor Economics,2014
WDBe,FALSE,Journal of Labor Economics,2014
qxRz,FALSE,Journal of Labor Economics,2014
abZB,FALSE,Journal of Labor Economics,2014
EJWP,FALSE,Journal of Labor Economics,2014
DgPY,FALSE,Journal of Labor Economics,2015
z322,FALSE,Journal of Labor Economics,2015
WDxe,FALSE,Journal of Labor Economics,2015
xwRb,FALSE,Journal of Labor Economics,2015
Q7KV,FALSE,Journal of Labor Economics,2015
lYGe,FALSE,Journal of Labor Economics,2015
LeW2,FALSE,Journal of Labor Economics,2015
ZDkJ,FALSE,Journal of Labor Economics,2015
2YXR,FALSE,Journal of Labor Economics,2015
NxRW,FALSE,Journal of Labor Economics,2015
kZl4,FALSE,Journal of Labor Economics,2015
1Z87,FALSE,Journal of Labor Economics,2015
0zk5,FALSE,Journal of Labor Economics,2015
Je59,FALSE,Journal of Labor Economics,2015
YDZQ,FALSE,Journal of Labor Economics,2015
